case,label,operator,mode,class_filter,stabilized,time,part,region,count,porepress_mean,porepress_min,porepress_max,porepressrate_mean,porepressrate_maxabs,divvel_mean,divvel_maxabs,velocity_max
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.003318,12,lateral_class,196,9167.344731158244,3045.723631465,15258.3038165,-14351182.341836736,28291738.0,0.021514894211734695,0.042495519,0.00045411137877657737
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.003318,12,cap_edge_class,148,3202.459929742777,1216.086789491,8022.452230016,1521746.1918243244,24523126.0,-0.0022701381870945947,0.036817979,0.0006277222400000002
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.003519,13,all,407,4916.381187101995,2163.704984783,10082.72728117,-6620458.476835381,39988472.0,0.009930688228972973,0.059984658,0.003098244856923929
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.003519,13,center_core,45,4967.136194431644,3648.884938851,9177.23988361,-680718.3466666666,39988472.0,0.0010313053777777782,0.059984658,0.00232171970864877
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.003519,13,interior_class,63,5628.315829078445,3648.884938851,10082.72728117,3165966.577777778,39988472.0,-0.004744399577777778,0.059984658,0.003098244856923929
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.003519,13,lateral_class,196,4941.155156066933,2163.704984783,7127.875955986,-17714394.369897958,33908860.0,0.026566804182653062,0.050873321,0.0004038051579881765
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.003519,13,cap_edge_class,148,4580.5191576314255,3281.707115199,9377.194818667,3905667.58127027,32561476.0,-0.005854096873027027,0.048862755,0.0008955512300000006
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.003821,14,all,407,2543.972633235762,-8255.310171896,7554.343660845,-8629238.812874693,132635670.0,0.012943858837911548,0.19881643,0.0034932769000000355
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.003821,14,center_core,45,-1336.4971956984245,-4441.372242225,584.0716352402,-34270746.755555555,132635670.0,0.05140715194444445,0.19881643,0.0034932769000000355
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.003821,14,interior_class,63,-2245.731822865779,-8255.310171896,584.0716352402,-40217991.3015873,132635670.0,0.06033555723015872,0.19881643,0.0034932769000000355
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.003821,14,lateral_class,196,4078.42963198113,809.2439454477,7554.343660845,5899686.2076530615,16370515.0,-0.008848344359693876,0.024565624,0.00030216906286402326
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.003821,14,cap_edge_class,148,2550.714585805389,-3644.468527087,5367.818769024,-14423684.06445946,85707528.0,0.021630310378581083,0.12852414,0.0007964641
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.004022,15,all,407,1737.6334721097342,-4643.033373732,28862.4136556,-1875687.3704668304,206209580.0,0.002813531145552825,0.30946466,0.007113059951763391
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.004022,15,center_core,45,10078.73234038587,-0.04373088647844,28862.4136556,85821959.55555555,206209580.0,-0.1287444242888889,0.30946466,0.006330635129044107
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.004022,15,interior_class,63,8820.668528873748,-0.04373088647844,28862.4136556,85173971.07936507,206209580.0,-0.12775369853968252,0.30946466,0.007113059951763391
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.004022,15,lateral_class,196,517.0351201705199,-4643.033373732,5732.765509995,-27642990.55102041,44196068.0,0.041460042530612244,0.066311479,0.0002818217588286164
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.004022,15,cap_edge_class,148,339.02582619049736,-3877.470086511,4195.097098031,-4806343.174189189,69237176.0,0.007212309785405405,0.10374297,0.0009351685300000008
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.004323,16,all,407,-813.1625166968357,-16324.62735998,22868.32706088,-6213788.051842752,639356610.0,0.00932067872972973,0.9584468,0.044237882000000076
CaseT4h_ConfOnly_Op1InteriorBaseline,op1 interior,1,excess,interior,off,0.004323,16,center_core,45,4162.082110027623,-2228.022195727,22868.32706088,310150089.46666664,639356610.0,-0.4649463268888887,0.9584468,0.03373804987181756
