case,bottom_z_m,bottom_excess_kpa,bottom_excess_theory_kpa,bottom_excess_error_kpa,bottom_sigma_zz_pa,bottom_sigma_zz_theory_pa,bottom_sigma_zz_error_pa,bottom_0_0p1m_pore_rms_pa,bottom_0_0p1m_pore_maxabs_pa,bottom_0_0p1m_sigma_rms_pa,bottom_0_0p1m_sigma_maxabs_pa,core_pore_rms_pa,core_sigma_rms_pa,max_speed_mps,max_kplastic
with_bound_neighbors,0.004987295623868704,19.834453515624997,20.415808266392247,-0.5813547507672483,-781.7079650878907,-82.44845646043022,-699.2595086274605,246.11044783088087,581.3551490358514,297.33576555775966,699.2627251879119,50.576691608093725,0.5832498617050749,3.331071672798118e-05,0.0
soil_only_neighbors,0.004987163655459881,19.8349236328125,20.41581097413831,-0.580887341325808,-783.1070190429688,-82.44846739555854,-700.6585516474103,246.96228318462607,580.8910560851109,298.653641308024,700.6617620426093,50.67653674168771,0.599450459100714,3.3366062695100324e-05,0.0
