case,time,Fz_proxy,axial_stress_proxy,p_eff_proxy,q_proxy,reaction_time,top_reaction_fz,bottom_reaction_fz,top_axial_stress,bottom_axial_stress,reaction_axial_stress_avg,reaction_force_avg_compression,force_balance_error,top_pairs,bottom_pairs,true_reaction_available,reaction_type,reaction_minus_proxy_force,reaction_over_proxy_force
dp_high_strength,0.018097,3.1147973110552334,1101.6341972972984,385.8049189009095,1073.7439175945835,0.0174938,3.10807,-3.43994,1099.25,1216.63,1157.94,3.274005,0.0506831,2569,2569,1,pairwise_fluid_bound_accumulator,0.15920768894476645,1.0511133383798992
dp_mild_yield,0.018097,0.4031128923098545,142.57202096707607,62.23262833995903,120.50908894067557,0.0174933,0.435835,-0.431214,154.145,152.511,153.328,0.4335245,0.00532965,2569,2569,1,pairwise_fluid_bound_accumulator,0.030411607690145503,1.075441912849489
