case,part,time,total_count,specimen_count,top_platen_count,bottom_platen_count,measurement_core_small_count,platen_contamination_core_small,top_platen_displacement,top_platen_vz_mean,bottom_platen_displacement,bottom_platen_vmag_max,specimen_axial_strain_proxy,specimen_radial_strain_proxy,velocity_max,specimen_velocity_max,porepress_mean,porepress_std,porepressrate_maxabs,divvel_maxabs,kplastic_max,kplastic_mean,kplastic_nonzero_count,kplastic_fraction,true_reaction_available,reaction_type,sigma_xx_mean,sigma_yy_mean,sigma_zz_mean,sigma_a_proxy,reaction_force_proxy,p_eff_proxy,q_proxy
dp_mild_yield,17,0.008546,555,407,74,74,15,0,-4.2730000000143487e-05,-0.004999999899999997,0.0,0.0,-0.0002397851980000254,0.0001622238067942776,0.0049999999,0.004663877200000001,-7362.643670041535,23915.174554410296,15077375.0,0.022694856,0.00067399483,0.00018159128602793608,407,1.0,0,specimen_stress_proxy,-11.662904180383286,-11.662904095975422,-121.61932737592123,121.61932737592123,0.34387054687685353,48.31504521742664,109.95642323774189
dp_mild_yield,18,0.009048,555,407,74,74,15,0,-4.524000000008521e-05,-0.004999999899999997,0.0,0.0,-0.00025385928799998014,0.0001713938916969702,0.0049999999,0.004475016600000001,-6652.559868047849,25352.895110599504,11949557.0,0.017963381,0.00071280764,0.0001935347616798526,407,1.0,0,specimen_stress_proxy,-16.304978075579857,-16.304978174734657,-130.33966917690407,130.33966917690407,0.3685267324417372,54.31654180907285,114.0346910517468
dp_mild_yield,19,0.009551,555,407,74,74,15,0,-4.775499999999655e-05,-0.004999999899999997,0.0,0.0,-0.0002677249980000129,0.00017826061846008904,0.0049999999,0.004330928900000001,-4463.427499494135,23081.716389081073,14203595.0,0.021296104,0.00074679102,0.00020313234561105658,407,1.0,0,specimen_stress_proxy,-24.33246277285013,-24.3324631972973,-145.05281148894335,145.05281148894335,0.4101271622605886,64.57257915303026,120.72034850386963
dp_mild_yield,20,0.010054,555,407,74,74,15,0,-5.026999999994952e-05,-0.004999999899999997,0.0,0.0,-0.00028171938000004504,0.00018504308680335945,0.0049999999,0.0042877225000000005,-2749.395804900243,24091.70768694194,11910697.0,0.017930053,0.0007803248,0.00021257500537272747,407,1.0,0,specimen_stress_proxy,-31.62590806977887,-31.62590846584771,-159.17128025307142,159.17128025307142,0.4500461922349781,74.14103226289933,127.54537198525813
dp_mild_yield,21,0.010556,555,407,74,74,15,0,-5.2780000000099414e-05,-0.004999999899999997,0.0,0.0,-0.0002959008100000826,0.0001936179715555978,0.0049999999,0.004399951177980303,-2528.1884891938544,22554.823135868173,12621648.0,0.019028597,0.00081766921,0.00022381328063120396,407,1.0,0,specimen_stress_proxy,-35.19013684189185,-35.19013708004911,-167.49450409336617,167.49450409336617,0.47357955321874623,79.29159267176904,132.3043671323957
dp_mild_yield,22,0.011059,555,407,74,74,15,0,-5.5294999999983e-05,-0.004999999899999997,0.0,0.0,-0.00031036440000006826,0.00020483170907740177,0.0049999999,0.004567540752941444,-4606.288614823002,24985.3797104009,20476470.0,0.030853081,0.00086084666,0.00023807711998132672,407,1.0,0,specimen_stress_proxy,-34.28005858832921,-34.28005894506143,-167.56055552579835,167.56055552579835,0.4737663092441454,78.70689101972967,133.28049675910302
dp_mild_yield,23,0.011562,555,407,74,74,15,0,-5.781000000011638e-05,-0.004999999899999997,0.0,0.0,-0.00032494802500004916,0.00021835859749321353,0.0049999999,0.004702722400169831,-8176.60765588831,24707.983310207233,25391846.0,0.038197581,0.00090905791,0.00025554121129484054,407,1.0,0,specimen_stress_proxy,-30.24364016614249,-30.243640278255526,-159.97223703931212,159.97223703931212,0.4523108441949251,73.48650582790337,129.72859681711313
dp_mild_yield,24,0.012064,555,407,74,74,15,0,-6.032000000003035e-05,-0.004999999899999997,0.0,0.0,-0.0003395712510000093,0.0002330306586944878,0.0049999999,0.0047369783693856,-12547.009937745179,27477.306647119385,24649986.0,0.037117943,0.00095948309,0.0002744519895724814,407,1.0,0,specimen_stress_proxy,-24.842277936830456,-24.842278072825554,-149.05158854791165,149.05158854791165,0.42143343802920696,66.24538151918922,124.20931054308365
dp_mild_yield,25,0.012567,555,407,74,74,15,0,-6.283499999998332e-05,-0.004999999899999997,0.0,0.0,-0.0003538901990000898,0.0002473334873589829,0.0049999999,0.004663162225586739,-16519.11063327723,26234.562431069557,20732238.0,0.031247506,0.0010087689,0.0002928785686756759,407,1.0,0,specimen_stress_proxy,-20.337501572579853,-20.33750124977396,-139.5671074004913,139.5671074004913,0.39461669936294497,60.08070340761503,119.2296059893144
dp_mild_yield,26,0.01307,555,407,74,74,15,0,-6.535000000014446e-05,-0.004999999899999997,0.0,0.0,-0.00036778111400001534,0.00026005401456596444,0.0049999999,0.004532476592255361,-19268.84464907026,27785.17499167333,17466740.0,0.02633067,0.0010544584,0.0003091580765528256,407,1.0,0,specimen_stress_proxy,-18.418609962113024,-18.418609954226053,-135.4898901400491,135.4898901400491,0.38308863914969976,57.44237001879606,117.07128018187959
dp_mild_yield,27,0.013572,555,407,74,74,15,0,-6.786000000003067e-05,-0.004999999899999997,0.0,0.0,-0.0003812566829999864,0.00027068884817522146,0.0049999999,0.004417364000000002,-20417.427299717066,25511.86152678964,13138675.0,0.019819597,0.0010957666,0.0003227887244742014,407,1.0,0,specimen_stress_proxy,-19.760594545380822,-19.76059444931204,-138.1358318132678,138.1358318132678,0.3905698629798696,59.21900693598689,118.37523731592137
dp_mild_yield,28,0.014075,555,407,74,74,15,0,-7.037500000009467e-05,-0.004999999899999997,0.0,0.0,-0.00039461908399998635,0.00027968359160669844,0.0049999999,0.004383224500000001,-20392.504991169597,26910.993094486777,9536857.0,0.014444861,0.0011336852,0.00033459518639312015,407,1.0,0,specimen_stress_proxy,-23.747624378157262,-23.74762424769043,-145.65281399754298,145.65281399754298,0.4118236293864254,64.38268754113022,121.90518968461913
dp_mild_yield,29,0.014578,555,407,74,74,15,0,-7.289000000004764e-05,-0.004999999899999997,0.0,0.0,-0.0004080483290000436,0.0002881641040521674,0.0049999999,0.0043957378,-19869.35537767995,25124.607562576697,9808017.0,0.014815458,0.0011703796,0.0003459777707297295,407,1.0,0,specimen_stress_proxy,-28.481209994864873,-28.48120959459458,-154.38811450122853,154.38811450122853,0.4365221096867754,70.45017803022932,125.90690470649879
dp_mild_yield,30,0.01508,555,407,74,74,15,0,-7.5400000000031e-05,-0.004999999899999997,0.0,0.0,-0.0004217712420000186,0.00029740037961736404,0.0049999999,0.004465573808472968,-20137.49003781756,27288.69891903851,13270319.0,0.02003408,0.0012080462,0.00035816582974447145,407,1.0,0,specimen_stress_proxy,-31.714413372063905,-31.714413162850096,-160.804325945946,160.804325945946,0.45466352015151823,74.74438416028667,129.089912678489
dp_mild_yield,31,0.015583,555,407,74,74,15,0,-7.791500000008111e-05,-0.004999999899999997,0.0,0.0,-0.00043581694000011106,0.0003081512939670789,0.0049999999,0.004553990276995664,-21442.6421242731,25990.468798122307,16615520.0,0.025028421,0.0012480224,0.0003720053183783785,407,1.0,0,specimen_stress_proxy,-32.17140882641275,-32.17140873189189,-162.59862006388218,162.59862006388218,0.45973676724887713,75.64714587406228,130.42721128472985
dp_mild_yield,32,0.016086,555,407,74,74,15,0,-8.042999999997857e-05,-0.004999999899999997,0.0,0.0,-0.00045000205000006455,0.000320460447182671,0.0049999999,0.004620163555584633,-24168.51061812678,28292.58800154603,18740876.0,0.028266771,0.0012904574,0.00038788549750614254,407,1.0,0,specimen_stress_proxy,-30.150623572977896,-30.15062342587472,-159.16434418427528,159.16434418427528,0.4500265809624809,73.15519706104264,129.01372068484898
dp_mild_yield,33,0.016589,555,407,74,74,15,0,-8.294000000011459e-05,-0.004999999899999997,0.0,0.0,-0.0004641661200001368,0.0003337278861132169,0.0049999999,0.004639772110999764,-27517.93316509589,26639.718368805065,19833354.0,0.029893905,0.0013344564,0.0004050929848550368,407,1.0,0,specimen_stress_proxy,-26.752361990270277,-26.75236161230958,-152.43745787469285,152.43745787469285,0.4310067580119347,68.64739382575756,125.68509607340295
dp_mild_yield,34,0.017091,555,407,74,74,15,0,-8.545500000002593e-05,-0.004999999899999997,0.0,0.0,-0.0004782514600000509,0.000347008096689639,0.0049999999,0.004612959763382156,-30972.158612681353,28489.3492950126,18826390.0,0.0284063,0.0013785716,0.0004223502371523345,407,1.0,0,specimen_stress_proxy,-23.47434239966582,-23.47434227578623,-145.67107783292383,145.67107783292383,0.4118752691643784,64.20658750279196,122.19673549519781
dp_mild_yield,35,0.017594,555,407,74,74,15,0,-8.79699999999789e-05,-0.004999999899999997,0.0,0.0,-0.0004920090200000171,0.00035945175258913315,0.0049999999,0.004560002741097767,-33608.331178388195,26485.901223327142,17242928.0,0.025982214,0.0014214092,0.00043848919069778885,407,1.0,0,specimen_stress_proxy,-21.69030393609336,-21.690303867960665,-141.87833380196554,141.87833380196554,0.4011515380582338,61.75298053533985,120.18802989993854
dp_mild_yield,36,0.018097,555,407,74,74,15,0,-9.000000000000674e-05,-0.00019871054999999994,0.0,0.0,-0.0005056757800001033,0.000370625169331144,0.004506593597174218,0.004506593597174218,-35251.016202382,28273.87434790647,14385874.0,0.021725578,0.0014621217,0.00045292589326289965,407,1.0,0,specimen_stress_proxy,-22.06293204081083,-22.06293201199017,-142.57202096707607,142.57202096707607,0.4031128923098545,62.23262833995903,120.50908894067557
