case,time,center_pressure,fv_center_pressure,volume_mean_pressure,fv_volume_mean_pressure,surface_shell_mean,fv_surface_shell_mean,surface_shell_p95_abs,surface_shell_maxAbs,porepressrate_maxAbs,kplastic_maxAbs,apparent_flux_integral,fv_boundary_flux_integral,flux_ratio
mode7_shell_exchange_dp008,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0000000000001,1000.0,1000.0,0.0,0.0,89.69278041648077,4099.121912940717,0.021880974101630223
mode7_shell_exchange_dp008,0.001046,898.8446343121728,1000.000000000005,820.8195803963914,828.037624637884,778.7127859932148,234.15858062975508,816.2545666634,816.254569177,483362.06,0.0,92.6902897589076,40.911894663194644,2.2656073624058797
mode7_shell_exchange_dp008,0.002011,651.0644490136334,1000.0000000000043,644.893405726013,766.125419923174,628.7976499206468,164.95110391894238,645.94768210833,645.9476910432,692231.69,0.0,44.991556543062536,28.31435651466818,1.5890015554390147
mode7_shell_exchange_dp008,0.003056,732.0510852135187,999.9999999988919,664.1651177694813,716.3947810655859,553.2444421228874,129.9872895860561,639.4096808550651,694.0542861035,455919.78,0.0,81.22209918984673,22.16214126966638,3.6649030525320447
mode7_shell_exchange_dp008,0.004021,430.6168013542985,999.9999987165205,359.8039706826091,678.8866693318421,202.97981145648504,110.46009157761499,595.187737224745,696.603619188,1004791.1,0.0,90.77949300772285,18.773003760823045,4.835640271759201
mode7_shell_exchange_dp008,0.005067,409.30511448201725,999.9998729457853,339.47937959572715,644.0416604930647,206.99820697674775,95.85859699621113,825.47422932824,825.4746896565,994054.06,0.0,-141.59172144711818,16.257156810968123,-8.709500873583952
mode7_shell_exchange_dp008,0.006032,861.4713613548705,999.9978840064646,858.481342366635,615.7272911806482,969.0839342779747,85.86715131759048,1273.0240802991998,1273.024492907,4483712.5,0.0,-281.6049660517734,14.543623870330425,-19.36277839433532
mode7_shell_exchange_dp010,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0000000000001,1000.0,1000.0,0.0,0.0,44.51054878057555,4099.121912940717,0.010858556960713472
mode7_shell_exchange_dp010,0.001005,964.7529156760112,1000.0000000000048,914.5660692705719,831.2765899866567,879.0052197569028,239.02867885299847,891.7060759287,891.7060767142,222295.5,0.0,64.68999747029322,41.82437749194429,1.5467055662156126
mode7_shell_exchange_dp010,0.002011,720.6844647046777,1000.0000000000043,751.4662563133478,766.125419923174,751.5120721167809,164.95110391894238,803.24854604804,803.2485586542,190522.09,0.0,33.92288620679,28.31435651466818,1.1980807753556515
mode7_shell_exchange_dp010,0.003016,874.8887059942425,999.9999999992508,784.0829398951508,718.0944968392885,716.3522467247524,130.98913455236607,746.3732530833349,746.3732833215,158707.08,0.0,22.804953391410155,22.33685316422298,1.0209564088435221
mode7_shell_exchange_dp010,0.004022,712.6192106214091,999.9999987093851,663.7265611531918,678.8508182714902,611.7361275180614,110.44351320770033,677.78897474867,718.8370140421,424789.88,0.0,73.30259564732366,18.770138847466768,3.905277219471215
mode7_shell_exchange_dp010,0.005027,584.9083722235606,999.9998895685092,502.5883732254687,645.2867233282645,413.70135039812885,96.33296215423482,683.926780697475,772.8461576859,566988.38,0.0,58.77821116751006,16.338665295316975,3.597491600758674
mode7_shell_exchange_dp010,0.006032,512.3667774224032,999.9978840064646,438.0877515289796,615.7272911806482,381.88022127201884,85.86715131759048,692.145190088165,741.4834081929,301239.25,0.0,33.60442442349329,14.543623870330425,2.310594988092869
