case,case_name,resolution,configured_dp,time,k,r_inner,r_outer,population,effective_volume,analytic_volume,pressure_mean,radius_mean,flux_in,flux_out,fv_rate,current_rate,correction_rate,lap_correction
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00080434,3,0.01875,0.025,54.0,5.40001e-05,3.78382e-05,983.241,0.0230469,0.0168975,0.00822291,160.641,-189.463,350.104,51517.8
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00080434,4,0.025,0.03125,42.0,4.20001e-05,6.23819e-05,982.246,0.0295098,0.00822291,-0.0268649,835.421,-975.274,1810.7,266444.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00080434,5,0.03125,0.0375,128.0,0.000128,9.30615e-05,984.048,0.0351047,-0.0268649,-0.01122,-122.225,-2671.98,2549.76,375197.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00080434,6,0.0375,0.04375,114.0,0.000114,0.000129877,984.696,0.0420402,-0.01122,1.89972,-16762.6,-4500.21,-12262.4,-1804410.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00080434,7,0.04375,0.05,374.0,0.000374,0.000172829,905.412,0.0488621,1.89972,38.6603,-98290.3,2453.22,-100744.0,-14824400.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00080434,0,0.0,0.00625,1.0,1e-06,1.02265e-06,994.28,1.54558e-16,0.0,0.00109384,-1093.84,-965.093,-128.743,-18944.5
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00080434,1,0.00625,0.0125,6.0,6.00001e-06,7.15858e-06,991.001,0.01,0.00109384,0.00853557,-1240.29,-648.541,-591.745,-87075.3
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00080434,2,0.0125,0.01875,20.0,2.00001e-05,1.94304e-05,987.538,0.0154135,0.00853557,0.0168975,-418.097,-320.797,-97.2992,-14317.6
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00080434,3,0.01875,0.025,54.0,5.40002e-05,3.78382e-05,983.241,0.0230469,0.0168975,0.0082229,160.641,-189.462,350.103,51517.6
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00080434,4,0.025,0.03125,42.0,4.20001e-05,6.23819e-05,982.246,0.0295098,0.0082229,-0.0268649,835.42,-975.272,1810.69,266443.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00080434,5,0.03125,0.0375,128.0,0.000128,9.30615e-05,984.048,0.0351047,-0.0268649,-0.01122,-122.225,-2671.98,2549.76,375197.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00080434,6,0.0375,0.04375,114.0,0.000114,0.000129877,984.696,0.0420402,-0.01122,1.89972,-16762.6,-4500.21,-12262.4,-1804410.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00080434,7,0.04375,0.05,374.0,0.000374,0.000172829,905.412,0.0488621,1.89972,38.6603,-98290.3,2453.22,-100744.0,-14824400.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.000904882,0,0.0,0.00625,1.0,1e-06,1.02265e-06,988.441,2.74286e-16,0.0,0.00190277,-1902.76,-1671.74,-231.023,-33995.1
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.000904882,1,0.00625,0.0125,6.0,6.00002e-06,7.15858e-06,982.737,0.01,0.00190277,0.0147397,-2139.48,-1116.72,-1022.77,-150500.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.000904882,2,0.0125,0.01875,20.0,2.00001e-05,1.94304e-05,976.757,0.0154135,0.0147397,0.0291791,-721.968,-531.636,-190.332,-28007.3
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.000904882,3,0.01875,0.025,54.0,5.40002e-05,3.78382e-05,969.339,0.0230469,0.0291791,0.0131608,296.635,-72.8354,369.47,54367.5
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.000904882,4,0.025,0.03125,42.0,4.20002e-05,6.23819e-05,967.745,0.0295098,0.0131608,-0.0494241,1490.11,-823.491,2313.6,340446.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.000904882,5,0.03125,0.0375,128.0,0.000128001,9.30615e-05,971.061,0.0351047,-0.0494241,-0.0510015,12.323,-2766.57,2778.89,408914.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.000904882,6,0.0375,0.04375,114.0,0.000114,0.000129877,974.006,0.0420402,-0.0510015,2.00435,-18029.4,-4905.88,-13123.5,-1931120.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.000904882,7,0.04375,0.05,374.0,0.000374001,0.000172829,890.355,0.0488621,2.00435,38.0174,-96291.5,2596.04,-98887.5,-14551300.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.000904882,0,0.0,0.00625,1.0,1e-06,1.02265e-06,988.441,4.8517e-16,0.0,0.00190277,-1902.76,-1671.74,-231.022,-33994.9
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.000904882,1,0.00625,0.0125,6.0,6.00002e-06,7.15858e-06,982.737,0.01,0.00190277,0.0147397,-2139.48,-1116.72,-1022.76,-150500.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.000904882,2,0.0125,0.01875,20.0,2.00001e-05,1.94304e-05,976.757,0.0154135,0.0147397,0.0291791,-721.967,-531.636,-190.331,-28007.2
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.000904882,3,0.01875,0.025,54.0,5.40003e-05,3.78382e-05,969.339,0.0230469,0.0291791,0.0131608,296.634,-72.8337,369.468,54367.2
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.000904882,4,0.025,0.03125,42.0,4.20003e-05,6.23819e-05,967.745,0.0295098,0.0131608,-0.0494241,1490.11,-823.489,2313.59,340446.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.000904882,5,0.03125,0.0375,128.0,0.000128001,9.30615e-05,971.061,0.0351047,-0.0494241,-0.0510015,12.3235,-2766.56,2778.89,408913.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.000904882,6,0.0375,0.04375,114.0,0.000114,0.000129877,974.006,0.0420402,-0.0510015,2.00436,-18029.4,-4905.88,-13123.5,-1931120.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.000904882,7,0.04375,0.05,374.0,0.000374001,0.000172829,890.355,0.0488621,2.00436,38.0174,-96291.4,2596.04,-98887.5,-14551300.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00100542,0,0.0,0.00625,1.0,1e-06,1.02265e-06,979.434,7.60957e-16,0.0,0.00282427,-2824.26,-2471.2,-353.06,-51952.8
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00100542,1,0.00625,0.0125,6.0,6.00003e-06,7.15858e-06,970.967,0.01,0.00282427,0.0217225,-3149.69,-1640.12,-1509.57,-222133.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00100542,2,0.0125,0.01875,20.0,2.00001e-05,1.94304e-05,962.155,0.0154135,0.0217225,0.0430423,-1065.99,-758.41,-307.576,-45259.8
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00100542,3,0.01875,0.025,54.0,5.40004e-05,3.78382e-05,951.211,0.023047,0.0430423,0.0175116,472.787,97.5798,375.208,55211.8
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00100542,4,0.025,0.03125,42.0,4.20003e-05,6.23819e-05,949.09,0.0295099,0.0175116,-0.0792349,2303.47,-586.605,2890.08,425275.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00100542,5,0.03125,0.0375,128.0,0.000128001,9.30615e-05,954.406,0.0351047,-0.0792349,-0.109831,239.028,-2786.88,3025.9,445262.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00100542,6,0.0375,0.04375,114.0,0.000114001,0.000129877,960.749,0.0420402,-0.109831,2.07708,-19183.3,-5307.04,-13876.3,-2041900.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00100542,7,0.04375,0.05,374.0,0.000374001,0.000172829,874.063,0.0488621,2.07708,37.3218,-94236.9,2696.72,-96933.6,-14263800.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00100542,0,0.0,0.00625,1.0,1e-06,1.02265e-06,979.434,1.04335e-15,0.0,0.00282427,-2824.26,-2471.2,-353.057,-51952.4
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00100542,1,0.00625,0.0125,6.0,6.00003e-06,7.15858e-06,970.967,0.01,0.00282427,0.0217225,-3149.68,-1640.12,-1509.57,-222133.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00100542,2,0.0125,0.01875,20.0,2.00001e-05,1.94304e-05,962.155,0.0154135,0.0217225,0.0430423,-1065.98,-758.41,-307.574,-45259.6
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00100542,3,0.01875,0.025,54.0,5.40005e-05,3.78382e-05,951.211,0.023047,0.0430423,0.0175116,472.787,97.5819,375.205,55211.4
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00100542,4,0.025,0.03125,42.0,4.20004e-05,6.23819e-05,949.09,0.0295099,0.0175116,-0.0792348,2303.47,-586.602,2890.07,425273.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00100542,5,0.03125,0.0375,128.0,0.000128001,9.30615e-05,954.406,0.0351047,-0.0792348,-0.109831,239.029,-2786.87,3025.9,445262.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00100542,6,0.0375,0.04375,114.0,0.000114001,0.000129877,960.749,0.0420402,-0.109831,2.07708,-19183.3,-5307.04,-13876.3,-2041900.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00100542,7,0.04375,0.05,374.0,0.000374001,0.000172829,874.063,0.0488621,2.07708,37.3218,-94236.8,2696.72,-96933.5,-14263800.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00110596,0,0.0,0.00625,1.0,1e-06,1.02265e-06,966.484,1.00668e-15,0.0,0.00374177,-3741.76,-3261.95,-479.803,-70603.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00110596,1,0.00625,0.0125,6.0,6.00004e-06,7.15858e-06,955.267,0.01,0.00374177,0.0285911,-4141.53,-2150.19,-1991.34,-293025.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00110596,2,0.0125,0.01875,20.0,2.00002e-05,1.94304e-05,943.667,0.0154135,0.0285911,0.0567834,-1409.6,-966.617,-442.985,-65185.2
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00110596,3,0.01875,0.025,54.0,5.40006e-05,3.78382e-05,929.23,0.023047,0.0567834,0.01999,681.352,316.819,364.533,53641.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00110596,4,0.025,0.03125,42.0,4.20005e-05,6.23819e-05,926.809,0.0295099,0.01999,-0.11586,3234.5,-282.831,3517.33,517575.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00110596,5,0.03125,0.0375,128.0,0.000128001,9.30615e-05,934.582,0.0351048,-0.11586,-0.186586,552.534,-2747.16,3299.69,485550.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00110596,6,0.0375,0.04375,114.0,0.000114001,0.000129877,945.358,0.0420403,-0.186586,2.12324,-20261.5,-5713.88,-14547.6,-2140680.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00110596,7,0.04375,0.05,374.0,0.000374001,0.000172829,856.745,0.0488621,2.12324,36.5823,-92136.2,2762.8,-94899.0,-13964400.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00110596,0,0.0,0.00625,1.0,1.00001e-06,1.02265e-06,966.484,1.24319e-15,0.0,0.00374177,-3741.75,-3261.95,-479.798,-70602.2
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00110596,1,0.00625,0.0125,6.0,6.00005e-06,7.15858e-06,955.267,0.01,0.00374177,0.0285911,-4141.52,-2150.19,-1991.33,-293024.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00110596,2,0.0125,0.01875,20.0,2.00002e-05,1.94304e-05,943.667,0.0154135,0.0285911,0.0567833,-1409.6,-966.616,-442.982,-65184.9
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00110596,3,0.01875,0.025,54.0,5.40007e-05,3.78382e-05,929.23,0.023047,0.0567833,0.01999,681.35,316.821,364.529,53640.5
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00110596,4,0.025,0.03125,42.0,4.20005e-05,6.23819e-05,926.809,0.0295099,0.01999,-0.11586,3234.49,-282.828,3517.32,517573.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00110596,5,0.03125,0.0375,128.0,0.000128001,9.30615e-05,934.582,0.0351048,-0.11586,-0.186586,552.535,-2747.16,3299.69,485550.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00110596,6,0.0375,0.04375,114.0,0.000114001,0.000129877,945.358,0.0420403,-0.186586,2.12324,-20261.5,-5713.87,-14547.6,-2140680.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00110596,7,0.04375,0.05,374.0,0.000374002,0.000172829,856.745,0.0488621,2.12324,36.5823,-92136.2,2762.8,-94899.0,-13964400.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00120651,0,0.0,0.00625,1.0,1.00001e-06,1.02265e-06,948.98,1.96974e-15,0.0,0.0045226,-4522.57,-3931.02,-591.552,-87046.9
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00120651,1,0.00625,0.0125,6.0,6.00006e-06,7.15858e-06,935.423,0.01,0.0045226,0.034364,-4973.52,-2572.84,-2400.68,-353260.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00120651,2,0.0125,0.01875,20.0,2.00002e-05,1.94304e-05,921.481,0.0154135,0.034364,0.0685609,-1709.82,-1120.77,-589.054,-86679.3
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00120651,3,0.01875,0.025,54.0,5.40008e-05,3.78382e-05,904.049,0.023047,0.0685609,0.0194365,909.697,574.997,334.7,49251.1
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00120651,4,0.025,0.03125,42.0,4.20006e-05,6.23819e-05,901.696,0.0295099,0.0194365,-0.158294,4231.63,63.7904,4167.84,613297.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00120651,5,0.03125,0.0375,128.0,0.000128002,9.30615e-05,912.315,0.0351048,-0.158294,-0.279062,943.483,-2666.05,3609.53,531142.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00120651,6,0.0375,0.04375,114.0,0.000114001,0.000129877,928.432,0.0420403,-0.279062,2.15007,-21308.0,-6137.52,-15170.5,-2232330.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00120651,7,0.04375,0.05,374.0,0.000374002,0.000172829,838.699,0.0488621,2.15007,35.8118,-90004.1,2804.79,-92808.9,-13656800.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00120651,0,0.0,0.00625,1.0,1.00001e-06,1.02265e-06,948.98,2.82594e-15,0.0,0.0045226,-4522.56,-3931.01,-591.543,-87045.6
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00120651,1,0.00625,0.0125,6.0,6.00007e-06,7.15858e-06,935.423,0.01,0.0045226,0.034364,-4973.51,-2572.84,-2400.67,-353259.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00120651,2,0.0125,0.01875,20.0,2.00003e-05,1.94304e-05,921.481,0.0154135,0.034364,0.0685608,-1709.82,-1120.77,-589.05,-86678.8
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00120651,3,0.01875,0.025,54.0,5.40009e-05,3.78382e-05,904.049,0.023047,0.0685608,0.0194365,909.695,575.0,334.696,49250.5
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00120651,4,0.025,0.03125,42.0,4.20007e-05,6.23819e-05,901.696,0.0295099,0.0194365,-0.158294,4231.61,63.7945,4167.82,613294.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00120651,5,0.03125,0.0375,128.0,0.000128002,9.30615e-05,912.315,0.0351049,-0.158294,-0.279062,943.486,-2666.04,3609.53,531142.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00120651,6,0.0375,0.04375,114.0,0.000114001,0.000129877,928.432,0.0420403,-0.279062,2.15007,-21308.0,-6137.51,-15170.5,-2232340.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00120651,7,0.04375,0.05,374.0,0.000374002,0.000172829,838.699,0.0488621,2.15007,35.8118,-90004.0,2804.79,-92808.8,-13656800.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00130705,0,0.0,0.00625,1.0,1.00001e-06,1.02265e-06,926.63,3.30589e-15,0.0,0.00503495,-5034.9,-4369.05,-665.846,-97979.2
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00130705,1,0.00625,0.0125,6.0,6.00008e-06,7.15858e-06,911.536,0.01,0.00503495,0.0381032,-5511.3,-2838.93,-2672.38,-393240.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00130705,2,0.0125,0.01875,20.0,2.00003e-05,1.94304e-05,896.078,0.0154135,0.0381032,0.0766627,-1927.95,-1190.14,-737.812,-108569.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00130705,3,0.01875,0.025,54.0,5.4001e-05,3.78382e-05,876.586,0.023047,0.0766627,0.0150576,1140.82,857.356,283.459,41710.9
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00130705,4,0.025,0.03125,42.0,4.20008e-05,6.23819e-05,874.762,0.02951,0.0150576,-0.204933,5237.77,425.594,4812.18,708112.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00130705,5,0.03125,0.0375,128.0,0.000128002,9.30615e-05,888.511,0.0351049,-0.204933,-0.384145,1400.07,-2564.66,3964.73,583410.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00130705,6,0.0375,0.04375,114.0,0.000114001,0.000129877,910.696,0.0420403,-0.384145,2.16621,-22371.3,-6589.31,-15782.0,-2322320.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00130705,7,0.04375,0.05,374.0,0.000374002,0.000172829,820.29,0.0488622,2.16621,35.0257,-87859.1,2835.55,-90694.6,-13345700.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00130705,0,0.0,0.00625,1.0,1.00001e-06,1.02265e-06,926.63,3.81309e-15,0.0,0.00503495,-5034.88,-4369.05,-665.834,-97977.4
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00130705,1,0.00625,0.0125,6.0,6.00009e-06,7.15858e-06,911.536,0.0100001,0.00503495,0.0381032,-5511.29,-2838.93,-2672.37,-393239.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00130705,2,0.0125,0.01875,20.0,2.00004e-05,1.94304e-05,896.078,0.0154135,0.0381032,0.0766627,-1927.94,-1190.14,-737.808,-108568.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00130705,3,0.01875,0.025,54.0,5.40011e-05,3.78382e-05,876.586,0.023047,0.0766627,0.0150576,1140.81,857.359,283.454,41710.2
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00130705,4,0.025,0.03125,42.0,4.20009e-05,6.23819e-05,874.762,0.02951,0.0150576,-0.204933,5237.76,425.599,4812.16,708109.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00130705,5,0.03125,0.0375,128.0,0.000128002,9.30615e-05,888.511,0.0351049,-0.204933,-0.384146,1400.07,-2564.65,3964.73,583410.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00130705,6,0.0375,0.04375,114.0,0.000114001,0.000129877,910.696,0.0420404,-0.384146,2.16621,-22371.3,-6589.3,-15782.0,-2322320.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00130705,7,0.04375,0.05,374.0,0.000374003,0.000172829,820.29,0.0488622,2.16621,35.0257,-87859.0,2835.55,-90694.6,-13345700.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00140759,0,0.0,0.00625,1.0,1.00001e-06,1.02265e-06,869.883,4.10722e-15,0.0,0.0017145,-1714.47,-1316.5,-397.973,-58561.7
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00140759,1,0.00625,0.0125,6.0,6.0001e-06,7.15858e-06,864.743,0.0100001,0.0017145,0.0107377,-1503.84,-811.113,-692.726,-101935.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00140759,2,0.0125,0.01875,20.0,2.00004e-05,1.94304e-05,860.387,0.0154136,0.0107377,0.0168555,-305.884,-490.05,184.166,27100.1
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00140759,3,0.01875,0.025,54.0,5.40012e-05,3.78382e-05,856.101,0.023047,0.0168555,0.0230434,-114.589,-506.479,391.89,57666.6
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00140759,4,0.025,0.03125,42.0,4.2001e-05,6.23819e-05,853.311,0.02951,0.0230434,0.0957735,-1731.63,-828.381,-903.248,-132913.0
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00140759,5,0.03125,0.0375,128.0,0.000128003,9.30615e-05,846.885,0.0351049,0.0957735,0.160554,-506.084,-630.009,123.925,18235.5
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0.00140759,6,0.0375,0.04375,114.0,0.000114002,0.000129877,837.613,0.0420404,0.160554,0.293831,-1169.08,-170.988,-998.096,-146870.0
