case,case_name,resolution,configured_dp,time,k,r_inner,r_outer,population,effective_volume,analytic_volume,pressure_mean,radius_mean,flux_in,flux_out,fv_rate,current_rate,correction_rate,lap_correction
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0,0,0.0,0.00625,0.0,0.0,1.02265e-06,0.0,0.003125,0.0,0.0,0.0,0.0,0.0,0.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0,1,0.00625,0.0125,18.0,9.216e-06,7.15858e-06,1000.0,0.0102091,0.0,-9.28904e-16,1.00793e-10,0.0,1.00793e-10,1.48316e-08
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0,2,0.0125,0.01875,38.0,1.9456e-05,1.94304e-05,1000.0,0.0167415,-9.28904e-16,4.41841e-15,-2.74841e-10,0.0,-2.74841e-10,-4.04429e-08
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0,3,0.01875,0.025,66.0,3.3792e-05,3.78382e-05,1000.0,0.022149,4.41841e-15,-0.0,1.30753e-10,0.0,1.30753e-10,1.92403e-08
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0,4,0.025,0.03125,128.0,6.5536e-05,6.23819e-05,1000.0,0.0280837,-0.0,2.87014e-15,-4.37949e-11,0.0,-4.37949e-11,-6.44442e-09
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0,5,0.03125,0.0375,186.0,9.5232e-05,9.30615e-05,1000.0,0.0346904,2.87014e-15,-1.51821e-14,1.89561e-10,0.0,1.89561e-10,2.78939e-08
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0,6,0.0375,0.04375,254.0,0.000130048,0.000129877,1000.0,0.0409853,-1.51821e-14,-1.17111e-13,7.83782e-10,0.0,7.83782e-10,1.15334e-07
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0,7,0.04375,0.05,522.0,0.000267264,0.000172829,1000.0,0.0481258,-1.17111e-13,53.374,-199705.0,0.0,-199705.0,-29386600.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0,0,0.0,0.00625,0.0,0.0,1.02265e-06,0.0,0.003125,0.0,0.0,0.0,0.0,0.0,0.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0,1,0.00625,0.0125,18.0,9.216e-06,7.15858e-06,1000.0,0.0102091,0.0,-9.28904e-16,1.00793e-10,0.0,1.00793e-10,1.48316e-08
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0,2,0.0125,0.01875,38.0,1.9456e-05,1.94304e-05,1000.0,0.0167415,-9.28904e-16,4.41841e-15,-2.74841e-10,0.0,-2.74841e-10,-4.04429e-08
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0,3,0.01875,0.025,66.0,3.3792e-05,3.78382e-05,1000.0,0.022149,4.41841e-15,-0.0,1.30753e-10,0.0,1.30753e-10,1.92403e-08
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0,4,0.025,0.03125,128.0,6.5536e-05,6.23819e-05,1000.0,0.0280837,-0.0,2.87014e-15,-4.37949e-11,0.0,-4.37949e-11,-6.44442e-09
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0,5,0.03125,0.0375,186.0,9.5232e-05,9.30615e-05,1000.0,0.0346904,2.87014e-15,-1.51821e-14,1.89561e-10,0.0,1.89561e-10,2.78939e-08
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0,6,0.0375,0.04375,254.0,0.000130048,0.000129877,1000.0,0.0409853,-1.51821e-14,-1.17111e-13,7.83782e-10,0.0,7.83782e-10,1.15334e-07
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.0,7,0.04375,0.05,522.0,0.000267264,0.000172829,1000.0,0.0481258,-1.17111e-13,53.374,-199705.0,0.0,-199705.0,-29386600.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00040217,0,0.0,0.00625,0.0,0.0,1.02265e-06,0.0,0.003125,0.0,0.0,0.0,0.0,0.0,0.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00040217,1,0.00625,0.0125,18.0,9.216e-06,7.15858e-06,1000.0,0.0102091,0.0,-9.28904e-16,1.00793e-10,-8.32926e-12,1.09122e-10,1.60573e-08
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00040217,2,0.0125,0.01875,38.0,1.9456e-05,1.94304e-05,1000.0,0.0167415,-9.28904e-16,4.41841e-15,-2.74841e-10,-1.16166,1.16166,170.939
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00040217,3,0.01875,0.025,66.0,3.3792e-05,3.78382e-05,1000.0,0.022149,4.41841e-15,-0.0,1.30753e-10,-55.6772,55.6772,8192.9
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00040217,4,0.025,0.03125,128.0,6.5536e-05,6.23819e-05,1000.0,0.0280837,-0.0,2.87014e-15,-4.37949e-11,-681.475,681.475,100279.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00040217,5,0.03125,0.0375,186.0,9.5232e-05,9.30615e-05,1000.0,0.0346904,2.87014e-15,-1.51821e-14,1.89561e-10,-2923.72,2923.72,430225.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00040217,6,0.0375,0.04375,254.0,0.000130048,0.000129877,1000.0,0.0409853,-1.51821e-14,1.83855,-14137.5,-6022.54,-8114.93,-1194110.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00040217,7,0.04375,0.05,522.0,0.000267264,0.000172829,919.685,0.0481258,1.83855,49.0872,-176787.0,4146.52,-180933.0,-26624300.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00040217,0,0.0,0.00625,0.0,0.0,1.02265e-06,0.0,0.003125,0.0,0.0,0.0,0.0,0.0,0.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00040217,1,0.00625,0.0125,18.0,9.216e-06,7.15858e-06,1000.0,0.0102091,0.0,-9.28904e-16,1.00793e-10,-8.32926e-12,1.09122e-10,1.60573e-08
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00040217,2,0.0125,0.01875,38.0,1.9456e-05,1.94304e-05,1000.0,0.0167415,-9.28904e-16,4.41841e-15,-2.74841e-10,-1.16166,1.16166,170.939
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00040217,3,0.01875,0.025,66.0,3.3792e-05,3.78382e-05,1000.0,0.022149,4.41841e-15,-0.0,1.30753e-10,-55.6772,55.6772,8192.9
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00040217,4,0.025,0.03125,128.0,6.5536e-05,6.23819e-05,1000.0,0.0280837,-0.0,2.87014e-15,-4.37949e-11,-681.475,681.475,100279.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00040217,5,0.03125,0.0375,186.0,9.5232e-05,9.30615e-05,1000.0,0.0346904,2.87014e-15,-1.51821e-14,1.89561e-10,-2923.72,2923.72,430225.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00040217,6,0.0375,0.04375,254.0,0.000130048,0.000129877,1000.0,0.0409853,-1.51821e-14,1.83855,-14137.5,-6022.54,-8114.93,-1194110.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.00040217,7,0.04375,0.05,522.0,0.000267264,0.000172829,919.685,0.0481258,1.83855,49.0872,-176787.0,4146.52,-180933.0,-26624300.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000482604,0,0.0,0.00625,0.0,0.0,1.02265e-06,0.0,0.003125,0.0,0.0,0.0,0.0,0.0,0.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000482604,1,0.00625,0.0125,18.0,9.216e-06,7.15858e-06,999.768,0.0102091,0.0,0.00108745,-117.995,-119.819,1.82313,268.273
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000482604,2,0.0125,0.01875,38.0,1.9456e-05,1.94304e-05,999.235,0.0167415,0.00108745,0.00366713,-132.591,-97.1509,-35.44,-5215.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000482604,3,0.01875,0.025,66.0,3.3792e-05,3.78382e-05,998.575,0.022149,0.00366713,0.00547895,-53.6168,-104.448,50.8313,7479.83
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000482604,4,0.025,0.03125,128.0,6.5536e-05,6.23819e-05,997.966,0.0280837,0.00547895,0.00139892,62.2564,-781.83,844.086,124207.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000482604,5,0.03125,0.0375,186.0,9.5232e-05,9.30615e-05,997.855,0.0346904,0.00139892,0.0122094,-113.518,-3426.73,3313.22,487540.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000482604,6,0.0375,0.04375,254.0,0.000130048,0.000129877,997.215,0.0409853,0.0122094,2.12137,-16218.4,-6918.6,-9299.75,-1368460.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000482604,7,0.04375,0.05,522.0,0.000267264,0.000172829,904.545,0.0481258,2.12137,48.2791,-172705.0,4803.86,-177509.0,-26120400.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000482604,0,0.0,0.00625,0.0,0.0,1.02265e-06,0.0,0.003125,0.0,0.0,0.0,0.0,0.0,0.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000482604,1,0.00625,0.0125,18.0,9.216e-06,7.15858e-06,999.768,0.0102091,0.0,0.00108745,-117.995,-119.819,1.82314,268.275
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000482604,2,0.0125,0.01875,38.0,1.9456e-05,1.94304e-05,999.235,0.0167415,0.00108745,0.00366713,-132.591,-97.1509,-35.44,-5215.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000482604,3,0.01875,0.025,66.0,3.3792e-05,3.78382e-05,998.575,0.022149,0.00366713,0.00547895,-53.6167,-104.448,50.8311,7479.79
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000482604,4,0.025,0.03125,128.0,6.5536e-05,6.23819e-05,997.966,0.0280837,0.00547895,0.00139892,62.2564,-781.829,844.085,124207.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000482604,5,0.03125,0.0375,186.0,9.52321e-05,9.30615e-05,997.855,0.0346904,0.00139892,0.0122094,-113.518,-3426.73,3313.22,487540.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000482604,6,0.0375,0.04375,254.0,0.000130048,0.000129877,997.215,0.0409853,0.0122094,2.12137,-16218.3,-6918.6,-9299.75,-1368460.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000482604,7,0.04375,0.05,522.0,0.000267264,0.000172829,904.545,0.0481258,2.12137,48.2791,-172705.0,4803.85,-177509.0,-26120400.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000563038,0,0.0,0.00625,1.0,5.12e-07,1.02265e-06,999.685,8.22494e-18,0.0,0.000266422,-520.356,-397.618,-122.738,-18060.9
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000563038,1,0.00625,0.0125,18.0,9.216e-06,7.15858e-06,998.87,0.0102091,0.000266422,0.0044072,-449.303,-487.032,37.7285,5551.75
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000563038,2,0.0125,0.01875,38.0,1.9456e-05,1.94304e-05,996.712,0.0167415,0.0044072,0.0149076,-539.698,-391.043,-148.655,-21874.6
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000563038,3,0.01875,0.025,66.0,3.3792e-05,3.78382e-05,994.027,0.022149,0.0149076,0.022252,-217.342,-213.761,-3.58171,-527.049
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000563038,4,0.025,0.03125,128.0,6.55361e-05,6.23819e-05,991.553,0.0280837,0.022252,0.00562016,253.782,-776.066,1029.85,151542.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000563038,5,0.03125,0.0375,186.0,9.52321e-05,9.30615e-05,991.108,0.0346904,0.00562016,0.00686199,-13.04,-3762.76,3749.72,551771.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000563038,6,0.0375,0.04375,254.0,0.000130048,0.000129877,990.748,0.0409853,0.00686199,2.35726,-18073.3,-7737.9,-10335.4,-1520860.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000563038,7,0.04375,0.05,522.0,0.000267264,0.000172829,887.773,0.0481258,2.35726,47.384,-168473.0,5369.29,-173842.0,-25580800.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000563038,0,0.0,0.00625,1.0,5.12e-07,1.02265e-06,999.685,1.64499e-17,0.0,0.000266422,-520.356,-397.618,-122.738,-18060.9
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000563038,1,0.00625,0.0125,18.0,9.216e-06,7.15858e-06,998.87,0.0102091,0.000266422,0.0044072,-449.303,-487.032,37.7286,5551.77
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000563038,2,0.0125,0.01875,38.0,1.9456e-05,1.94304e-05,996.712,0.0167415,0.0044072,0.0149076,-539.698,-391.043,-148.655,-21874.6
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000563038,3,0.01875,0.025,66.0,3.3792e-05,3.78382e-05,994.027,0.022149,0.0149076,0.022252,-217.342,-213.76,-3.58203,-527.095
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000563038,4,0.025,0.03125,128.0,6.55361e-05,6.23819e-05,991.553,0.0280837,0.022252,0.00562016,253.781,-776.063,1029.84,151542.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000563038,5,0.03125,0.0375,186.0,9.52322e-05,9.30615e-05,991.108,0.0346905,0.00562016,0.00686199,-13.04,-3762.76,3749.72,551771.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000563038,6,0.0375,0.04375,254.0,0.000130048,0.000129877,990.748,0.0409853,0.00686199,2.35726,-18073.3,-7737.9,-10335.4,-1520860.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000563038,7,0.04375,0.05,522.0,0.000267264,0.000172829,887.773,0.0481258,2.35726,47.384,-168473.0,5369.29,-173842.0,-25580800.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000643472,0,0.0,0.00625,1.0,5.12e-07,1.02265e-06,998.203,2.46665e-17,0.0,0.000545187,-1064.82,-848.751,-216.067,-31794.3
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000643472,1,0.00625,0.0125,18.0,9.216e-06,7.15858e-06,996.535,0.0102091,0.000545187,0.00966959,-990.061,-1076.15,86.0858,12667.5
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000643472,2,0.0125,0.01875,38.0,1.9456e-05,1.94304e-05,991.801,0.0167415,0.00966959,0.0331708,-1207.91,-871.044,-336.87,-49570.4
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000643472,3,0.01875,0.025,66.0,3.37921e-05,3.78382e-05,985.826,0.022149,0.0331708,0.0496294,-487.055,-377.516,-109.539,-16118.7
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000643472,4,0.025,0.03125,128.0,6.55362e-05,6.23819e-05,980.308,0.0280837,0.0496294,0.0116082,580.156,-657.571,1237.73,182132.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000643472,5,0.03125,0.0375,186.0,9.52323e-05,9.30615e-05,979.388,0.0346905,0.0116082,-0.01863,317.52,-3924.51,4242.03,624214.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000643472,6,0.0375,0.04375,254.0,0.000130048,0.000129877,980.365,0.0409853,-0.01863,2.54395,-19704.9,-8485.29,-11219.6,-1650960.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000643472,7,0.04375,0.05,522.0,0.000267264,0.000172829,869.235,0.0481259,2.54395,46.3945,-164072.0,5838.37,-169910.0,-25002300.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000643472,0,0.0,0.00625,1.0,5.12e-07,1.02265e-06,998.203,3.60673e-17,0.0,0.000545187,-1064.82,-848.751,-216.067,-31794.2
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000643472,1,0.00625,0.0125,18.0,9.21601e-06,7.15858e-06,996.535,0.0102091,0.000545187,0.00966959,-990.061,-1076.15,86.0861,12667.6
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000643472,2,0.0125,0.01875,38.0,1.9456e-05,1.94304e-05,991.801,0.0167415,0.00966959,0.0331708,-1207.91,-871.044,-336.869,-49570.3
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000643472,3,0.01875,0.025,66.0,3.37921e-05,3.78382e-05,985.826,0.022149,0.0331708,0.0496294,-487.054,-377.515,-109.539,-16118.7
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000643472,4,0.025,0.03125,128.0,6.55363e-05,6.23819e-05,980.308,0.0280837,0.0496294,0.0116082,580.155,-657.568,1237.72,182131.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000643472,5,0.03125,0.0375,186.0,9.52324e-05,9.30615e-05,979.388,0.0346905,0.0116082,-0.01863,317.52,-3924.5,4242.02,624214.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000643472,6,0.0375,0.04375,254.0,0.000130048,0.000129877,980.365,0.0409854,-0.01863,2.54395,-19704.8,-8485.28,-11219.6,-1650960.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000643472,7,0.04375,0.05,522.0,0.000267264,0.000172829,869.235,0.0481259,2.54395,46.3945,-164072.0,5838.37,-169910.0,-25002300.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000723905,0,0.0,0.00625,1.0,5.12e-07,1.02265e-06,993.854,1.15751e-16,0.0,0.000787777,-1538.63,-1333.66,-204.965,-30160.6
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000723905,1,0.00625,0.0125,18.0,9.21601e-06,7.15858e-06,991.444,0.0102091,0.000787777,0.0159507,-1645.28,-1800.0,154.723,22767.5
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000723905,2,0.0125,0.01875,38.0,1.9456e-05,1.94304e-05,983.635,0.0167415,0.0159507,0.0563336,-2075.6,-1489.2,-586.402,-86289.1
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000723905,3,0.01875,0.025,66.0,3.37921e-05,3.78382e-05,973.488,0.022149,0.0563336,0.0848864,-844.952,-580.323,-264.629,-38940.1
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000723905,4,0.025,0.03125,128.0,6.55364e-05,6.23819e-05,964.05,0.0280837,0.0848864,0.0174228,1029.41,-432.813,1462.22,215166.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000723905,5,0.03125,0.0375,186.0,9.52325e-05,9.30615e-05,962.67,0.0346905,0.0174228,-0.0657225,873.077,-3921.96,4795.04,705590.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000723905,6,0.0375,0.04375,254.0,0.000130049,0.000129877,966.115,0.0409854,-0.0657225,2.68235,-21131.1,-9172.93,-11958.2,-1759650.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000723905,7,0.04375,0.05,522.0,0.000267265,0.000172829,848.938,0.0481259,2.68235,45.3112,-159501.0,6213.49,-165714.0,-24384800.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000723905,0,0.0,0.00625,1.0,5.12001e-07,1.02265e-06,993.854,2.37339e-16,0.0,0.000787777,-1538.62,-1333.66,-204.964,-30160.5
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000723905,1,0.00625,0.0125,18.0,9.21602e-06,7.15858e-06,991.444,0.0102091,0.000787777,0.0159507,-1645.27,-1800.0,154.724,22767.7
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000723905,2,0.0125,0.01875,38.0,1.94561e-05,1.94304e-05,983.635,0.0167415,0.0159507,0.0563336,-2075.6,-1489.2,-586.401,-86288.9
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000723905,3,0.01875,0.025,66.0,3.37922e-05,3.78382e-05,973.488,0.022149,0.0563336,0.0848863,-844.949,-580.321,-264.628,-38940.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000723905,4,0.025,0.03125,128.0,6.55364e-05,6.23819e-05,964.05,0.0280837,0.0848863,0.0174228,1029.4,-432.808,1462.21,215165.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000723905,5,0.03125,0.0375,186.0,9.52327e-05,9.30615e-05,962.67,0.0346905,0.0174228,-0.0657225,873.075,-3921.96,4795.03,705589.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000723905,6,0.0375,0.04375,254.0,0.000130049,0.000129877,966.115,0.0409854,-0.0657225,2.68235,-21131.1,-9172.93,-11958.2,-1759650.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000723905,7,0.04375,0.05,522.0,0.000267265,0.000172829,848.938,0.0481259,2.68235,45.3112,-159500.0,6213.49,-165714.0,-24384800.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000804338,0,0.0,0.00625,1.0,5.12001e-07,1.02265e-06,984.413,3.36186e-16,0.0,0.000827557,-1616.32,-1675.74,59.4211,8743.82
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000804338,1,0.00625,0.0125,18.0,9.21602e-06,7.15858e-06,981.88,0.0102091,0.000827557,0.0218108,-2276.82,-2520.79,243.973,35900.6
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000804338,2,0.0125,0.01875,38.0,1.94561e-05,1.94304e-05,971.202,0.0167415,0.0218108,0.0809566,-3039.96,-2166.99,-872.972,-128458.0
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,0.000804338,3,0.01875,0.025,66.0,3.37922e-05,3.78382e-05,956.621,0.022149,0.0809566,0.123586,-1261.51,-799.118,-462.39,-68040.7
