case,case_name,resolution,configured_dp,diag_index,time,shells,shell_width,shell_mode,correction_mode,min_particles,corrected_particles,fallback_shells,min_pop,max_pop,total_storage,flux,storage_rate,current_storage_rate,correction_storage_rate,corrected_storage_rate,flux_storage_residual,max_abs_rate_correction,lap_corr_max,min_pressure,max_pressure,negative_count,fallback,boundary_flux_integral,conservation_residual,outer_population,outer_pressure_mean,outer_radius_mean,pmean1,pop1,inner_pressure_mean,inner_population,fv_boundary_flux_integral,shell_flux_ratio_to_fv
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,104,0.00450401,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.175472,12.537,-12.537,3.51186e-09,-12.537,-12.537,0.0,43373.4,6382390.0,29.5525,459.88,0.0,0.0,12.537,0.0,522.0,234.889,0.0481261,234.889,522.0,374.759,1.0,17.597070309484256,0.712448139349819
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,105,0.00450401,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.175472,12.5369,-12.5369,6.42299e-08,-12.5369,-12.5369,0.0,43373.2,6382370.0,29.5525,459.88,0.0,0.0,12.5369,0.0,522.0,234.889,0.0481261,234.889,522.0,374.759,1.0,17.597070309484256,0.712442456585686
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,106,0.00458442,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.173066,12.487,-12.487,7.03429e-08,-12.487,-12.487,0.0,43123.6,6345630.0,-33.932,487.078,24.0,0.0,12.487,0.0,522.0,233.953,0.0481261,233.953,522.0,427.366,1.0,17.40358984678097,0.7174956494570366
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,107,0.00458442,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.173066,12.487,-12.487,-3.51531e-08,-12.487,-12.487,0.0,43123.4,6345610.0,-33.932,487.078,24.0,0.0,12.487,0.0,522.0,233.953,0.0481261,233.953,522.0,427.366,1.0,17.40358984678097,0.7174956494570366
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,108,0.00466484,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.173441,12.7422,-12.7422,4.50524e-08,-12.7422,-12.7422,0.0,44186.9,6502110.0,-80.7696,536.012,48.0,0.0,12.7422,0.0,522.0,238.733,0.048126,238.733,522.0,479.788,1.0,17.210085322336273,0.7403914484643731
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,109,0.00466484,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.173441,12.7421,-12.7421,-1.40235e-08,-12.7421,-12.7421,0.0,44186.8,6502090.0,-80.7696,536.012,48.0,0.0,12.7421,0.0,522.0,238.733,0.048126,238.733,522.0,479.788,1.0,17.210085322336273,0.7403856379179332
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,110,0.00474527,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.176393,13.2611,-13.2611,-5.07271e-08,-13.2611,-13.2611,0.0,53504.5,7873190.0,-113.325,592.219,48.0,0.0,13.2611,0.0,522.0,248.455,0.048126,248.455,522.0,526.985,1.0,17.01655673615016,0.7793057200478152
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,111,0.00474527,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.176393,13.261,-13.261,-6.8001e-08,-13.261,-13.261,0.0,53505.1,7873280.0,-113.325,592.219,48.0,0.0,13.261,0.0,522.0,248.455,0.048126,248.455,522.0,526.985,1.0,17.01655673615016,0.7792998434182742
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,112,0.00482569,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.181759,14.0092,-14.0092,1.28801e-08,-14.0092,-14.0092,0.0,61219.8,9008490.0,-133.575,648.571,48.0,0.0,14.0092,0.0,522.0,262.471,0.0481259,262.472,522.0,564.84,1.0,16.823052211705466,0.8327383059687831
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,113,0.00482569,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.181759,14.0091,-14.0091,-3.01392e-08,-14.0091,-14.0091,0.0,61220.4,9008580.0,-133.575,648.571,48.0,0.0,14.0091,0.0,522.0,262.471,0.0481259,262.472,522.0,564.84,1.0,16.823052211705466,0.8327323617442309
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,114,0.00490612,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.189395,14.9578,-14.9578,7.02053e-08,-14.9578,-14.9578,0.0,66563.9,9794880.0,-143.139,705.782,48.0,0.0,14.9578,0.0,522.0,280.245,0.0481259,280.245,522.0,590.852,1.0,16.62952362551935,0.8994725487533537
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,115,0.00490612,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.189395,14.9578,-14.9578,-2.74371e-08,-14.9578,-14.9578,0.0,66564.4,9794960.0,-143.139,705.782,48.0,0.0,14.9578,0.0,522.0,280.245,0.0481259,280.245,522.0,590.852,1.0,16.62952362551935,0.8994725487533537
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,116,0.00498654,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.199148,16.0831,-16.0831,-6.84828e-08,-16.0831,-16.0831,0.0,69667.0,10251500.0,-143.3,764.532,48.0,0.0,16.0831,0.0,522.0,301.328,0.0481258,301.328,522.0,604.624,1.0,16.436019101074653,0.9785277019389947
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,117,0.00498654,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.199148,16.083,-16.083,8.26325e-08,-16.083,-16.083,0.0,69667.4,10251600.0,-143.3,764.532,48.0,0.0,16.083,0.0,522.0,301.328,0.0481258,301.328,522.0,604.624,1.0,16.436019101074653,0.9785216177406625
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,118,0.00506696,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.210845,17.3643,-17.3643,-5.30497e-08,-17.3643,-17.3643,0.0,70955.0,10441000.0,-135.033,825.475,48.0,0.0,17.3643,0.0,522.0,325.333,0.0481258,325.333,522.0,608.044,1.0,16.257238258745918,1.0680965440522172
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,119,0.00506696,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.210844,17.3643,-17.3643,1.27966e-07,-17.3643,-17.3643,0.0,70955.3,10441100.0,-135.033,825.475,48.0,0.0,17.3643,0.0,522.0,325.333,0.0481258,325.333,522.0,608.044,1.0,16.257238258745918,1.0680965440522172
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,120,0.00514738,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.229897,18.0081,-18.0081,5.94452e-09,-18.0081,-18.0081,0.0,66207.6,9742450.0,280.242,442.806,0.0,0.0,18.0081,0.0,522.0,337.395,0.0481257,337.395,522.0,442.806,1.0,16.114066408097152,1.117539145237177
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,121,0.00514738,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.229896,18.0081,-18.0081,4.95646e-09,-18.0081,-18.0081,0.0,66207.7,9742470.0,280.242,442.806,0.0,0.0,18.0081,0.0,522.0,337.395,0.0481257,337.395,522.0,442.806,1.0,16.114066408097152,1.117539145237177
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,122,0.0052278,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.245706,19.6997,-19.6997,-2.19133e-08,-19.6997,-19.6997,0.0,73387.3,10798900.0,298.791,467.633,0.0,0.0,19.6997,0.0,522.0,369.088,0.0481257,369.088,522.0,446.697,1.0,15.970904798257843,1.2334742614049585
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,123,0.0052278,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.245705,19.6997,-19.6997,-1.15703e-08,-19.6997,-19.6997,0.0,73387.5,10799000.0,298.791,467.633,0.0,0.0,19.6997,0.0,522.0,369.088,0.0481257,369.088,522.0,446.697,1.0,15.970904798257843,1.2334742614049585
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,124,0.00530822,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.264391,21.6978,-21.6978,-1.4618e-08,-21.6978,-21.6978,0.0,81869.5,12047100.0,289.433,573.213,0.0,0.0,21.6978,0.0,522.0,406.523,0.0481256,406.524,522.0,454.723,1.0,15.827743188418536,1.3708713707129578
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,125,0.00530822,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.26439,21.6978,-21.6978,3.58464e-08,-21.6978,-21.6978,0.0,81869.8,12047100.0,289.433,573.213,0.0,0.0,21.6978,0.0,522.0,406.523,0.0481256,406.524,522.0,454.723,1.0,15.827743188418536,1.3708713707129578
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,126,0.00538864,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.285717,23.9853,-23.9853,8.89173e-10,-23.9853,-23.9853,0.0,91582.4,13476300.0,225.398,682.68,0.0,0.0,23.9853,0.0,522.0,449.382,0.0481256,449.382,522.0,473.544,1.0,15.684581578579227,1.5292279159526476
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,127,0.00538864,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.285716,23.9853,-23.9853,-2.12184e-08,-23.9853,-23.9853,0.0,91582.6,13476400.0,225.398,682.68,0.0,0.0,23.9853,0.0,522.0,449.382,0.0481256,449.382,522.0,473.544,1.0,15.684581578579227,1.5292279159526476
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,128,0.00546905,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.309527,26.5514,-26.5514,-6.8103e-08,-26.5514,-26.5514,0.0,102481.0,15080100.0,146.065,797.567,0.0,0.0,26.5514,0.0,522.0,497.46,0.0481255,497.46,522.0,508.943,1.0,15.541437770482002,1.7084262339247225
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,129,0.00546905,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.309526,26.5514,-26.5514,1.3193e-08,-26.5514,-26.5514,0.0,102481.0,15080100.0,146.065,797.567,0.0,0.0,26.5514,0.0,522.0,497.46,0.0481255,497.46,522.0,508.943,1.0,15.541437770482002,1.7084262339247225
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,130,0.00554946,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.335754,29.3907,-29.3907,-8.85915e-08,-29.3907,-29.3907,0.0,114544.0,16855200.0,50.1636,919.338,0.0,0.0,29.3907,0.0,522.0,550.655,0.0481255,550.656,522.0,564.833,1.0,15.398293962384777,1.9086984617773968
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,131,0.00554946,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.335753,29.3907,-29.3907,3.76328e-08,-29.3907,-29.3907,0.0,114544.0,16855200.0,50.1636,919.338,0.0,0.0,29.3907,0.0,522.0,550.655,0.0481255,550.656,522.0,564.833,1.0,15.398293962384777,1.9086984617773968
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,132,0.00562987,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.364422,32.5029,-32.5029,1.13055e-07,-32.5029,-32.5029,0.0,127770.0,18801400.0,-63.7566,1049.41,6.0,0.0,32.5029,0.0,522.0,608.965,0.0481255,608.966,522.0,642.532,1.0,15.255150154287552,2.1306181631299683
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,133,0.00562987,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.36442,32.5029,-32.5029,-1.58215e-07,-32.5029,-32.5029,0.0,127770.0,18801400.0,-63.7566,1049.41,6.0,0.0,32.5029,0.0,522.0,608.965,0.0481255,608.966,522.0,642.532,1.0,15.255150154287552,2.1306181631299683
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,134,0.00571027,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.395646,35.8932,-35.8932,-2.57023e-08,-35.8932,-35.8932,0.0,142181.0,20921900.0,-197.336,1232.57,6.0,0.0,35.8932,0.0,522.0,672.484,0.0481255,672.486,522.0,740.458,1.0,15.112024147932413,2.3751417843592324
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,135,0.00571027,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.395643,35.8931,-35.8931,2.20993e-07,-35.8931,-35.8931,0.0,142181.0,20921900.0,-197.336,1232.57,6.0,0.0,35.8931,0.0,522.0,672.484,0.0481255,672.486,522.0,740.458,1.0,15.112024147932413,2.375135167111998
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,136,0.00579067,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.429633,39.5719,-39.5719,-3.94634e-08,-39.5719,-39.5719,0.0,157817.0,23222800.0,-352.415,1458.78,6.0,0.0,39.5719,0.0,522.0,741.405,0.0481255,741.408,522.0,854.301,1.0,14.968898141577272,2.643608074938127
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,137,0.00579067,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.42963,39.5717,-39.5717,-7.67568e-08,-39.5717,-39.5717,0.0,157817.0,23222700.0,-352.415,1458.78,6.0,0.0,39.5717,0.0,522.0,741.405,0.0481255,741.408,522.0,854.301,1.0,14.968898141577272,2.6435947139012552
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,138,0.00587106,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.46667,43.5546,-43.5546,-7.30285e-10,-43.5546,-43.5546,-7.10543e-15,174743.0,25713400.0,-531.054,1715.3,6.0,0.0,43.5546,-7.10543e-15,522.0,816.022,0.0481255,816.026,522.0,977.607,1.0,14.825789936964217,2.937759147079781
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,139,0.00587106,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.466666,43.5543,-43.5543,6.91353e-08,-43.5543,-43.5543,0.0,174742.0,25713300.0,-531.054,1715.3,6.0,0.0,43.5543,0.0,522.0,816.022,0.0481255,816.026,522.0,977.607,1.0,14.825789936964217,2.9377389120702957
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,140,0.00595144,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.491127,43.8794,-43.8794,-7.00155e-08,-43.8794,-43.8794,0.0,167854.0,24699700.0,556.266,965.515,0.0,0.0,43.8794,0.0,522.0,822.112,0.0481255,822.113,522.0,838.119,1.0,14.682699534093246,2.9885103824478585
mode7_shell_exchange_dp008,CaseCryer_PR_StrictSphere_C5m_FinerDiffusionShellExchange,finer,0.008,141,0.00595144,8.0,0.00625,1.0,1.0,1.0,1213.0,0.0,1.0,522.0,0.491124,43.8794,-43.8794,4.27161e-08,-43.8794,-43.8794,0.0,167855.0,24699900.0,556.266,965.515,0.0,0.0,43.8794,0.0,522.0,822.112,0.0481255,822.113,522.0,838.119,1.0,14.682699534093246,2.9885103824478585
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,0,0.0,8.0,0.00625,1.0,1.0,1.0,738.0,0.0,0.0,374.0,0.738,42.6992,-42.6992,0.0,-42.6992,-42.6992,0.0,114169.0,16800000.0,1000.0,1000.0,0.0,0.0,42.6992,0.0,374.0,1000.0,0.048862,1000.0,374.0,0.0,0.0,4099.121912940717,0.010416669937334828
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,1,0.0,8.0,0.00625,1.0,1.0,1.0,738.0,0.0,0.0,374.0,0.738,42.6992,-42.6992,0.0,-42.6992,-42.6992,0.0,114169.0,16800000.0,1000.0,1000.0,0.0,0.0,42.6992,0.0,374.0,1000.0,0.048862,1000.0,374.0,0.0,0.0,4099.121912940717,0.010416669937334828
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,2,0.000502713,8.0,0.00625,1.0,1.0,1.0,738.0,0.0,0.0,374.0,0.716535,40.2485,-40.2485,7.30348e-09,-40.2485,-40.2485,0.0,105687.0,15551900.0,942.606,1000.0,0.0,0.0,40.2485,0.0,374.0,942.606,0.048862,942.606,374.0,0.0,0.0,2069.613240365534,0.019447353358104404
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,3,0.000502713,8.0,0.00625,1.0,1.0,1.0,738.0,0.0,0.0,374.0,0.716535,40.2485,-40.2485,7.30348e-09,-40.2485,-40.2485,0.0,105687.0,15551900.0,942.606,1000.0,0.0,0.0,40.2485,0.0,374.0,942.606,0.048862,942.606,374.0,0.0,0.0,2069.613240365534,0.019447353358104404
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,4,0.000603255,8.0,0.00625,1.0,1.0,1.0,738.0,0.0,0.0,374.0,0.711692,39.7737,-39.7737,0.000104584,-39.7738,-39.7737,0.0,104138.0,15323900.0,931.025,999.125,0.0,0.0,39.7737,0.0,374.0,931.486,0.048862,931.486,374.0,0.0,0.0,1663.7139281176828,0.02390657391742807
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,5,0.000603255,8.0,0.00625,1.0,1.0,1.0,738.0,0.0,0.0,374.0,0.711693,39.7737,-39.7737,0.000104595,-39.7738,-39.7737,0.0,104138.0,15323900.0,931.025,999.125,0.0,0.0,39.7737,0.0,374.0,931.486,0.048862,931.486,374.0,0.0,0.0,1663.7139281176828,0.02390657391742807
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,6,0.000703798,8.0,0.00625,1.0,1.0,1.0,739.0,0.0,1.0,374.0,0.706189,39.2458,-39.2458,-8.8021e-09,-39.2458,-39.2458,0.0,102493.0,15081900.0,916.927,997.734,0.0,0.0,39.2458,0.0,374.0,919.123,0.0488621,919.123,374.0,997.734,1.0,1257.8105787578556,0.031201677472578574
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,7,0.000703798,8.0,0.00625,1.0,1.0,1.0,739.0,0.0,1.0,374.0,0.70619,39.2458,-39.2458,-2.82278e-09,-39.2458,-39.2458,0.0,102493.0,15081900.0,916.927,997.734,0.0,0.0,39.2458,0.0,374.0,919.123,0.0488621,919.123,374.0,997.734,1.0,1257.8105787578556,0.031201677472578574
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,8,0.00080434,8.0,0.00625,1.0,1.0,1.0,739.0,0.0,1.0,374.0,0.697879,38.6603,-38.6603,-1.16585e-08,-38.6603,-38.6603,0.0,100744.0,14824400.0,900.08,994.28,0.0,0.0,38.6603,0.0,374.0,905.412,0.0488621,905.412,374.0,994.28,1.0,851.9112665100047,0.045380665240381556
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,9,0.00080434,8.0,0.00625,1.0,1.0,1.0,739.0,0.0,1.0,374.0,0.697879,38.6603,-38.6603,-1.96268e-08,-38.6603,-38.6603,0.0,100744.0,14824400.0,900.08,994.28,0.0,0.0,38.6603,0.0,374.0,905.412,0.0488621,905.412,374.0,994.28,1.0,851.9112665100047,0.045380665240381556
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,10,0.000904882,8.0,0.00625,1.0,1.0,1.0,739.0,0.0,1.0,374.0,0.687737,38.0174,-38.0174,2.35669e-08,-38.0174,-38.0174,0.0,98887.5,14551300.0,880.423,988.441,0.0,0.0,38.0174,0.0,374.0,890.355,0.0488621,890.355,374.0,988.441,1.0,446.01195426215327,0.08523852250304136
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,11,0.000904882,8.0,0.00625,1.0,1.0,1.0,739.0,0.0,1.0,374.0,0.687737,38.0174,-38.0174,2.75833e-08,-38.0174,-38.0174,0.0,98887.5,14551300.0,880.423,988.441,0.0,0.0,38.0174,0.0,374.0,890.355,0.0488621,890.355,374.0,988.441,1.0,446.01195426215327,0.08523852250304136
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,12,0.00100542,8.0,0.00625,1.0,1.0,1.0,739.0,0.0,1.0,374.0,0.675867,37.3218,-37.3218,2.65687e-09,-37.3218,-37.3218,0.0,96933.6,14263800.0,858.073,979.434,0.0,0.0,37.3218,0.0,374.0,874.063,0.0488621,874.063,374.0,979.434,1.0,41.815030106869294,0.8925450945417076
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,13,0.00100542,8.0,0.00625,1.0,1.0,1.0,739.0,0.0,1.0,374.0,0.675868,37.3218,-37.3218,-4.01399e-09,-37.3218,-37.3218,0.0,96933.5,14263800.0,858.073,979.434,0.0,0.0,37.3218,0.0,374.0,874.063,0.0488621,874.063,374.0,979.434,1.0,41.815030106869294,0.8925450945417076
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,14,0.00110596,8.0,0.00625,1.0,1.0,1.0,739.0,0.0,1.0,374.0,0.6625,36.5823,-36.5823,-8.79419e-09,-36.5823,-36.5823,0.0,94899.0,13964400.0,833.307,966.484,0.0,0.0,36.5823,0.0,374.0,856.745,0.0488621,856.745,374.0,966.484,1.0,40.12915022030796,0.911614120886292
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,15,0.00110596,8.0,0.00625,1.0,1.0,1.0,739.0,0.0,1.0,374.0,0.662501,36.5823,-36.5823,1.51491e-08,-36.5823,-36.5823,0.0,94899.0,13964400.0,833.307,966.484,0.0,0.0,36.5823,0.0,374.0,856.745,0.0488621,856.745,374.0,966.484,1.0,40.12915022030796,0.911614120886292
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,16,0.00120651,8.0,0.00625,1.0,1.0,1.0,739.0,0.0,1.0,374.0,0.647978,35.8118,-35.8118,-3.8337e-08,-35.8118,-35.8118,0.0,92808.9,13656800.0,806.541,948.98,0.0,0.0,35.8118,0.0,374.0,838.699,0.0488621,838.699,374.0,948.98,1.0,38.81652590856254,0.92259158082203
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,17,0.00120651,8.0,0.00625,1.0,1.0,1.0,739.0,0.0,1.0,374.0,0.647979,35.8118,-35.8118,2.62437e-09,-35.8118,-35.8118,0.0,92808.8,13656800.0,806.541,948.98,0.0,0.0,35.8118,0.0,374.0,838.699,0.0488621,838.699,374.0,948.98,1.0,38.81652590856254,0.92259158082203
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,18,0.00130705,8.0,0.00625,1.0,1.0,1.0,739.0,0.0,1.0,374.0,0.632737,35.0257,-35.0257,3.52341e-08,-35.0257,-35.0257,0.0,90694.6,13345700.0,778.294,928.337,0.0,0.0,35.0257,0.0,374.0,820.29,0.0488622,820.29,374.0,926.63,1.0,37.50403214125389,0.9339182482587584
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,19,0.00130705,8.0,0.00625,1.0,1.0,1.0,739.0,0.0,1.0,374.0,0.632738,35.0257,-35.0257,9.38541e-09,-35.0257,-35.0257,0.0,90694.6,13345700.0,778.294,928.337,0.0,0.0,35.0257,0.0,374.0,820.29,0.0488622,820.29,374.0,926.63,1.0,37.50403214125389,0.9339182482587584
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,20,0.00140759,8.0,0.00625,1.0,1.0,1.0,739.0,0.0,1.0,374.0,0.617913,35.2418,-35.2418,-2.44455e-09,-35.2418,-35.2418,0.0,93919.6,13820300.0,821.817,869.883,0.0,0.0,35.2418,0.0,374.0,825.35,0.0488622,825.35,374.0,869.883,1.0,36.191538373945235,0.9737579993386254
mode7_shell_exchange_dp010,CaseCryer_PR_StrictSphere_C5m_CoarseDiffusionShellExchange,coarse,0.01,21,0.00140759,8.0,0.00625,1.0,1.0,1.0,739.0,0.0,1.0,374.0,0.617914,35.2418,-35.2418,1.28853e-09,-35.2418,-35.2418,0.0,93919.6,13820300.0,821.817,869.883,0.0,0.0,35.2418,0.0,374.0,825.35,0.0488622,825.35,374.0,869.883,1.0,36.191538373945235,0.9737579993386254
