step,path,eps_xx,eps_yy,eps_zz,eps_xy,eps_yz,eps_xz,eps_v,stress_xx,stress_yy,stress_zz,stress_xy,stress_yz,stress_xz,sigmac_xx,sigmac_yy,sigmac_zz,p,q,pc,e,eps_p_v,eps_p_eq,plastic_multiplier,yield_f,return_status,yield_flag,iterations,residual,pore_pressure_proxy,yield_f_normalized
12,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,113.84615384615392,93.07692307692304,93.07692307692304,0.0,0.0,0.0,-113.84615384615392,-93.07692307692304,-93.07692307692304,100.0,20.769230769230887,160.0,0.8,0.0,0.0,0.0,-8208.639053254434,elastic,0,0,-8208.639053254434,0.0,0.3497299995462175
13,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,115.00000000000009,92.49999999999996,92.49999999999996,0.0,0.0,0.0,-115.00000000000009,-92.49999999999996,-92.49999999999996,100.0,22.500000000000128,160.0,0.8,0.0,0.0,0.0,-8133.7499999999945,elastic,0,0,-8133.7499999999945,0.0,0.34543717152412773
14,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,116.15384615384625,91.92307692307688,91.92307692307688,0.0,0.0,0.0,-116.15384615384625,-91.92307692307688,-91.92307692307688,100.0,24.23076923076937,160.0,0.8,0.0,0.0,0.0,-8052.8698224852005,elastic,0,0,-8052.8698224852005,0.0,0.3408314832136856
15,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,117.3076923076924,91.3461538461538,91.3461538461538,0.0,0.0,0.0,-117.3076923076924,-91.3461538461538,-91.3461538461538,100.0,25.96153846153861,160.0,0.8,0.0,0.0,0.0,-7965.998520710052,elastic,0,0,-7965.998520710052,0.0,0.3359196265407575
16,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,118.46153846153857,90.76923076923072,90.76923076923072,0.0,0.0,0.0,-118.46153846153857,-90.76923076923072,-90.76923076923072,100.0,27.69230769230785,160.0,0.8,0.0,0.0,0.0,-7873.136094674547,elastic,0,0,-7873.136094674547,0.0,0.33070866141732236
17,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,119.61538461538473,90.19230769230764,90.19230769230764,0.0,0.0,0.0,-119.61538461538473,-90.19230769230764,-90.19230769230764,100.0,29.423076923077087,160.0,0.8,0.0,0.0,0.0,-7774.282544378689,elastic,0,0,-7774.282544378689,0.0,0.32520599136214606
18,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,120.76923076923089,89.61538461538456,89.61538461538456,0.0,0.0,0.0,-120.76923076923089,-89.61538461538456,-89.61538461538456,100.0,31.15384615384633,160.0,0.8,0.0,0.0,0.0,-7669.437869822475,elastic,0,0,-7669.437869822475,0.0,0.31941933838288566
19,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,121.92307692307705,89.03846153846148,89.03846153846148,0.0,0.0,0.0,-121.92307692307705,-89.03846153846148,-89.03846153846148,100.0,32.88461538461557,160.0,0.8,0.0,0.0,0.0,-7558.602071005905,elastic,0,0,-7558.602071005905,0.0,0.3133567172705364
20,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,123.07692307692321,88.4615384615384,88.4615384615384,0.0,0.0,0.0,-123.07692307692321,-88.4615384615384,-88.4615384615384,100.0,34.61538461538481,160.0,0.8,0.0,0.0,0.0,-7441.77514792898,elastic,0,0,-7441.77514792898,0.0,0.3070264094564302
21,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,124.23076923076937,87.88461538461532,87.88461538461532,0.0,0.0,0.0,-124.23076923076937,-87.88461538461532,-87.88461538461532,100.0,36.34615384615405,160.0,0.8,0.0,0.0,0.0,-7318.9571005917005,elastic,0,0,-7318.9571005917005,0.0,0.3004369365799799
22,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,125.38461538461553,87.30769230769224,87.30769230769224,0.0,0.0,0.0,-125.38461538461553,-87.30769230769224,-87.30769230769224,100.0,38.07692307692329,160.0,0.8,0.0,0.0,0.0,-7190.147928994066,elastic,0,0,-7190.147928994066,0.0,0.2935970339121255
23,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,126.53846153846169,86.73076923076916,86.73076923076916,0.0,0.0,0.0,-126.53846153846169,-86.73076923076916,-86.73076923076916,100.0,39.807692307692534,160.0,0.8,0.0,0.0,0.0,-7055.347633136076,elastic,0,0,-7055.347633136076,0.0,0.28651562377506207
24,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,127.69230769230785,86.15384615384608,86.15384615384608,0.0,0.0,0.0,-127.69230769230785,-86.15384615384608,-86.15384615384608,100.0,41.538461538461775,160.0,0.8,0.0,0.0,0.0,-6914.556213017731,elastic,0,0,-6914.556213017731,0.0,0.27920178909341026
25,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,128.846153846154,85.576923076923,85.576923076923,0.0,0.0,0.0,-128.846153846154,-85.576923076923,-85.576923076923,100.0,43.269230769231015,160.0,0.8,0.0,0.0,0.0,-6767.773668639032,elastic,0,0,-6767.773668639032,0.0,0.27166474720564665
26,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,130.00000000000017,84.99999999999991,84.99999999999991,0.0,0.0,0.0,-130.00000000000017,-84.99999999999991,-84.99999999999991,100.0,45.000000000000256,160.0,0.8,0.0,0.0,0.0,-6614.999999999977,elastic,0,0,-6614.999999999977,0.0,0.2639138240574495
27,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,131.15384615384633,84.42307692307683,84.42307692307683,0.0,0.0,0.0,-131.15384615384633,-84.42307692307683,-84.42307692307683,100.0,46.730769230769496,160.0,0.8,0.0,0.0,0.0,-6456.235207100567,elastic,0,0,-6456.235207100567,0.0,0.2559584288907585
28,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,132.3076923076925,83.84615384615375,83.84615384615375,0.0,0.0,0.0,-132.3076923076925,-83.84615384615375,-83.84615384615375,100.0,48.46153846153874,160.0,0.8,0.0,0.0,0.0,-6291.479289940802,elastic,0,0,-6291.479289940802,0.0,0.24780802953391656
29,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,133.46153846153865,83.26923076923067,83.26923076923067,0.0,0.0,0.0,-133.46153846153865,-83.26923076923067,-83.26923076923067,100.0,50.19230769230798,160.0,0.8,0.0,0.0,0.0,-6120.732248520681,elastic,0,0,-6120.732248520681,0.0,0.23947212838937557
30,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,134.6153846153848,82.6923076923076,82.6923076923076,0.0,0.0,0.0,-134.6153846153848,-82.6923076923076,-82.6923076923076,100.0,51.92307692307722,160.0,0.8,0.0,0.0,0.0,-5943.994082840206,elastic,0,0,-5943.994082840206,0.0,0.23096023920623115
31,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,135.76923076923097,82.11538461538451,82.11538461538451,0.0,0.0,0.0,-135.76923076923097,-82.11538461538451,-82.11538461538451,100.0,53.653846153846466,160.0,0.8,0.0,0.0,0.0,-5761.264792899375,elastic,0,0,-5761.264792899375,0.0,0.22228186471541383
32,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,136.92307692307713,81.53846153846143,81.53846153846143,0.0,0.0,0.0,-136.92307692307713,-81.53846153846143,-81.53846153846143,100.0,55.3846153846157,160.0,0.8,0.0,0.0,0.0,-5572.5443786981905,elastic,0,0,-5572.5443786981905,0.0,0.21344647519582083
33,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,138.0769230769233,80.96153846153835,80.96153846153835,0.0,0.0,0.0,-138.0769230769233,-80.96153846153835,-80.96153846153835,100.0,57.11538461538494,160.0,0.8,0.0,0.0,0.0,-5377.83284023665,elastic,0,0,-5377.83284023665,0.0,0.2044634880301261
34,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,139.23076923076945,80.38461538461527,80.38461538461527,0.0,0.0,0.0,-139.23076923076945,-80.38461538461527,-80.38461538461527,100.0,58.84615384615417,160.0,0.8,0.0,0.0,0.0,-5177.130177514755,elastic,0,0,-5177.130177514755,0.0,0.19534224829955724
35,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,140.3846153846156,79.8076923076922,79.8076923076922,0.0,0.0,0.0,-140.3846153846156,-79.8076923076922,-79.8076923076922,100.0,60.57692307692342,160.0,0.8,0.0,0.0,0.0,-4970.436390532503,elastic,0,0,-4970.436390532503,0.0,0.18609201045765783
36,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,141.53846153846177,79.23076923076911,79.23076923076911,0.0,0.0,0.0,-141.53846153846177,-79.23076923076911,-79.23076923076911,100.0,62.30769230769266,160.0,0.8,0.0,0.0,0.0,-4757.751479289896,elastic,0,0,-4757.751479289896,0.0,0.17672192111405433
37,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,142.69230769230793,78.65384615384603,78.65384615384603,0.0,0.0,0.0,-142.69230769230793,-78.65384615384603,-78.65384615384603,100.0,64.0384615384619,160.0,0.8,0.0,0.0,0.0,-4539.0754437869355,elastic,0,0,-4539.0754437869355,0.0,0.167241002950574
38,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,143.8461538461541,78.07692307692295,78.07692307692295,0.0,0.0,0.0,-143.8461538461541,-78.07692307692295,-78.07692307692295,100.0,65.76923076923114,160.0,0.8,0.0,0.0,0.0,-4314.40828402362,elastic,0,0,-4314.40828402362,0.0,0.15765813978379328
39,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,145.00000000000026,77.49999999999987,77.49999999999987,0.0,0.0,0.0,-145.00000000000026,-77.49999999999987,-77.49999999999987,100.0,67.50000000000038,160.0,0.8,0.0,0.0,0.0,-4083.749999999948,elastic,0,0,-4083.749999999948,0.0,0.1479820627802669
40,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,146.15384615384642,76.92307692307679,76.92307692307679,0.0,0.0,0.0,-146.15384615384642,-76.92307692307679,-76.92307692307679,100.0,69.23076923076962,160.0,0.8,0.0,0.0,0.0,-3847.100591715922,elastic,0,0,-3847.100591715922,0.0,0.1382213378233561
41,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,147.30769230769258,76.34615384615371,76.34615384615371,0.0,0.0,0.0,-147.30769230769258,-76.34615384615371,-76.34615384615371,100.0,70.96153846153886,160.0,0.8,0.0,0.0,0.0,-3604.4600591715407,elastic,0,0,-3604.4600591715407,0.0,0.12838435402376022
42,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,148.46153846153874,75.76923076923063,75.76923076923063,0.0,0.0,0.0,-148.46153846153874,-75.76923076923063,-75.76923076923063,100.0,72.6923076923081,160.0,0.8,0.0,0.0,0.0,-3355.828402366804,elastic,0,0,-3355.828402366804,0.0,0.11847931335959075
43,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,149.6153846153849,75.19230769230755,75.19230769230755,0.0,0.0,0.0,-149.6153846153849,-75.19230769230755,-75.19230769230755,100.0,74.42307692307735,160.0,0.8,0.0,0.0,0.0,-3101.205621301712,elastic,0,0,-3101.205621301712,0.0,0.10851422142612324
44,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,150.76923076923106,74.61538461538447,74.61538461538447,0.0,0.0,0.0,-150.76923076923106,-74.61538461538447,-74.61538461538447,100.0,76.15384615384659,160.0,0.8,0.0,0.0,0.0,-2840.5917159762657,elastic,0,0,-2840.5917159762657,0.0,0.09849687927022684
45,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,151.92307692307722,74.03846153846139,74.03846153846139,0.0,0.0,0.0,-151.92307692307722,-74.03846153846139,-74.03846153846139,100.0,77.88461538461583,160.0,0.8,0.0,0.0,0.0,-2573.9866863904635,elastic,0,0,-2573.9866863904635,0.0,0.08843487627990969
46,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,153.07692307692338,73.46153846153831,73.46153846153831,0.0,0.0,0.0,-153.07692307692338,-73.46153846153831,-73.46153846153831,100.0,79.61538461538507,160.0,0.8,0.0,0.0,0.0,-2301.3905325443066,elastic,0,0,-2301.3905325443066,0.0,0.07833558409541758
47,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,154.23076923076954,72.88461538461523,72.88461538461523,0.0,0.0,0.0,-154.23076923076954,-72.88461538461523,-72.88461538461523,100.0,81.34615384615431,160.0,0.8,0.0,0.0,0.0,-2022.8032544377947,elastic,0,0,-2022.8032544377947,0.0,0.06820615150487813
48,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,155.3846153846157,72.30769230769215,72.30769230769215,0.0,0.0,0.0,-155.3846153846157,-72.30769230769215,-72.30769230769215,100.0,83.07692307692355,160.0,0.8,0.0,0.0,0.0,-1738.2248520709272,elastic,0,0,-1738.2248520709272,0.0,0.0580535002845732
49,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,156.53846153846186,71.73076923076907,71.73076923076907,0.0,0.0,0.0,-156.53846153846186,-71.73076923076907,-71.73076923076907,100.0,84.8076923076928,160.0,0.8,0.0,0.0,0.0,-1447.655325443703,elastic,0,0,-1447.655325443703,0.0,0.04788432194152832
50,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,157.69230769230802,71.15384615384599,71.15384615384599,0.0,0.0,0.0,-157.69230769230802,-71.15384615384599,-71.15384615384599,100.0,86.53846153846203,160.0,0.8,0.0,0.0,0.0,-1151.0946745561278,elastic,0,0,-1151.0946745561278,0.0,0.03770507531420606
51,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,158.84615384615418,70.57692307692291,70.57692307692291,0.0,0.0,0.0,-158.84615384615418,-70.57692307692291,-70.57692307692291,100.0,88.26923076923127,160.0,0.8,0.0,0.0,0.0,-848.5428994081958,elastic,0,0,-848.5428994081958,0.0,0.027521984985649874
52,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,160.00000000000034,69.99999999999983,69.99999999999983,0.0,0.0,0.0,-160.00000000000034,-69.99999999999983,-69.99999999999983,100.0,90.00000000000051,160.0,0.8,0.0,0.0,0.0,-539.9999999999081,elastic,0,0,-539.9999999999081,0.0,0.017341040462424746
53,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,161.1538461538465,69.42307692307675,69.42307692307675,0.0,0.0,0.0,-161.1538461538465,-69.42307692307675,-69.42307692307675,100.0,91.73076923076975,160.0,0.8,0.0,0.0,0.0,-225.46597633126476,elastic,0,0,-225.46597633126476,0.0,0.007167996072095914
54,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,161.91108851116584,68.89570503241592,68.89570503241592,0.0,0.0,0.0,-161.91108851116584,-68.89570503241592,-68.89570503241592,99.90083285866588,93.01538347874992,160.04284594387218,0.8,2.380011393573884e-05,8.091304183020185e-05,4.1570290551862806e-07,6.1027094488963485e-09,plastic_converged,1,5,6.100890459492803e-09,0.09916714133412086,1.9266536125892227e-13
55,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,161.7212014160092,68.49518838560422,68.49518838560422,0.0,0.0,0.0,-161.7212014160092,-68.49518838560422,-68.49518838560422,99.57052606240588,93.22601303040497,160.1856404073265,0.8,0.00010307374734939985,0.00035607072445186265,1.4131832237915348e-06,9.196883183903992e-07,plastic_converged,1,5,9.196864994009957e-07,0.4294739375941248,2.9050045897994594e-11
56,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,161.53296065100184,68.10285884823185,68.10285884823185,0.0,0.0,0.0,-161.53296065100184,-68.10285884823185,-68.10285884823185,99.24622611582186,93.43010180277,160.32596200555116,0.8,0.0001809057366119086,0.0006319040129668043,1.416163556649429e-06,8.182396413758397e-07,plastic_converged,1,5,8.182414603652433e-07,0.7537738841781447,2.5859208575171018e-11
57,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,161.3464358468622,67.71857788120947,67.71857788120947,0.0,0.0,0.0,-161.3464358468622,-67.71857788120947,-67.71857788120947,98.92786386976037,93.62785796565272,160.463833978024,0.8,0.000257312677538527,0.0009083933286434519,1.4190341891194203e-06,7.283542799996212e-07,plastic_converged,1,5,7.283579179784283e-07,1.0721361302396275,2.303079670374918e-11
58,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,161.16169090297274,67.34220727320901,67.34220727320901,0.0,0.0,0.0,-161.16169090297274,-67.34220727320901,-67.34220727320901,98.61536848313024,93.81948362976372,160.59928051384745,0.8,0.00033231157200853907,0.0011855196679654216,1.42179893043112e-06,6.489499355666339e-07,plastic_converged,1,5,6.489517545560375e-07,1.38463151686976,2.0531077031154356e-11
59,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,160.978784255221,66.973609295337,66.973609295337,0.0,0.0,0.0,-160.978784255221,-66.973609295337,-66.973609295337,98.30866761529832,94.005174959884,160.73232666725036,0.8,0.00040591978179023284,0.001463264586658421,1.4244614783402973e-06,5.789534043287858e-07,plastic_converged,1,5,5.789515853393823e-07,1.6913323847016812,1.8326552247532447e-11
60,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,160.79776913211379,66.61264684467899,66.61264684467899,0.0,0.0,0.0,-160.79776913211379,-66.61264684467899,-66.61264684467899,98.00768760715725,94.1851222874348,160.86299827746325,0.8,0.00047815498508464493,0.0017416101848188384,1.427025424517788e-06,5.173642421141267e-07,plastic_converged,1,5,5.173624231247231e-07,1.9923123928427486,1.6385973431797537e-11
61,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,160.6186938033236,66.25918357669914,66.25918357669914,0.0,0.0,0.0,-160.6186938033236,-66.25918357669914,-66.25918357669914,97.71235365224062,94.35951022662445,160.9913218924282,0.8,0.0005490351354579508,0.0020205390922768502,1.4294942556214442e-06,4.633257049135864e-07,plastic_converged,1,5,4.633220669347793e-07,2.2876463477593774,1.4682590407051728e-11
62,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,160.44160182057863,65.91308402703359,65.91308402703359,0.0,0.0,0.0,-160.44160182057863,-65.91308402703359,-65.91308402703359,97.42258995821527,94.52851779354503,161.11732469625116,0.8,0.0006185784230833491,0.0023000344542034677,1.431871354540377e-06,4.1597741073928773e-07,plastic_converged,1,5,4.1597377276048064e-07,2.5774100417847308,1.3189489307167023e-11
63,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,160.26653225084885,65.57421372320562,65.57421372320562,0.0,0.0,0.0,-160.26653225084885,-65.57421372320562,-65.57421372320562,97.1383198990867,94.69231852764324,161.2410344402999,0.8,0.0006868032382117836,0.0025800799169691893,1.4341600017902737e-06,3.745917638298124e-07,plastic_converged,1,5,3.7458630686160177e-07,2.861680100913304,1.1883917528620622e-11
64,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,160.09351990180997,65.24243928678013,65.24243928678013,0.0,0.0,0.0,-160.09351990180997,-65.24243928678013,-65.24243928678013,96.85946615845675,94.85108061502984,161.36247937784657,0.8,0.0007537281367901598,0.002860659614261312,1.4363633770451697e-06,3.3844480640254915e-07,plastic_converged,1,5,3.384466253919527e-07,3.1405338415432453,1.0743193689623376e-11
65,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,159.92259553960017,64.91762852646099,64.91762852646099,0.0,0.0,0.0,-159.92259553960017,-64.91762852646099,-64.91762852646099,96.58595086417404,95.00496701313918,161.48168820214832,0.8,0.0008193718081452549,0.0031417581534654393,1.438484560787028e-06,3.0696901376359165e-07,plastic_converged,1,5,3.069708327529952e-07,3.4140491358259624,9.749558970704715e-12
66,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,159.7537860989082,64.5996505226224,64.5996505226224,0.0,0.0,0.0,-159.7537860989082,-64.5996505226224,-64.5996505226224,96.31769571471766,95.15413557628581,161.59868998785834,0.8,0.0008837530446517217,0.003423360602316241,1.4405265360605302e-06,2.7957139536738396e-07,plastic_converged,1,5,2.7957139536738396e-07,3.682304285282342,8.884409110451054e-12
67,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,159.5871148854597,64.28837570374866,64.28837570374866,0.0,0.0,0.0,-159.5871148854597,-64.28837570374866,-64.28837570374866,96.05462209765234,95.29873918171104,161.7135141356573,0.8,0.0009468907133028544,0.003705452475820798,1.4424921903146401e-06,2.5577173801138997e-07,plastic_converged,1,5,2.557699190219864e-07,3.9453779023476585,8.132686605913238e-12
68,undrained_like_zero_volumetric_strain,0.0003,-0.00015,-0.00015,0.0,0.0,0.0,0.0,159.4226017709844,63.98367591524333,63.98367591524333,0.0,0.0,0.0,-159.4226017709844,-63.98367591524333,-63.98367591524333,95.79665120049036,95.43892585574106,161.82619031999278,0.8,0.0010088037291037953,0.003988019723457951,1.4443843173226468e-06,2.350861905142665e-07,plastic_converged,1,5,2.3508800950367004e-07,4.203348799509641,7.479186199160528e-12
