path,steps,plastic_steps,max_abs_yield_f_plastic,max_normalized_yield_f_plastic,max_abs_return_residual_plastic,max_iterations,final_p,final_q,final_pc,final_e,final_eps_p_v,final_eps_p_eq,tolerance
isotropic,180,58,4.5865475871930185e-06,8.420893151804928e-11,4.5865475871930185e-06,3,194.48343989765849,6.029155041345696e-14,194.48343991403573,0.7285337394181107,0.017824013185773868,0.017824013185773868,1e-08
drained_like,140,100,0.00016089139990072,2.691866526017835e-09,0.0001608914071766776,5,180.26487063605046,80.54826797269138,205.2590457568071,0.7259547293062197,0.02273642780927764,0.026760443901241264,1e-08
undrained_like,140,87,8.354335477633867e-05,2.677097254965146e-09,8.354335113835987e-05,5,86.21569200469743,99.56701634843867,166.06702591718192,0.8,0.003308236876243192,0.025023730691664296,1e-08
