path,step,yield_flag,return_status,iterations,residual,yield_f,plastic_multiplier
drained_like,132,1,plastic_converged,5,0.0001516146485300851,0.0001516146467110957,9.766628533209418e-07
drained_like,133,1,plastic_converged,5,0.00015277347210940206,0.00015277347847586498,9.741444504170214e-07
drained_like,134,1,plastic_converged,5,0.00015393256035167724,0.00015393256308016134,9.716319650069225e-07
drained_like,135,1,plastic_converged,5,0.0001550915440020617,0.0001550915394545882,9.691254435880713e-07
drained_like,136,1,plastic_converged,5,0.00015625072046532296,0.00015625072228431236,9.666249303628621e-07
drained_like,137,1,plastic_converged,5,0.00015741011247882852,0.0001574101052028709,9.641304673231326e-07
drained_like,138,1,plastic_converged,5,0.0001585702311786008,0.0001585702284501167,9.61642094326196e-07
drained_like,139,1,plastic_converged,5,0.00015973026074789232,0.00015973026347637642,9.591598491709596e-07
drained_like,140,1,plastic_converged,5,0.0001608914071766776,0.00016089139990072,9.566837676660501e-07
undrained_like,0,0,initial,0,0.0,-8640.0,0.0
undrained_like,1,0,elastic,0,-8637.004437869822,-8637.004437869822,0.0
undrained_like,2,0,elastic,0,-8628.01775147929,-8628.01775147929,0.0
undrained_like,3,0,elastic,0,-8613.039940828403,-8613.039940828403,0.0
undrained_like,4,0,elastic,0,-8592.07100591716,-8592.07100591716,0.0
undrained_like,5,0,elastic,0,-8565.11094674556,-8565.11094674556,0.0
undrained_like,6,0,elastic,0,-8532.159763313608,-8532.159763313608,0.0
undrained_like,7,0,elastic,0,-8493.2174556213,-8493.2174556213,0.0
undrained_like,8,0,elastic,0,-8448.284023668637,-8448.284023668637,0.0
undrained_like,9,0,elastic,0,-8397.359467455619,-8397.359467455619,0.0
undrained_like,10,0,elastic,0,-8340.443786982245,-8340.443786982245,0.0
undrained_like,11,0,elastic,0,-8277.536982248517,-8277.536982248517,0.0
undrained_like,12,0,elastic,0,-8208.639053254434,-8208.639053254434,0.0
undrained_like,13,0,elastic,0,-8133.7499999999945,-8133.7499999999945,0.0
undrained_like,14,0,elastic,0,-8052.8698224852005,-8052.8698224852005,0.0
undrained_like,15,0,elastic,0,-7965.998520710052,-7965.998520710052,0.0
undrained_like,16,0,elastic,0,-7873.136094674547,-7873.136094674547,0.0
undrained_like,17,0,elastic,0,-7774.282544378689,-7774.282544378689,0.0
undrained_like,18,0,elastic,0,-7669.437869822475,-7669.437869822475,0.0
undrained_like,19,0,elastic,0,-7558.602071005905,-7558.602071005905,0.0
undrained_like,20,0,elastic,0,-7441.77514792898,-7441.77514792898,0.0
undrained_like,21,0,elastic,0,-7318.9571005917005,-7318.9571005917005,0.0
undrained_like,22,0,elastic,0,-7190.147928994066,-7190.147928994066,0.0
undrained_like,23,0,elastic,0,-7055.347633136076,-7055.347633136076,0.0
undrained_like,24,0,elastic,0,-6914.556213017731,-6914.556213017731,0.0
undrained_like,25,0,elastic,0,-6767.773668639032,-6767.773668639032,0.0
undrained_like,26,0,elastic,0,-6614.999999999977,-6614.999999999977,0.0
undrained_like,27,0,elastic,0,-6456.235207100567,-6456.235207100567,0.0
undrained_like,28,0,elastic,0,-6291.479289940802,-6291.479289940802,0.0
undrained_like,29,0,elastic,0,-6120.732248520681,-6120.732248520681,0.0
undrained_like,30,0,elastic,0,-5943.994082840206,-5943.994082840206,0.0
undrained_like,31,0,elastic,0,-5761.264792899375,-5761.264792899375,0.0
undrained_like,32,0,elastic,0,-5572.5443786981905,-5572.5443786981905,0.0
undrained_like,33,0,elastic,0,-5377.83284023665,-5377.83284023665,0.0
undrained_like,34,0,elastic,0,-5177.130177514755,-5177.130177514755,0.0
undrained_like,35,0,elastic,0,-4970.436390532503,-4970.436390532503,0.0
undrained_like,36,0,elastic,0,-4757.751479289896,-4757.751479289896,0.0
undrained_like,37,0,elastic,0,-4539.0754437869355,-4539.0754437869355,0.0
undrained_like,38,0,elastic,0,-4314.40828402362,-4314.40828402362,0.0
undrained_like,39,0,elastic,0,-4083.749999999948,-4083.749999999948,0.0
undrained_like,40,0,elastic,0,-3847.100591715922,-3847.100591715922,0.0
undrained_like,41,0,elastic,0,-3604.4600591715407,-3604.4600591715407,0.0
undrained_like,42,0,elastic,0,-3355.828402366804,-3355.828402366804,0.0
undrained_like,43,0,elastic,0,-3101.205621301712,-3101.205621301712,0.0
undrained_like,44,0,elastic,0,-2840.5917159762657,-2840.5917159762657,0.0
undrained_like,45,0,elastic,0,-2573.9866863904635,-2573.9866863904635,0.0
undrained_like,46,0,elastic,0,-2301.3905325443066,-2301.3905325443066,0.0
undrained_like,47,0,elastic,0,-2022.8032544377947,-2022.8032544377947,0.0
undrained_like,48,0,elastic,0,-1738.2248520709272,-1738.2248520709272,0.0
undrained_like,49,0,elastic,0,-1447.655325443703,-1447.655325443703,0.0
undrained_like,50,0,elastic,0,-1151.0946745561278,-1151.0946745561278,0.0
undrained_like,51,0,elastic,0,-848.5428994081958,-848.5428994081958,0.0
undrained_like,52,0,elastic,0,-539.9999999999081,-539.9999999999081,0.0
undrained_like,53,0,elastic,0,-225.46597633126476,-225.46597633126476,0.0
undrained_like,54,1,plastic_converged,5,6.100890459492803e-09,6.1027094488963485e-09,4.1570290551862806e-07
undrained_like,55,1,plastic_converged,5,9.196864994009957e-07,9.196883183903992e-07,1.4131832237915348e-06
undrained_like,56,1,plastic_converged,5,8.182414603652433e-07,8.182396413758397e-07,1.416163556649429e-06
undrained_like,57,1,plastic_converged,5,7.283579179784283e-07,7.283542799996212e-07,1.4190341891194203e-06
undrained_like,58,1,plastic_converged,5,6.489517545560375e-07,6.489499355666339e-07,1.42179893043112e-06
undrained_like,59,1,plastic_converged,5,5.789515853393823e-07,5.789534043287858e-07,1.4244614783402973e-06
undrained_like,60,1,plastic_converged,5,5.173624231247231e-07,5.173642421141267e-07,1.427025424517788e-06
undrained_like,61,1,plastic_converged,5,4.633220669347793e-07,4.633257049135864e-07,1.4294942556214442e-06
undrained_like,62,1,plastic_converged,5,4.1597377276048064e-07,4.1597741073928773e-07,1.431871354540377e-06
undrained_like,63,1,plastic_converged,5,3.7458630686160177e-07,3.745917638298124e-07,1.4341600017902737e-06
undrained_like,64,1,plastic_converged,5,3.384466253919527e-07,3.3844480640254915e-07,1.4363633770451697e-06
undrained_like,65,1,plastic_converged,5,3.069708327529952e-07,3.0696901376359165e-07,1.438484560787028e-06
undrained_like,66,1,plastic_converged,5,2.7957139536738396e-07,2.7957139536738396e-07,1.4405265360605302e-06
undrained_like,67,1,plastic_converged,5,2.557699190219864e-07,2.5577173801138997e-07,1.4424921903146401e-06
undrained_like,68,1,plastic_converged,5,2.3508800950367004e-07,2.350861905142665e-07,1.4443843173226468e-06
undrained_like,69,1,plastic_converged,5,2.171691448893398e-07,2.171727828681469e-07,1.4462056191630796e-06
undrained_like,70,1,plastic_converged,5,2.016113285208121e-07,2.01607690542005e-07,1.4479587082554373e-06
undrained_like,71,1,plastic_converged,5,1.881489879451692e-07,1.881489879451692e-07,1.449646109434334e-06
undrained_like,72,1,plastic_converged,5,1.7648562788963318e-07,1.7648926586844027e-07,1.4512702620581745e-06
undrained_like,73,1,plastic_converged,5,1.663629518589005e-07,1.663593138800934e-07,1.4528335221380962e-06
undrained_like,74,1,plastic_converged,5,1.5759542293380946e-07,1.57597241923213e-07,1.4543381644828327e-06
undrained_like,75,1,plastic_converged,5,1.499847712693736e-07,1.499847712693736e-07,1.4557863848509255e-06
undrained_like,76,1,plastic_converged,5,1.4335091691464186e-07,1.4335091691464186e-07,1.457180302101637e-06
undrained_like,77,1,plastic_converged,5,1.3759381545241922e-07,1.3758835848420858e-07,1.4585219603418031e-06
undrained_like,78,1,plastic_converged,5,1.3256794773042202e-07,1.3256794773042202e-07,1.459813331060624e-06
undrained_like,79,1,plastic_converged,5,1.281641743844375e-07,1.281641743844375e-07,1.4610563152481206e-06
undrained_like,80,1,plastic_converged,5,1.243042788701132e-07,1.243042788701132e-07,1.4622527454926714e-06
undrained_like,81,1,plastic_converged,4,8.354335113835987e-05,8.354335477633867e-05,1.463402267015915e-06
undrained_like,82,1,plastic_converged,4,7.842689956305549e-05,7.842689774406608e-05,1.4645112459772968e-06
undrained_like,83,1,plastic_converged,4,7.388462290691677e-05,7.388461926893797e-05,1.4655783892546588e-06
undrained_like,84,1,plastic_converged,4,6.985076288401615e-05,6.985075924603734e-05,1.4666056655131099e-06
undrained_like,85,1,plastic_converged,4,6.626674257859122e-05,6.626674257859122e-05,1.467594595786345e-06
undrained_like,86,1,plastic_converged,4,6.308050615189131e-05,6.308050615189131e-05,1.4685466446815238e-06
undrained_like,87,1,plastic_converged,4,6.02458185312571e-05,6.024581489327829e-05,1.469463222239492e-06
undrained_like,88,1,plastic_converged,4,5.772095755673945e-05,5.772095755673945e-05,1.4703456857680492e-06
undrained_like,89,1,plastic_converged,4,5.547001273953356e-05,5.5470016377512366e-05,1.4711953416146411e-06
undrained_like,90,1,plastic_converged,4,5.345987301552668e-05,5.345987847249489e-05,1.4720134469262232e-06
undrained_like,91,1,plastic_converged,4,5.1662531404872425e-05,5.1662531404872425e-05,1.4728012113245665e-06
undrained_like,92,1,plastic_converged,4,5.005208367947489e-05,5.005208004149608e-05,1.4735597985832436e-06
undrained_like,93,1,plastic_converged,4,4.8606381824356504e-05,4.860638364334591e-05,1.4742903282192768e-06
undrained_like,94,1,plastic_converged,4,4.730590990220662e-05,4.730591535917483e-05,1.474993877071899e-06
undrained_like,95,1,plastic_converged,4,4.613287455867976e-05,4.613286910171155e-05,1.4756714808223138e-06
undrained_like,96,1,plastic_converged,4,4.507234370976221e-05,4.507234370976221e-05,1.4763241354663242e-06
undrained_like,97,1,plastic_converged,4,4.411059489939362e-05,4.411060035636183e-05,1.4769527987603115e-06
undrained_like,98,1,plastic_converged,4,4.323625034885481e-05,4.3236246710876e-05,1.4775583916022394e-06
undrained_like,99,1,plastic_converged,4,4.2438718082848936e-05,4.2438718082848936e-05,1.478141799391302e-06
undrained_like,100,1,plastic_converged,4,4.170872307440732e-05,4.170872853137553e-05,1.4787038733281843e-06
undrained_like,101,1,plastic_converged,4,4.1038660128833726e-05,4.1038660128833726e-05,1.479245431680782e-06
undrained_like,102,1,plastic_converged,4,4.042147884320002e-05,4.042148248117883e-05,1.4797672610180364e-06
undrained_like,103,1,plastic_converged,4,3.98511765524745e-05,3.9851180190453306e-05,1.4802701173863376e-06
undrained_like,104,1,plastic_converged,4,3.932234722014982e-05,3.9322349039139226e-05,1.480754727460034e-06
undrained_like,105,1,plastic_converged,4,3.8830401535960846e-05,3.8830406992929056e-05,1.4812217896471159e-06
undrained_like,106,1,plastic_converged,4,3.837116491922643e-05,3.837116491922643e-05,1.4816719751629423e-06
undrained_like,107,1,plastic_converged,4,3.79411103494931e-05,3.7941117625450715e-05,1.4821059290597878e-06
undrained_like,108,1,plastic_converged,4,3.7537225580308586e-05,3.753722739929799e-05,1.4825242712270042e-06
undrained_like,109,1,plastic_converged,4,3.715671118698083e-05,3.7156714824959636e-05,1.4829275973566969e-06
undrained_like,110,1,plastic_converged,4,3.679732253658585e-05,3.679732799355406e-05,1.4833164798657397e-06
undrained_like,111,1,plastic_converged,4,3.645664401119575e-05,3.645664401119575e-05,1.4836914688005658e-06
undrained_like,112,1,plastic_converged,4,3.6133242247160524e-05,3.6133242247160524e-05,1.484053092692558e-06
undrained_like,113,1,plastic_converged,4,3.582551107683685e-05,3.582551289582625e-05,1.4844018593999984e-06
undrained_like,114,1,plastic_converged,4,3.553183523763437e-05,3.553183159965556e-05,1.4847382569040408e-06
undrained_like,115,1,plastic_converged,4,3.525106512825005e-05,3.525106512825005e-05,1.4850627540822045e-06
undrained_like,116,1,plastic_converged,5,1.7683214537100866e-05,1.768321089912206e-05,1.4853765490535096e-06
undrained_like,117,1,plastic_converged,5,1.7093854694394395e-05,1.7093854694394395e-05,1.4856784931266368e-06
undrained_like,118,1,plastic_converged,5,1.653239996812772e-05,1.653239996812772e-05,1.485969910145659e-06
undrained_like,119,1,plastic_converged,5,1.599743882252369e-05,1.5997440641513094e-05,1.4862511262247426e-06
undrained_like,120,1,plastic_converged,5,1.5487574273720384e-05,1.5487574273720384e-05,1.486522525353612e-06
undrained_like,121,1,plastic_converged,5,1.5001633073552512e-05,1.5001633073552512e-05,1.4867844764900896e-06
undrained_like,122,1,plastic_converged,5,1.4538296454702504e-05,1.45382946357131e-05,1.487037334155668e-06
undrained_like,123,1,plastic_converged,5,1.4096573067945428e-05,1.4096573067945428e-05,1.4872814390035241e-06
undrained_like,124,1,plastic_converged,5,1.3675196896656416e-05,1.367519325867761e-05,1.4875171183671543e-06
undrained_like,125,1,plastic_converged,5,1.3273336662678048e-05,1.3273340300656855e-05,1.487744686783007e-06
undrained_like,126,1,plastic_converged,5,1.2889988283859566e-05,1.2889986464870162e-05,1.4879644465040182e-06
undrained_like,127,1,plastic_converged,5,1.2524242265499197e-05,1.2524236808530986e-05,1.48817668798009e-06
undrained_like,128,1,plastic_converged,5,1.2175192750873975e-05,1.2175196388852783e-05,1.4883816903289898e-06
undrained_like,129,1,plastic_converged,5,1.1842004823847674e-05,1.1842008461826481e-05,1.4885797217834185e-06
undrained_like,130,1,plastic_converged,5,1.1523989087436348e-05,1.1523989087436348e-05,1.488771040125934e-06
undrained_like,131,1,plastic_converged,5,1.1220290616620332e-05,1.1220294254599139e-05,1.4889558931022545e-06
undrained_like,132,1,plastic_converged,5,1.0930385542451404e-05,1.0930385542451404e-05,1.4891345188216503e-06
undrained_like,133,1,plastic_converged,5,1.0653469871613197e-05,1.0653469871613197e-05,1.4893071461378959e-06
undrained_like,134,1,plastic_converged,5,1.038899972627405e-05,1.038899426930584e-05,1.4894739950193027e-06
undrained_like,135,1,plastic_converged,5,1.0136345736100338e-05,1.0136351193068549e-05,1.48963527690041e-06
undrained_like,136,1,plastic_converged,5,9.894967661239207e-06,9.894962204270996e-06,1.4897911950236083e-06
undrained_like,137,1,plastic_converged,5,9.664232493378222e-06,9.664237950346433e-06,1.4899419447638514e-06
undrained_like,138,1,plastic_converged,5,9.443716407986358e-06,9.443710951018147e-06,1.4900877139409921e-06
undrained_like,139,1,plastic_converged,5,9.233048331225291e-06,9.233048331225291e-06,1.4902286831231727e-06
undrained_like,140,1,plastic_converged,5,9.031507943291217e-06,9.031513400259428e-06,1.4903650259138431e-06
