step,path,eps_xx,eps_yy,eps_zz,eps_xy,eps_yz,eps_xz,eps_v,stress_xx,stress_yy,stress_zz,stress_xy,stress_yz,stress_xz,sigmac_xx,sigmac_yy,sigmac_zz,p,q,pc,e,eps_p_v,eps_p_eq,plastic_multiplier,yield_f,return_status,yield_flag,iterations,residual,pore_pressure_proxy,yield_f_normalized
27,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,154.5192307692309,123.36538461538456,123.36538461538456,0.0,0.0,0.0,-154.5192307692309,-123.36538461538456,-123.36538461538456,133.75,31.15384615384633,160.0,0.7854767201005262,0.0,0.0,0.0,-4085.187869822474,elastic,0,0,-4085.187869822474,0.0,0.12851933635012636
28,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,156.53846153846166,124.23076923076917,124.23076923076917,0.0,0.0,0.0,-156.53846153846166,-124.23076923076917,-124.23076923076917,135.0,32.30769230769249,160.0,0.784941077084496,0.0,0.0,0.0,-3816.2130177514673,elastic,0,0,-3816.2130177514673,0.0,0.11870842057833454
29,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,158.55769230769243,125.09615384615378,125.09615384615378,0.0,0.0,0.0,-158.55769230769243,-125.09615384615378,-125.09615384615378,136.25,33.46153846153865,160.0,0.7844055947613706,0.0,0.0,0.0,-3540.0754437869696,elastic,0,0,-3540.0754437869696,0.0,0.10888628445348582
30,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,160.5769230769232,125.9615384615384,125.9615384615384,0.0,0.0,0.0,-160.5769230769232,-125.9615384615384,-125.9615384615384,137.5,34.61538461538481,160.0,0.7838702730829422,0.0,0.0,0.0,-3256.7751479289805,elastic,0,0,-3256.7751479289805,0.0,0.09905568693511244
31,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,162.59615384615398,126.82692307692301,126.82692307692301,0.0,0.0,0.0,-162.59615384615398,-126.82692307692301,-126.82692307692301,138.75,35.76923076923097,160.0,0.7833351120010174,0.0,0.0,0.0,-2966.3121301775,elastic,0,0,-2966.3121301775,0.0,0.08921926982138718
32,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,164.61538461538476,127.69230769230762,127.69230769230762,0.0,0.0,0.0,-164.61538461538476,-127.69230769230762,-127.69230769230762,140.0,36.92307692307713,160.0,0.782800111467417,0.0,0.0,0.0,-2668.686390532529,elastic,0,0,-2668.686390532529,0.0,0.07937956204379513
33,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,166.63461538461553,128.55769230769224,128.55769230769224,0.0,0.0,0.0,-166.63461538461553,-128.55769230769224,-128.55769230769224,141.25,38.07692307692329,160.0,0.7822652714339768,0.0,0.0,0.0,-2363.897928994066,elastic,0,0,-2363.897928994066,0.0,0.06953898381555541
34,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,168.6538461538463,129.42307692307685,129.42307692307685,0.0,0.0,0.0,-168.6538461538463,-129.42307692307685,-129.42307692307685,142.5,39.230769230769454,160.0,0.7817305918525467,0.0,0.0,0.0,-2051.9467455621125,elastic,0,0,-2051.9467455621125,0.0,0.059699850638041514
35,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,170.67307692307708,130.28846153846146,130.28846153846146,0.0,0.0,0.0,-170.67307692307708,-130.28846153846146,-130.28846153846146,143.75,40.384615384615614,160.0,0.7811960726749909,0.0,0.0,0.0,-1732.8328402366678,elastic,0,0,-1732.8328402366678,0.0,0.04986437716939006
36,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,172.69230769230785,131.15384615384608,131.15384615384608,0.0,0.0,0.0,-172.69230769230785,-131.15384615384608,-131.15384615384608,145.0,41.538461538461775,160.0,0.7806617138531884,0.0,0.0,0.0,-1406.5562130177314,elastic,0,0,-1406.5562130177314,0.0,0.04003468095942511
37,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,174.71153846153862,132.0192307692307,132.0192307692307,0.0,0.0,0.0,-174.71153846153862,-132.0192307692307,-132.0192307692307,146.25,42.692307692307935,160.0,0.7801275153390325,0.0,0.0,0.0,-1073.1168639053046,elastic,0,0,-1073.1168639053046,0.0,0.030212786054956135
38,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,176.7307692307694,132.8846153846153,132.8846153846153,0.0,0.0,0.0,-176.7307692307694,-132.8846153846153,-132.8846153846153,147.5,43.846153846154095,160.0,0.7795934770844307,0.0,0.0,0.0,-732.5147928993865,elastic,0,0,-732.5147928993865,0.0,0.020400626479434122
39,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,178.75000000000017,133.74999999999991,133.74999999999991,0.0,0.0,0.0,-178.75000000000017,-133.74999999999991,-133.74999999999991,148.75,45.000000000000256,160.0,0.7790595990413054,0.0,0.0,0.0,-384.74999999997704,elastic,0,0,-384.74999999997704,0.0,0.01060004959087464
40,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,180.76923076923094,134.61538461538453,134.61538461538453,0.0,0.0,0.0,-180.76923076923094,-134.61538461538453,-134.61538461538453,150.0,46.153846153846416,160.0,0.778525881161593,0.0,0.0,0.0,-29.82248520707617,elastic,0,0,-29.82248520707617,0.0,0.0008128193218757854
41,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,181.45876921908294,134.74792880157153,134.74792880157153,0.0,0.0,0.0,-181.45876921908294,-134.74792880157153,-134.74792880157153,150.318208940742,46.710840417511406,160.39822624704053,0.7779923233972446,0.0002236298542212727,0.0002464003035807482,1.1073909900428394e-06,2.9722286853939295e-09,plastic_converged,1,5,2.9713191906921566e-09,0.0,8.054510918754264e-14
42,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,182.02527232858662,134.81739433578693,134.81739433578693,0.0,0.0,0.0,-182.02527232858662,-134.81739433578693,-134.81739433578693,150.55335366672014,47.207877992799695,160.83294932307217,0.7774589257002253,0.0004671951199848045,0.0005152592576349005,1.2058031956099544e-06,4.6898094296921045e-09,plastic_converged,1,5,4.690718924393877e-09,0.0,1.264213485384148e-13
43,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,182.58935861412183,134.89017914774655,134.89017914774655,0.0,0.0,0.0,-182.58935861412183,-134.89017914774655,-134.89017914774655,150.78990563653832,47.699179466375284,161.2681145951669,0.7769256880225153,0.0007104226472266179,0.0007842352847907065,1.2038055916091671e-06,4.867615643888712e-09,plastic_converged,1,5,4.8662514018360525e-09,0.0,1.3052510987333318e-13
44,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,183.15112588701214,134.96625886153734,134.96625886153734,0.0,0.0,0.0,-183.15112588701214,-134.96625886153734,-134.96625886153734,151.02788120336228,48.1848670254748,161.7037126374055,0.7763926103161085,0.000953308511186913,0.0010533197728974345,1.2017689740801168e-06,5.060428520664573e-09,plastic_converged,1,5,5.052243068348616e-09,0.0,1.3498389177785306e-13
45,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,183.7106687500251,135.0456082684152,135.0456082684152,0.0,0.0,0.0,-183.7106687500251,-135.0456082684152,-135.0456082684152,151.2672950956185,48.665060481609885,162.13973464678446,0.7758596925330137,0.0011958491770433346,0.0013225044354445942,1.1996950835746168e-06,5.233232514001429e-09,plastic_converged,1,5,5.237779987510294e-09,0.0,1.3886277312986907e-13
46,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,184.26807869934947,135.12820140160704,135.12820140160704,0.0,0.0,0.0,-184.26807869934947,-135.12820140160704,-135.12820140160704,151.50816050085453,49.13987729774243,162.57617241542167,0.7753269346252538,0.0014380414797844784,0.0015917812989757706,1.1975855965607852e-06,5.426500138128176e-09,plastic_converged,1,5,5.422407411970198e-09,0.0,1.4323892678426444e-13
47,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,184.82344422386495,135.21401160707154,135.21401160707154,0.0,0.0,0.0,-184.82344422386495,-135.21401160707154,-135.21401160707154,151.75048914600268,49.60943261679342,163.0130183038104,0.7747943365448663,0.0016798826049465659,0.0018611426909823793,1.1954421277176887e-06,5.611582309938967e-09,plastic_converged,1,5,5.609308573184535e-09,0.0,1.4735208657990136e-13
48,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,185.37685090173437,135.3030116104051,135.3030116104051,0.0,0.0,0.0,-185.37685090173437,-135.3030116104051,-135.3030116104051,151.99429137418153,50.07383929132927,163.45026521508998,0.7742618982439028,0.0019213700701811486,0.002130581228258983,1.1932662321464266e-06,5.8116711443290114e-09,plastic_converged,1,5,5.813490133732557e-09,0.0,1.5181195083762008e-13
49,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,185.92838149434226,135.39517358006523,135.39517358006523,0.0,0.0,0.0,-185.92838149434226,-135.39517358006523,-135.39517358006523,152.2395762181576,50.53320791427702,163.88790657030094,0.7737296196744297,0.0021625017076242464,0.0024000898057043554,1.1910594075091722e-06,6.005848263157532e-09,plastic_converged,1,5,6.0067577578593045e-09,0.0,1.5606931106649485e-13
50,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,186.47811603761156,135.49046918708123,135.49046918708123,0.0,0.0,0.0,-186.47811603761156,-135.49046918708123,-135.49046918708123,152.48635147059133,50.987646850530325,164.32593628459486,0.7731975007885273,0.0024032756470373454,0.0026696615855521712,1.1888230960949595e-06,6.209120329003781e-09,plastic_converged,1,5,6.2104845710564405e-09,0.0,1.6051502774306305e-13
51,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,187.02613193073142,135.5888696614124,135.5888696614124,0.0,0.0,0.0,-187.02613193073142,-135.5888696614124,-135.5888696614124,152.7346237511854,51.437262269319035,164.76434874436876,0.7726655415382908,0.002643690299691822,0.00293928998701616,1.1865586868164903e-06,6.42148734186776e-09,plastic_converged,1,5,6.416030373657122e-09,0.0,1.651459532791658e-13
52,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,187.5725040223346,135.69034584511058,135.69034584511058,0.0,0.0,0.0,-187.5725040223346,-135.69034584511058,-135.69034584511058,152.98439857085194,51.882158177224035,165.20313878529402,0.7721337418758293,0.002883744342968743,0.0032089686763346094,1.1842675171383038e-06,6.6338543547317386e-09,plastic_converged,1,5,6.627033144468442e-09,0.0,1.6972629166547513e-13
53,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,188.1173046941642,135.79486824243625,135.79486824243625,0.0,0.0,0.0,-188.1173046941642,-135.79486824243625,-135.79486824243625,153.23568039301222,52.32243645172795,165.64230167121121,0.7716021017532665,0.0031234367056469873,0.0034786915571998357,1.1819508749395677e-06,6.835307431174442e-09,plastic_converged,1,5,6.83303369442001e-09,0.0,1.739787910055231e-13
54,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,188.66060394227264,135.9024070670717,135.9024070670717,0.0,0.0,0.0,-188.66060394227264,-135.9024070670717,-135.9024070670717,153.48847269213869,52.758196875200944,166.0818330738618,0.7710706211227405,0.003362766553853189,0.0037484527615584875,1.179610000312571e-06,7.053586159599945e-09,plastic_converged,1,5,7.053586159599945e-09,0.0,1.7861069399143686e-13
55,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,189.2024694557985,136.01293228656985,136.01293228656985,0.0,0.0,0.0,-189.2024694557985,-136.01293228656985,-136.01293228656985,153.74277800964606,53.18953716922866,166.52172905342914,0.7705392999364037,0.003601733277647786,0.0040182466407689904,1.1772460872989456e-06,7.270045898621902e-09,plastic_converged,1,5,7.270045898621902e-09,0.0,1.831462368819715e-13
56,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,189.742966693367,136.12641366417094,136.12641366417094,0.0,0.0,0.0,-189.742966693367,-136.12641366417094,-136.12641366417094,153.9985980072363,53.61655302919607,166.96198603986096,0.7700081381464228,0.0038403364782223265,0.004288067757103028,1.1748602855661426e-06,7.498329068766907e-09,plastic_converged,1,5,7.498329068766907e-09,0.0,1.8792857572823413e-13
57,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,190.2821589571632,136.2428207981142,136.2428207981142,0.0,0.0,0.0,-190.2821589571632,-136.2428207981142,-136.2428207981142,154.2559335177972,54.03933815904901,167.40260081494657,0.7694771357049789,0.004078575955683727,0.0045579108755781144,1.1724537020249061e-06,7.72161001805216e-09,plastic_converged,1,5,7.722064765403047e-09,0.0,1.925341451184173e-13
58,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,190.82010746472716,136.36212315856656,136.36212315856656,0.0,0.0,0.0,-190.82010746472716,-136.36212315856656,-136.36212315856656,154.51478459395344,54.4579843061606,167.84357049512283,0.7689462925642674,0.00431645169740206,0.004827770956108906,1.1700274023903025e-06,7.951257430249825e-09,plastic_converged,1,5,7.94670995674096e-09,0.0,1.9724742782958464e-13
59,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,191.3568736051081,136.48429143421998,136.48429143421998,0.0,0.0,0.0,-191.3568736051081,-136.48429143421998,-136.48429143421998,154.77515215784936,54.87258217088811,168.28489413910012,0.768415608676498,0.004553963439406724,0.005097642660516853,1.1675802981017642e-06,6.020449336574529e-05,plastic_converged,1,5,6.020449563948205e-05,0.0,1.4858812707488986e-09
60,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,191.89251224075315,136.6092935294866,136.6092935294866,0.0,0.0,0.0,-191.89251224075315,-136.6092935294866,-136.6092935294866,155.03703309990877,55.28321871126656,168.7265679501178,0.7678850839938951,0.004791111970472778,0.005367521837836162,1.1651177555053191e-06,6.159806434880011e-05,plastic_converged,1,5,6.159806434880011e-05,0.0,1.5125368023687347e-09
61,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,192.42707897341933,136.73709884469122,136.73709884469122,0.0,0.0,0.0,-192.42707897341933,-136.73709884469122,-136.73709884469122,155.30042555426726,55.68998012872811,169.16858988389504,0.767354718468697,0.0050278977384274285,0.005637403946857841,1.1626382810810326e-06,6.298943935689749e-05,plastic_converged,1,5,6.298943480942398e-05,0.0,1.5388429474505153e-09
62,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,192.96062735611136,136.86767666316354,136.86767666316354,0.0,0.0,0.0,-192.96062735611136,-136.86767666316354,-136.86767666316354,155.56532689414615,56.092950692947824,169.6109582370516,0.7668245120531564,0.00526432137371641,0.00590728465461138,1.1601429710703842e-06,6.437847696361132e-05,plastic_converged,1,5,6.437847696361132e-05,0.0,1.5648001678880823e-09
63,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,193.49320918377816,137.00099629297912,137.00099629297912,0.0,0.0,0.0,-193.49320918377816,-137.00099629297912,-137.00099629297912,155.83173392324548,56.49221289079904,170.05367156494736,0.7662944646995404,0.005500383643470099,0.006177159788154228,1.1576327067618333e-06,6.576462556040497e-05,plastic_converged,1,5,6.576461828444735e-05,0.0,1.5903990230810391e-09
64,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,194.02487455251594,137.1370270918729,137.1370270918729,0.0,0.0,0.0,-194.02487455251594,-137.1370270918729,-137.1370270918729,156.09964291208726,56.88784746064303,170.4967286683426,0.7657645763601306,0.005736085442780951,0.006447025328397288,1.1551083365205489e-06,6.714772553095827e-05,plastic_converged,1,5,6.714772462146357e-05,0.0,1.6156397213580885e-09
65,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,194.55567191685424,137.2757384904905,137.2757384904905,0.0,0.0,0.0,-194.55567191685424,-137.2757384904905,-137.2757384904905,156.36904963261176,57.27993342636372,170.94012858062777,0.7652348469872226,0.005971427786400212,0.006716877404172832,1.152570676998313e-06,6.852751130281831e-05,plastic_converged,1,5,6.852750902908156e-05,0.0,1.640519957643763e-09
66,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,195.08564814517166,137.41710001406202,137.41710001406202,0.0,0.0,0.0,-195.08564814517166,-137.41710001406202,-137.41710001406202,156.63994939109855,57.668548131109645,171.38387055559014,0.7647052765331264,0.006206411800837258,0.006986712286536781,1.1500205143054264e-06,6.990358588154777e-05,plastic_converged,1,5,6.990359270275803e-05,0.0,1.6650343703419904e-09
67,drained_like_triaxial_strain_control,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,195.6148485732998,137.5610813025764,137.5610813025764,0.0,0.0,0.0,-195.6148485732998,-137.5610813025764,-137.5610813025764,156.91233705948423,58.05376727072339,171.82795405570192,0.7641758649501664,0.00644103871684313,0.007256526383294818,1.1474586051340873e-06,7.127593153199996e-05,plastic_converged,1,5,7.127592607503175e-05,0.0,1.6891867215302321e-09
