step,path,eps_xx,eps_yy,eps_zz,eps_xy,eps_yz,eps_xz,eps_v,stress_xx,stress_yy,stress_zz,stress_xy,stress_yz,stress_xz,sigmac_xx,sigmac_yy,sigmac_zz,p,q,pc,e,eps_p_v,eps_p_eq,plastic_multiplier,yield_f,yield_f_normalized,return_status,yield_flag,iterations,residual,pore_pressure_proxy
18,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,120.76923076923089,89.615384615384556,89.615384615384556,0,0,0,-120.76923076923089,-89.615384615384556,-89.615384615384556,100,31.153846153846331,160,0.80000000000000004,0,0,0,-7669.4378698224746,0.31941933838288566,elastic,0,0,-7669.4378698224746,0
19,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,121.92307692307705,89.038461538461476,89.038461538461476,0,0,0,-121.92307692307705,-89.038461538461476,-89.038461538461476,100,32.884615384615572,160,0.80000000000000004,0,0,0,-7558.6020710059047,0.31335671727053638,elastic,0,0,-7558.6020710059047,0
20,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,123.07692307692321,88.461538461538396,88.461538461538396,0,0,0,-123.07692307692321,-88.461538461538396,-88.461538461538396,100,34.615384615384812,160,0.80000000000000004,0,0,0,-7441.77514792898,0.30702640945643023,elastic,0,0,-7441.77514792898,0
21,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,124.23076923076937,87.884615384615316,87.884615384615316,0,0,0,-124.23076923076937,-87.884615384615316,-87.884615384615316,100,36.346153846154053,160,0.80000000000000004,0,0,0,-7318.9571005917005,0.30043693657997989,elastic,0,0,-7318.9571005917005,0
22,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,125.38461538461553,87.307692307692236,87.307692307692236,0,0,0,-125.38461538461553,-87.307692307692236,-87.307692307692236,100,38.076923076923293,160,0.80000000000000004,0,0,0,-7190.1479289940662,0.29359703391212549,elastic,0,0,-7190.1479289940662,0
23,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,126.53846153846169,86.730769230769155,86.730769230769155,0,0,0,-126.53846153846169,-86.730769230769155,-86.730769230769155,100,39.807692307692534,160,0.80000000000000004,0,0,0,-7055.3476331360762,0.28651562377506207,elastic,0,0,-7055.3476331360762,0
24,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,127.69230769230785,86.153846153846075,86.153846153846075,0,0,0,-127.69230769230785,-86.153846153846075,-86.153846153846075,100,41.538461538461775,160,0.80000000000000004,0,0,0,-6914.5562130177314,0.27920178909341026,elastic,0,0,-6914.5562130177314,0
25,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,128.84615384615401,85.576923076922995,85.576923076922995,0,0,0,-128.84615384615401,-85.576923076922995,-85.576923076922995,100,43.269230769231015,160,0.80000000000000004,0,0,0,-6767.7736686390317,0.27166474720564665,elastic,0,0,-6767.7736686390317,0
26,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,130.00000000000017,84.999999999999915,84.999999999999915,0,0,0,-130.00000000000017,-84.999999999999915,-84.999999999999915,100,45.000000000000256,160,0.80000000000000004,0,0,0,-6614.9999999999773,0.26391382405744951,elastic,0,0,-6614.9999999999773,0
27,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,131.15384615384633,84.423076923076835,84.423076923076835,0,0,0,-131.15384615384633,-84.423076923076835,-84.423076923076835,100,46.730769230769496,160,0.80000000000000004,0,0,0,-6456.2352071005671,0.25595842889075848,elastic,0,0,-6456.2352071005671,0
28,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,132.30769230769249,83.846153846153754,83.846153846153754,0,0,0,-132.30769230769249,-83.846153846153754,-83.846153846153754,100,48.461538461538737,160,0.80000000000000004,0,0,0,-6291.4792899408021,0.24780802953391656,elastic,0,0,-6291.4792899408021,0
29,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,133.46153846153865,83.269230769230674,83.269230769230674,0,0,0,-133.46153846153865,-83.269230769230674,-83.269230769230674,100,50.192307692307978,160,0.80000000000000004,0,0,0,-6120.7322485206814,0.23947212838937557,elastic,0,0,-6120.7322485206814,0
30,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,134.61538461538481,82.692307692307594,82.692307692307594,0,0,0,-134.61538461538481,-82.692307692307594,-82.692307692307594,100,51.923076923077218,160,0.80000000000000004,0,0,0,-5943.9940828402059,0.23096023920623115,elastic,0,0,-5943.9940828402059,0
31,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,135.76923076923097,82.115384615384514,82.115384615384514,0,0,0,-135.76923076923097,-82.115384615384514,-82.115384615384514,100,53.653846153846466,160,0.80000000000000004,0,0,0,-5761.2647928993747,0.22228186471541383,elastic,0,0,-5761.2647928993747,0
32,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,136.92307692307713,81.538461538461434,81.538461538461434,0,0,0,-136.92307692307713,-81.538461538461434,-81.538461538461434,100,55.384615384615699,160,0.80000000000000004,0,0,0,-5572.5443786981905,0.21344647519582083,elastic,0,0,-5572.5443786981905,0
33,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,138.07692307692329,80.961538461538353,80.961538461538353,0,0,0,-138.07692307692329,-80.961538461538353,-80.961538461538353,100,57.11538461538494,160,0.80000000000000004,0,0,0,-5377.8328402366496,0.20446348803012609,elastic,0,0,-5377.8328402366496,0
34,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,139.23076923076945,80.384615384615273,80.384615384615273,0,0,0,-139.23076923076945,-80.384615384615273,-80.384615384615273,100,58.846153846154174,160,0.80000000000000004,0,0,0,-5177.1301775147549,0.19534224829955724,elastic,0,0,-5177.1301775147549,0
35,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,140.38461538461561,79.807692307692193,79.807692307692193,0,0,0,-140.38461538461561,-79.807692307692193,-79.807692307692193,100,60.576923076923421,160,0.80000000000000004,0,0,0,-4970.4363905325026,0.18609201045765783,elastic,0,0,-4970.4363905325026,0
36,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,141.53846153846177,79.230769230769113,79.230769230769113,0,0,0,-141.53846153846177,-79.230769230769113,-79.230769230769113,100,62.307692307692662,160,0.80000000000000004,0,0,0,-4757.7514792898965,0.17672192111405433,elastic,0,0,-4757.7514792898965,0
37,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,142.69230769230793,78.653846153846033,78.653846153846033,0,0,0,-142.69230769230793,-78.653846153846033,-78.653846153846033,100,64.038461538461902,160,0.80000000000000004,0,0,0,-4539.0754437869355,0.16724100295057401,elastic,0,0,-4539.0754437869355,0
38,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,143.8461538461541,78.076923076922952,78.076923076922952,0,0,0,-143.8461538461541,-78.076923076922952,-78.076923076922952,100,65.769230769231143,160,0.80000000000000004,0,0,0,-4314.4082840236197,0.15765813978379328,elastic,0,0,-4314.4082840236197,0
39,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,145.00000000000026,77.499999999999872,77.499999999999872,0,0,0,-145.00000000000026,-77.499999999999872,-77.499999999999872,100,67.500000000000384,160,0.80000000000000004,0,0,0,-4083.7499999999482,0.1479820627802669,elastic,0,0,-4083.7499999999482,0
40,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,146.15384615384642,76.923076923076792,76.923076923076792,0,0,0,-146.15384615384642,-76.923076923076792,-76.923076923076792,100,69.230769230769624,160,0.80000000000000004,0,0,0,-3847.1005917159218,0.13822133782335611,elastic,0,0,-3847.1005917159218,0
41,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,147.30769230769258,76.346153846153712,76.346153846153712,0,0,0,-147.30769230769258,-76.346153846153712,-76.346153846153712,100,70.961538461538865,160,0.80000000000000004,0,0,0,-3604.4600591715407,0.12838435402376022,elastic,0,0,-3604.4600591715407,0
42,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,148.46153846153874,75.769230769230631,75.769230769230631,0,0,0,-148.46153846153874,-75.769230769230631,-75.769230769230631,100,72.692307692308106,160,0.80000000000000004,0,0,0,-3355.8284023668039,0.11847931335959075,elastic,0,0,-3355.8284023668039,0
43,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,149.6153846153849,75.192307692307551,75.192307692307551,0,0,0,-149.6153846153849,-75.192307692307551,-75.192307692307551,100,74.423076923077346,160,0.80000000000000004,0,0,0,-3101.2056213017122,0.10851422142612324,elastic,0,0,-3101.2056213017122,0
44,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,150.76923076923106,74.615384615384471,74.615384615384471,0,0,0,-150.76923076923106,-74.615384615384471,-74.615384615384471,100,76.153846153846587,160,0.80000000000000004,0,0,0,-2840.5917159762657,0.098496879270226836,elastic,0,0,-2840.5917159762657,0
45,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,151.92307692307722,74.038461538461391,74.038461538461391,0,0,0,-151.92307692307722,-74.038461538461391,-74.038461538461391,100,77.884615384615827,160,0.80000000000000004,0,0,0,-2573.9866863904635,0.088434876279909688,elastic,0,0,-2573.9866863904635,0
46,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,153.07692307692338,73.461538461538311,73.461538461538311,0,0,0,-153.07692307692338,-73.461538461538311,-73.461538461538311,100,79.615384615385068,160,0.80000000000000004,0,0,0,-2301.3905325443066,0.078335584095417576,elastic,0,0,-2301.3905325443066,0
47,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,154.23076923076954,72.88461538461523,72.88461538461523,0,0,0,-154.23076923076954,-72.88461538461523,-72.88461538461523,100,81.346153846154309,160,0.80000000000000004,0,0,0,-2022.8032544377947,0.068206151504878132,elastic,0,0,-2022.8032544377947,0
48,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,155.3846153846157,72.30769230769215,72.30769230769215,0,0,0,-155.3846153846157,-72.30769230769215,-72.30769230769215,100,83.076923076923549,160,0.80000000000000004,0,0,0,-1738.2248520709272,0.058053500284573199,elastic,0,0,-1738.2248520709272,0
49,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,156.53846153846186,71.73076923076907,71.73076923076907,0,0,0,-156.53846153846186,-71.73076923076907,-71.73076923076907,100,84.807692307692804,160,0.80000000000000004,0,0,0,-1447.6553254437031,0.047884321941528321,elastic,0,0,-1447.6553254437031,0
50,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,157.69230769230802,71.15384615384599,71.15384615384599,0,0,0,-157.69230769230802,-71.15384615384599,-71.15384615384599,100,86.53846153846203,160,0.80000000000000004,0,0,0,-1151.0946745561278,0.037705075314206062,elastic,0,0,-1151.0946745561278,0
51,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,158.84615384615418,70.57692307692291,70.57692307692291,0,0,0,-158.84615384615418,-70.57692307692291,-70.57692307692291,100,88.269230769231271,160,0.80000000000000004,0,0,0,-848.54289940819581,0.027521984985649874,elastic,0,0,-848.54289940819581,0
52,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,160.00000000000034,69.999999999999829,69.999999999999829,0,0,0,-160.00000000000034,-69.999999999999829,-69.999999999999829,100,90.000000000000512,160,0.80000000000000004,0,0,0,-539.99999999990814,0.017341040462424746,elastic,0,0,-539.99999999990814,0
53,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,161.1538461538465,69.423076923076749,69.423076923076749,0,0,0,-161.1538461538465,-69.423076923076749,-69.423076923076749,100,91.730769230769752,160,0.80000000000000004,0,0,0,-225.46597633126476,0.0071679960720959137,elastic,0,0,-225.46597633126476,0
54,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,161.91108851116584,68.895705032415918,68.895705032415918,0,0,0,-161.91108851116584,-68.895705032415918,-68.895705032415918,99.900832858665879,93.015383478749925,160.04284594387218,0.80000000000000004,2.380011393573884e-05,8.0913041830201848e-05,4.1570290551862806e-07,6.1027094488963485e-09,1.9266536125892227e-13,plastic_converged,1,5,6.1008904594928026e-09,0.099167141334120856
55,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,161.72120141600919,68.495188385604223,68.495188385604223,0,0,0,-161.72120141600919,-68.495188385604223,-68.495188385604223,99.570526062405875,93.226013030404971,160.1856404073265,0.80000000000000004,0.00010307374734939985,0.00035607072445186265,1.4131832237915348e-06,9.1968831839039922e-07,2.9050045897994594e-11,plastic_converged,1,5,9.1968649940099567e-07,0.42947393759412478
56,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,161.53296065100184,68.102858848231847,68.102858848231847,0,0,0,-161.53296065100184,-68.102858848231847,-68.102858848231847,99.246226115821855,93.430101802769997,160.32596200555116,0.80000000000000004,0.0001809057366119086,0.00063190401296680425,1.4161635566494291e-06,8.1823964137583971e-07,2.5859208575171018e-11,plastic_converged,1,5,8.1824146036524326e-07,0.75377388417814473
57,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,161.34643584686219,67.71857788120947,67.71857788120947,0,0,0,-161.34643584686219,-67.71857788120947,-67.71857788120947,98.927863869760372,93.627857965652723,160.46383397802401,0.80000000000000004,0.00025731267753852701,0.00090839332864345193,1.4190341891194203e-06,7.2835427999962121e-07,2.3030796703749181e-11,plastic_converged,1,5,7.283579179784283e-07,1.0721361302396275
58,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,161.16169090297274,67.342207273209013,67.342207273209013,0,0,0,-161.16169090297274,-67.342207273209013,-67.342207273209013,98.61536848313024,93.819483629763724,160.59928051384745,0.80000000000000004,0.00033231157200853907,0.0011855196679654216,1.4217989304311201e-06,6.4894993556663394e-07,2.0531077031154356e-11,plastic_converged,1,5,6.4895175455603749e-07,1.38463151686976
59,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,160.978784255221,66.973609295336999,66.973609295336999,0,0,0,-160.978784255221,-66.973609295336999,-66.973609295336999,98.308667615298319,94.005174959884002,160.73232666725036,0.80000000000000004,0.00040591978179023284,0.001463264586658421,1.4244614783402973e-06,5.7895340432878584e-07,1.8326552247532447e-11,plastic_converged,1,5,5.7895158533938229e-07,1.6913323847016812
60,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,160.79776913211379,66.612646844678991,66.612646844678991,0,0,0,-160.79776913211379,-66.612646844678991,-66.612646844678991,98.007687607157251,94.185122287434794,160.86299827746325,0.80000000000000004,0.00047815498508464493,0.0017416101848188384,1.427025424517788e-06,5.1736424211412668e-07,1.6385973431797537e-11,plastic_converged,1,5,5.1736242312472314e-07,1.9923123928427486
61,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,160.61869380332359,66.259183576699144,66.259183576699144,0,0,0,-160.61869380332359,-66.259183576699144,-66.259183576699144,97.712353652240623,94.359510226624451,160.9913218924282,0.80000000000000004,0.00054903513545795076,0.0020205390922768502,1.4294942556214442e-06,4.6332570491358638e-07,1.4682590407051728e-11,plastic_converged,1,5,4.6332206693477929e-07,2.2876463477593774
62,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,160.44160182057863,65.913084027033591,65.913084027033591,0,0,0,-160.44160182057863,-65.913084027033591,-65.913084027033591,97.422589958215269,94.528517793545035,161.11732469625116,0.80000000000000004,0.00061857842308334912,0.0023000344542034677,1.431871354540377e-06,4.1597741073928773e-07,1.3189489307167023e-11,plastic_converged,1,5,4.1597377276048064e-07,2.5774100417847308
63,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,160.26653225084885,65.574213723205617,65.574213723205617,0,0,0,-160.26653225084885,-65.574213723205617,-65.574213723205617,97.138319899086696,94.692318527643238,161.2410344402999,0.80000000000000004,0.00068680323821178357,0.0025800799169691893,1.4341600017902737e-06,3.7459176382981241e-07,1.1883917528620622e-11,plastic_converged,1,5,3.7458630686160177e-07,2.8616801009133042
64,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,160.09351990180997,65.242439286780126,65.242439286780126,0,0,0,-160.09351990180997,-65.242439286780126,-65.242439286780126,96.859466158456755,94.851080615029844,161.36247937784657,0.80000000000000004,0.00075372813679015977,0.0028606596142613122,1.4363633770451697e-06,3.3844480640254915e-07,1.0743193689623376e-11,plastic_converged,1,5,3.3844662539195269e-07,3.1405338415432453
65,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,159.92259553960017,64.917628526460987,64.917628526460987,0,0,0,-159.92259553960017,-64.917628526460987,-64.917628526460987,96.585950864174038,95.004967013139179,161.48168820214832,0.80000000000000004,0.00081937180814525487,0.0031417581534654393,1.438484560787028e-06,3.0696901376359165e-07,9.7495589707047145e-12,plastic_converged,1,5,3.0697083275299519e-07,3.4140491358259624
66,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,159.75378609890819,64.599650522622397,64.599650522622397,0,0,0,-159.75378609890819,-64.599650522622397,-64.599650522622397,96.317695714717658,95.15413557628581,161.59868998785834,0.80000000000000004,0.0008837530446517217,0.003423360602316241,1.4405265360605302e-06,2.7957139536738396e-07,8.8844091104510538e-12,plastic_converged,1,5,2.7957139536738396e-07,3.682304285282342
67,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,159.5871148854597,64.288375703748656,64.288375703748656,0,0,0,-159.5871148854597,-64.288375703748656,-64.288375703748656,96.054622097652341,95.298739181711042,161.71351413565731,0.80000000000000004,0.00094689071330285443,0.0037054524758207978,1.4424921903146401e-06,2.5577173801138997e-07,8.1326866059132381e-12,plastic_converged,1,5,2.5576991902198642e-07,3.9453779023476585
68,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,159.42260177098439,63.983675915243332,63.983675915243332,0,0,0,-159.42260177098439,-63.983675915243332,-63.983675915243332,95.796651200490359,95.438925855741061,161.82619031999278,0.80000000000000004,0.0010088037291037953,0.0039880197234579513,1.4443843173226468e-06,2.3508619051426649e-07,7.479186199160528e-12,plastic_converged,1,5,2.3508800950367004e-07,4.2033487995096408
69,undrained_like_zero_volumetric_strain,0.00029999999999999997,-0.00014999999999999999,-0.00014999999999999999,0,0,0,0,159.26026338077099,63.685424481051086,63.685424481051086,0,0,0,-159.26026338077099,-63.685424481051086,-63.685424481051086,95.54370411429106,95.574838899719907,161.9367484398152,0.80000000000000004,0.0010695110302077046,0.004271048716655272,1.4462056191630796e-06,2.171727828681469e-07,6.9131860915361265e-12,plastic_converged,1,5,2.171691448893398e-07,4.4562958857089399
