test,sigmac_xx_input,sigmac_yy_input,sigmac_zz_input,p_internal,q_internal,sigmac_xx_roundtrip,sigmac_yy_roundtrip,sigmac_zz_roundtrip,passed,m,lambda,kappa,e0,pc0
hydrostatic_compression,-50.0,-50.0,-50.0,50.0,0.0,-50.0,-50.0,-50.0,1,1.2,0.2,0.04,0.8,160.0
