step,path,eps_xx,eps_yy,eps_zz,eps_xy,eps_yz,eps_xz,eps_v,stress_xx,stress_yy,stress_zz,stress_xy,stress_yz,stress_xz,sigmac_xx,sigmac_yy,sigmac_zz,p,q,pc,e,eps_p_v,eps_p_eq,plastic_multiplier,yield_f,yield_f_normalized,return_status,yield_flag,iterations,residual,pore_pressure_proxy
10,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,120.19230769230774,108.65384615384613,108.65384615384613,0,0,0,-120.19230769230774,-108.65384615384613,-108.65384615384613,112.5,11.538461538461604,160,0.79460728417106075,0,0,0,-7561.8639053254419,0.29024774130248138,elastic,0,0,-7561.8639053254419,0
11,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,122.21153846153851,109.51923076923075,109.51923076923075,0,0,0,-122.21153846153851,-109.51923076923075,-109.51923076923075,113.75,12.692307692307764,160,0.79406890198580937,0,0,0,-7414.655325443784,0.28118732997679496,elastic,0,0,-7414.655325443784,0
12,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,124.23076923076928,110.38461538461536,110.38461538461536,0,0,0,-124.23076923076928,-110.38461538461536,-110.38461538461536,115,13.846153846153925,160,0.79353068131521365,0,0,0,-7260.284023668637,0.27204591168864328,elastic,0,0,-7260.284023668637,0
13,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,126.25000000000006,111.24999999999997,111.24999999999997,0,0,0,-126.25000000000006,-111.24999999999997,-111.24999999999997,116.25,15.000000000000085,160,0.79299262211081911,0,0,0,-7098.7499999999973,0.26282905698100617,elastic,0,0,-7098.7499999999973,0
14,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,128.26923076923083,112.11538461538458,112.11538461538458,0,0,0,-128.26923076923083,-112.11538461538458,-112.11538461538458,117.5,16.153846153846246,160,0.79245472432418584,0,0,0,-6930.0532544378657,0.25354211966051743,elastic,0,0,-6930.0532544378657,0
15,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,130.2884615384616,112.9807692307692,112.9807692307692,0,0,0,-130.2884615384616,-112.9807692307692,-112.9807692307692,118.75,17.307692307692406,160,0.79191698790688858,0,0,0,-6754.193786982245,0.24419024423115787,elastic,0,0,-6754.193786982245,0
16,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,132.30769230769238,113.84615384615381,113.84615384615381,0,0,0,-132.30769230769238,-113.84615384615381,-113.84615384615381,120,18.461538461538566,160,0.79137941281051649,0,0,0,-6571.1715976331316,0.23477837311251809,elastic,0,0,-6571.1715976331316,0
17,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,134.32692307692315,114.71153846153842,114.71153846153842,0,0,0,-134.32692307692315,-114.71153846153842,-114.71153846153842,121.25,19.615384615384727,160,0.79084199898667329,0,0,0,-6380.9866863905281,0.22531125364563043,elastic,0,0,-6380.9866863905281,0
18,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,136.34615384615392,115.57692307692304,115.57692307692304,0,0,0,-136.34615384615392,-115.57692307692304,-115.57692307692304,122.5,20.769230769230887,160,0.79030474638697734,0,0,0,-6183.6390532544328,0.21579344488964528,elastic,0,0,-6183.6390532544328,0
19,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,138.3653846153847,116.44230769230765,116.44230769230765,0,0,0,-138.3653846153847,-116.44230769230765,-116.44230769230765,123.75,21.923076923077048,160,0.78976765496306123,0,0,0,-5979.1286982248466,0.20622932421287335,elastic,0,0,-5979.1286982248466,0
20,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,140.38461538461547,117.30769230769226,117.30769230769226,0,0,0,-140.38461538461547,-117.30769230769226,-117.30769230769226,125,23.076923076923208,160,0.78923072466657229,0,0,0,-5767.4556213017695,0.19662309368191697,elastic,0,0,-5767.4556213017695,0
21,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,142.40384615384625,118.17307692307688,118.17307692307688,0,0,0,-142.40384615384625,-118.17307692307688,-118.17307692307688,126.25,24.230769230769369,160,0.78869395544917231,0,0,0,-5548.6198224851996,0.18697878625278808,elastic,0,0,-5548.6198224851996,0
22,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,144.42307692307702,119.03846153846149,119.03846153846149,0,0,0,-144.42307692307702,-119.03846153846149,-119.03846153846149,127.5,25.384615384615529,160,0.78815734726253761,0,0,0,-5322.6213017751406,0.17730027176805313,elastic,0,0,-5322.6213017751406,0
23,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,146.44230769230779,119.9038461538461,119.9038461538461,0,0,0,-146.44230769230779,-119.9038461538461,-119.9038461538461,128.75,26.538461538461689,160,0.78762090005835883,0,0,0,-5089.4600591715898,0.16759126276416061,elastic,0,0,-5089.4600591715898,0
24,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,148.46153846153857,120.76923076923072,120.76923076923072,0,0,0,-148.46153846153857,-120.76923076923072,-120.76923076923072,130,27.69230769230785,160,0.78708461378834127,0,0,0,-4849.1360946745472,0.15785532009319839,elastic,0,0,-4849.1360946745472,0
25,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,150.48076923076934,121.63461538461533,121.63461538461533,0,0,0,-150.48076923076934,-121.63461538461533,-121.63461538461533,131.25,28.84615384615401,160,0.78654848840420477,0,0,0,-4601.6494082840145,0.14809585836339764,elastic,0,0,-4601.6494082840145,0
26,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,152.50000000000011,122.49999999999994,122.49999999999994,0,0,0,-152.50000000000011,-122.49999999999994,-122.49999999999994,132.5,30.000000000000171,160,0.7860125238576835,0,0,0,-4346.9999999999891,0.13831615120274876,elastic,0,0,-4346.9999999999891,0
27,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,154.51923076923089,123.36538461538456,123.36538461538456,0,0,0,-154.51923076923089,-123.36538461538456,-123.36538461538456,133.75,31.153846153846331,160,0.78547672010052616,0,0,0,-4085.1878698224741,0.12851933635012636,elastic,0,0,-4085.1878698224741,0
28,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,156.53846153846166,124.23076923076917,124.23076923076917,0,0,0,-156.53846153846166,-124.23076923076917,-124.23076923076917,135,32.307692307692491,160,0.78494107708449601,0,0,0,-3816.2130177514673,0.11870842057833454,elastic,0,0,-3816.2130177514673,0
29,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,158.55769230769243,125.09615384615378,125.09615384615378,0,0,0,-158.55769230769243,-125.09615384615378,-125.09615384615378,136.25,33.461538461538652,160,0.78440559476137062,0,0,0,-3540.0754437869696,0.10888628445348582,elastic,0,0,-3540.0754437869696,0
30,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,160.57692307692321,125.9615384615384,125.9615384615384,0,0,0,-160.57692307692321,-125.9615384615384,-125.9615384615384,137.5,34.615384615384812,160,0.78387027308294221,0,0,0,-3256.7751479289805,0.099055686935112436,elastic,0,0,-3256.7751479289805,0
31,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,162.59615384615398,126.82692307692301,126.82692307692301,0,0,0,-162.59615384615398,-126.82692307692301,-126.82692307692301,138.75,35.769230769230973,160,0.78333511200101735,0,0,0,-2966.3121301775,0.089219269821387184,elastic,0,0,-2966.3121301775,0
32,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,164.61538461538476,127.69230769230762,127.69230769230762,0,0,0,-164.61538461538476,-127.69230769230762,-127.69230769230762,140,36.923076923077133,160,0.78280011146741701,0,0,0,-2668.686390532529,0.079379562043795135,elastic,0,0,-2668.686390532529,0
33,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,166.63461538461553,128.55769230769224,128.55769230769224,0,0,0,-166.63461538461553,-128.55769230769224,-128.55769230769224,141.25,38.076923076923293,160,0.78226527143397684,0,0,0,-2363.8979289940662,0.069538983815555414,elastic,0,0,-2363.8979289940662,0
34,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,168.6538461538463,129.42307692307685,129.42307692307685,0,0,0,-168.6538461538463,-129.42307692307685,-129.42307692307685,142.5,39.230769230769454,160,0.78173059185254667,0,0,0,-2051.9467455621125,0.059699850638041514,elastic,0,0,-2051.9467455621125,0
35,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,170.67307692307708,130.28846153846146,130.28846153846146,0,0,0,-170.67307692307708,-130.28846153846146,-130.28846153846146,143.75,40.384615384615614,160,0.78119607267499092,0,0,0,-1732.8328402366678,0.049864377169390059,elastic,0,0,-1732.8328402366678,0
36,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,172.69230769230785,131.15384615384608,131.15384615384608,0,0,0,-172.69230769230785,-131.15384615384608,-131.15384615384608,145,41.538461538461775,160,0.78066171385318839,0,0,0,-1406.5562130177314,0.040034680959425112,elastic,0,0,-1406.5562130177314,0
37,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,174.71153846153862,132.01923076923069,132.01923076923069,0,0,0,-174.71153846153862,-132.01923076923069,-132.01923076923069,146.25,42.692307692307935,160,0.78012751533903246,0,0,0,-1073.1168639053046,0.030212786054956135,elastic,0,0,-1073.1168639053046,0
38,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,176.7307692307694,132.8846153846153,132.8846153846153,0,0,0,-176.7307692307694,-132.8846153846153,-132.8846153846153,147.5,43.846153846154095,160,0.77959347708443072,0,0,0,-732.51479289938652,0.020400626479434122,elastic,0,0,-732.51479289938652,0
39,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,178.75000000000017,133.74999999999991,133.74999999999991,0,0,0,-178.75000000000017,-133.74999999999991,-133.74999999999991,148.75,45.000000000000256,160,0.7790595990413054,0,0,0,-384.74999999997704,0.010600049590874639,elastic,0,0,-384.74999999997704,0
40,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,180.76923076923094,134.61538461538453,134.61538461538453,0,0,0,-180.76923076923094,-134.61538461538453,-134.61538461538453,150,46.153846153846416,160,0.77852588116159305,0,0,0,-29.82248520707617,0.00081281932187578535,elastic,0,0,-29.82248520707617,0
41,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,181.45876921908294,134.74792880157153,134.74792880157153,0,0,0,-181.45876921908294,-134.74792880157153,-134.74792880157153,150.31820894074201,46.710840417511406,160.39822624704053,0.77799232339724456,0.00022362985422127269,0.00024640030358074819,1.1073909900428394e-06,2.9722286853939295e-09,8.0545109187542641e-14,plastic_converged,1,5,2.9713191906921566e-09,0
42,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,182.02527232858662,134.81739433578693,134.81739433578693,0,0,0,-182.02527232858662,-134.81739433578693,-134.81739433578693,150.55335366672014,47.207877992799695,160.83294932307217,0.77745892570022535,0.00046719511998480448,0.00051525925763490051,1.2058031956099544e-06,4.6898094296921045e-09,1.264213485384148e-13,plastic_converged,1,5,4.6907189243938774e-09,0
43,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,182.58935861412183,134.89017914774655,134.89017914774655,0,0,0,-182.58935861412183,-134.89017914774655,-134.89017914774655,150.78990563653832,47.699179466375284,161.26811459516691,0.77692568802251527,0.00071042264722661794,0.00078423528479070652,1.2038055916091671e-06,4.8676156438887119e-09,1.3052510987333318e-13,plastic_converged,1,5,4.8662514018360525e-09,0
44,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,183.15112588701214,134.96625886153734,134.96625886153734,0,0,0,-183.15112588701214,-134.96625886153734,-134.96625886153734,151.02788120336228,48.184867025474801,161.70371263740549,0.77639261031610851,0.00095330851118691304,0.0010533197728974345,1.2017689740801168e-06,5.0604285206645727e-09,1.3498389177785306e-13,plastic_converged,1,5,5.0522430683486164e-09,0
45,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,183.71066875002509,135.04560826841521,135.04560826841521,0,0,0,-183.71066875002509,-135.04560826841521,-135.04560826841521,151.26729509561849,48.665060481609885,162.13973464678446,0.77585969253301368,0.0011958491770433346,0.0013225044354445942,1.1996950835746168e-06,5.2332325140014291e-09,1.3886277312986907e-13,plastic_converged,1,5,5.2377799875102937e-09,0
46,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,184.26807869934947,135.12820140160704,135.12820140160704,0,0,0,-184.26807869934947,-135.12820140160704,-135.12820140160704,151.50816050085453,49.13987729774243,162.57617241542167,0.77532693462525382,0.0014380414797844784,0.0015917812989757706,1.1975855965607852e-06,5.4265001381281763e-09,1.4323892678426444e-13,plastic_converged,1,5,5.4224074119701982e-09,0
47,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,184.82344422386495,135.21401160707154,135.21401160707154,0,0,0,-184.82344422386495,-135.21401160707154,-135.21401160707154,151.75048914600268,49.60943261679342,163.01301830381041,0.77479433654486629,0.0016798826049465659,0.0018611426909823793,1.1954421277176887e-06,5.6115823099389672e-09,1.4735208657990136e-13,plastic_converged,1,5,5.6093085731845349e-09,0
48,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,185.37685090173437,135.30301161040509,135.30301161040509,0,0,0,-185.37685090173437,-135.30301161040509,-135.30301161040509,151.99429137418153,50.073839291329271,163.45026521508998,0.77426189824390279,0.0019213700701811486,0.0021305812282589832,1.1932662321464266e-06,5.8116711443290114e-09,1.5181195083762008e-13,plastic_converged,1,5,5.8134901337325573e-09,0
49,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,185.92838149434226,135.39517358006523,135.39517358006523,0,0,0,-185.92838149434226,-135.39517358006523,-135.39517358006523,152.23957621815759,50.533207914277021,163.88790657030094,0.77372961967442966,0.0021625017076242464,0.0024000898057043554,1.1910594075091722e-06,6.0058482631575316e-09,1.5606931106649485e-13,plastic_converged,1,5,6.0067577578593045e-09,0
50,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,186.47811603761156,135.49046918708123,135.49046918708123,0,0,0,-186.47811603761156,-135.49046918708123,-135.49046918708123,152.48635147059133,50.987646850530325,164.32593628459486,0.77319750078852734,0.0024032756470373454,0.0026696615855521712,1.1888230960949595e-06,6.2091203290037811e-09,1.6051502774306305e-13,plastic_converged,1,5,6.2104845710564405e-09,0
51,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,187.02613193073142,135.58886966141239,135.58886966141239,0,0,0,-187.02613193073142,-135.58886966141239,-135.58886966141239,152.73462375118541,51.437262269319035,164.76434874436876,0.77266554153829081,0.0026436902996918219,0.0029392899870161601,1.1865586868164903e-06,6.4214873418677598e-09,1.6514595327916581e-13,plastic_converged,1,5,6.4160303736571223e-09,0
52,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,187.57250402233461,135.69034584511058,135.69034584511058,0,0,0,-187.57250402233461,-135.69034584511058,-135.69034584511058,152.98439857085194,51.882158177224035,165.20313878529402,0.77213374187582928,0.002883744342968743,0.0032089686763346094,1.1842675171383038e-06,6.6338543547317386e-09,1.6972629166547513e-13,plastic_converged,1,5,6.6270331444684416e-09,0
53,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,188.1173046941642,135.79486824243625,135.79486824243625,0,0,0,-188.1173046941642,-135.79486824243625,-135.79486824243625,153.23568039301222,52.322436451727953,165.64230167121121,0.77160210175326649,0.0031234367056469873,0.0034786915571998357,1.1819508749395677e-06,6.8353074311744422e-09,1.7397879100552309e-13,plastic_converged,1,5,6.8330336944200099e-09,0
54,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,188.66060394227264,135.90240706707169,135.90240706707169,0,0,0,-188.66060394227264,-135.90240706707169,-135.90240706707169,153.48847269213869,52.758196875200944,166.08183307386179,0.7710706211227405,0.0033627665538531891,0.0037484527615584875,1.179610000312571e-06,7.0535861595999449e-09,1.7861069399143686e-13,plastic_converged,1,5,7.0535861595999449e-09,0
55,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,189.20246945579851,136.01293228656985,136.01293228656985,0,0,0,-189.20246945579851,-136.01293228656985,-136.01293228656985,153.74277800964606,53.189537169228657,166.52172905342914,0.77053929993640369,0.003601733277647786,0.0040182466407689904,1.1772460872989456e-06,7.2700458986219019e-09,1.8314623688197151e-13,plastic_converged,1,5,7.2700458986219019e-09,0
56,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,189.74296669336701,136.12641366417094,136.12641366417094,0,0,0,-189.74296669336701,-136.12641366417094,-136.12641366417094,153.9985980072363,53.616553029196069,166.96198603986096,0.77000813814642277,0.0038403364782223265,0.0042880677571030283,1.1748602855661426e-06,7.4983290687669069e-09,1.8792857572823413e-13,plastic_converged,1,5,7.4983290687669069e-09,0
57,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,190.2821589571632,136.2428207981142,136.2428207981142,0,0,0,-190.2821589571632,-136.2428207981142,-136.2428207981142,154.25593351779719,54.039338159049009,167.40260081494657,0.76947713570497889,0.0040785759556837267,0.0045579108755781144,1.1724537020249061e-06,7.7216100180521607e-09,1.925341451184173e-13,plastic_converged,1,5,7.7220647654030472e-09,0
58,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,190.82010746472716,136.36212315856656,136.36212315856656,0,0,0,-190.82010746472716,-136.36212315856656,-136.36212315856656,154.51478459395344,54.457984306160597,167.84357049512283,0.76894629256426739,0.0043164516974020604,0.0048277709561089059,1.1700274023903025e-06,7.9512574302498251e-09,1.9724742782958464e-13,plastic_converged,1,5,7.9467099567409605e-09,0
59,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,191.35687360510809,136.48429143421998,136.48429143421998,0,0,0,-191.35687360510809,-136.48429143421998,-136.48429143421998,154.77515215784936,54.872582170888109,168.28489413910012,0.76841560867649805,0.004553963439406724,0.0050976426605168533,1.1675802981017642e-06,6.0204493365745293e-05,1.4858812707488986e-09,plastic_converged,1,5,6.0204495639482047e-05,0
60,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,191.89251224075315,136.60929352948659,136.60929352948659,0,0,0,-191.89251224075315,-136.60929352948659,-136.60929352948659,155.03703309990877,55.283218711266557,168.72656795011781,0.7678850839938951,0.0047911119704727783,0.0053675218378361617,1.1651177555053191e-06,6.1598064348800108e-05,1.5125368023687347e-09,plastic_converged,1,5,6.1598064348800108e-05,0
61,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,192.42707897341933,136.73709884469122,136.73709884469122,0,0,0,-192.42707897341933,-136.73709884469122,-136.73709884469122,155.30042555426726,55.689980128728109,169.16858988389504,0.76735471846869696,0.0050278977384274285,0.0056374039468578413,1.1626382810810326e-06,6.2989439356897492e-05,1.5388429474505153e-09,plastic_converged,1,5,6.2989434809423983e-05,0
62,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,192.96062735611136,136.86767666316354,136.86767666316354,0,0,0,-192.96062735611136,-136.86767666316354,-136.86767666316354,155.56532689414615,56.092950692947824,169.61095823705159,0.76682451205315638,0.00526432137371641,0.0059072846546113804,1.1601429710703842e-06,6.437847696361132e-05,1.5648001678880823e-09,plastic_converged,1,5,6.437847696361132e-05,0
63,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,193.49320918377816,137.00099629297912,137.00099629297912,0,0,0,-193.49320918377816,-137.00099629297912,-137.00099629297912,155.83173392324548,56.492212890799038,170.05367156494736,0.76629446469954043,0.0055003836434700986,0.0061771597881542283,1.1576327067618333e-06,6.5764625560404966e-05,1.5903990230810391e-09,plastic_converged,1,5,6.5764618284447351e-05,0
64,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,194.02487455251594,137.13702709187291,137.13702709187291,0,0,0,-194.02487455251594,-137.13702709187291,-137.13702709187291,156.09964291208726,56.88784746064303,170.4967286683426,0.76576457636013062,0.0057360854427809509,0.006447025328397288,1.1551083365205489e-06,6.7147725530958269e-05,1.6156397213580885e-09,plastic_converged,1,5,6.7147724621463567e-05,0
65,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,194.55567191685424,137.27573849049051,137.27573849049051,0,0,0,-194.55567191685424,-137.27573849049051,-137.27573849049051,156.36904963261176,57.279933426363719,170.94012858062777,0.76523484698722255,0.0059714277864002119,0.0067168774041728319,1.1525706769983129e-06,6.8527511302818311e-05,1.6405199576437631e-09,plastic_converged,1,5,6.8527509029081557e-05,0
66,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,195.08564814517166,137.41710001406202,137.41710001406202,0,0,0,-195.08564814517166,-137.41710001406202,-137.41710001406202,156.63994939109855,57.668548131109645,171.38387055559014,0.76470527653312637,0.0062064118008372578,0.0069867122865367812,1.1500205143054264e-06,6.990358588154777e-05,1.6650343703419904e-09,plastic_converged,1,5,6.9903592702758033e-05,0
67,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,195.61484857329981,137.56108130257641,137.56108130257641,0,0,0,-195.61484857329981,-137.56108130257641,-137.56108130257641,156.91233705948423,58.053767270723391,171.82795405570192,0.76417586495016643,0.0064410387168431296,0.0072565263832948179,1.1474586051340873e-06,7.1275931531999959e-05,1.6891867215302321e-09,plastic_converged,1,5,7.1275926075031748e-05,0
68,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,196.14331705636258,137.70765212953796,137.70765212953796,0,0,0,-196.14331705636258,-137.70765212953796,-137.70765212953796,157.18620710514617,58.435664926824614,172.27237874091574,0.76364661219068142,0.0066753098622623058,0.0075263162337442444,1.1448856778437889e-06,7.2644164902158082e-05,1.7129721046978401e-09,plastic_converged,1,5,7.2644164902158082e-05,0
69,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,196.67109601890186,137.8567824193812,137.8567824193812,0,0,0,-196.67109601890186,-137.8567824193812,-137.8567824193812,157.46155361922143,58.814313599520659,172.71714445793785,0.76311751820702423,0.0069092266552364624,0.0077960785036227742,1.1423024335055066e-06,7.4008195952046663e-05,1.7363926214216194e-09,plastic_converged,1,5,7.4008195952046663e-05,0
70,drained_like_triaxial_strain_control,0.00029999999999999997,0,0,0,0,0,0.00029999999999999997,197.19822650333472,138.00844226360789,138.00844226360789,0,0,0,-197.19822650333472,-138.00844226360789,-138.00844226360789,157.73837034351683,59.189784239726833,173.16225122996713,0.76258858295156207,0.0071427905977458619,0.0080658099802572349,1.1397095469124777e-06,7.5367706358520081e-05,1.7594450306074181e-09,plastic_converged,1,5,7.536770044680452e-05,0
