path,step,yield_flag,return_status,iterations,residual,yield_f,yield_f_normalized,plastic_multiplier
drained_like,21,0,elastic,0,-5548.6198224851996,-5548.6198224851996,0.18697878625278808,0
drained_like,22,0,elastic,0,-5322.6213017751406,-5322.6213017751406,0.17730027176805313,0
drained_like,23,0,elastic,0,-5089.4600591715898,-5089.4600591715898,0.16759126276416061,0
drained_like,24,0,elastic,0,-4849.1360946745472,-4849.1360946745472,0.15785532009319839,0
drained_like,25,0,elastic,0,-4601.6494082840145,-4601.6494082840145,0.14809585836339764,0
drained_like,26,0,elastic,0,-4346.9999999999891,-4346.9999999999891,0.13831615120274876,0
drained_like,27,0,elastic,0,-4085.1878698224741,-4085.1878698224741,0.12851933635012636,0
drained_like,28,0,elastic,0,-3816.2130177514673,-3816.2130177514673,0.11870842057833454,0
drained_like,29,0,elastic,0,-3540.0754437869696,-3540.0754437869696,0.10888628445348582,0
drained_like,30,0,elastic,0,-3256.7751479289805,-3256.7751479289805,0.099055686935112436,0
drained_like,31,0,elastic,0,-2966.3121301775,-2966.3121301775,0.089219269821387184,0
drained_like,32,0,elastic,0,-2668.686390532529,-2668.686390532529,0.079379562043795135,0
drained_like,33,0,elastic,0,-2363.8979289940662,-2363.8979289940662,0.069538983815555414,0
drained_like,34,0,elastic,0,-2051.9467455621125,-2051.9467455621125,0.059699850638041514,0
drained_like,35,0,elastic,0,-1732.8328402366678,-1732.8328402366678,0.049864377169390059,0
drained_like,36,0,elastic,0,-1406.5562130177314,-1406.5562130177314,0.040034680959425112,0
drained_like,37,0,elastic,0,-1073.1168639053046,-1073.1168639053046,0.030212786054956135,0
drained_like,38,0,elastic,0,-732.51479289938652,-732.51479289938652,0.020400626479434122,0
drained_like,39,0,elastic,0,-384.74999999997704,-384.74999999997704,0.010600049590874639,0
drained_like,40,0,elastic,0,-29.82248520707617,-29.82248520707617,0.00081281932187578535,0
drained_like,41,1,plastic_converged,5,2.9713191906921566e-09,2.9722286853939295e-09,8.0545109187542641e-14,1.1073909900428394e-06
drained_like,42,1,plastic_converged,5,4.6907189243938774e-09,4.6898094296921045e-09,1.264213485384148e-13,1.2058031956099544e-06
drained_like,43,1,plastic_converged,5,4.8662514018360525e-09,4.8676156438887119e-09,1.3052510987333318e-13,1.2038055916091671e-06
drained_like,44,1,plastic_converged,5,5.0522430683486164e-09,5.0604285206645727e-09,1.3498389177785306e-13,1.2017689740801168e-06
drained_like,45,1,plastic_converged,5,5.2377799875102937e-09,5.2332325140014291e-09,1.3886277312986907e-13,1.1996950835746168e-06
drained_like,46,1,plastic_converged,5,5.4224074119701982e-09,5.4265001381281763e-09,1.4323892678426444e-13,1.1975855965607852e-06
drained_like,47,1,plastic_converged,5,5.6093085731845349e-09,5.6115823099389672e-09,1.4735208657990136e-13,1.1954421277176887e-06
drained_like,48,1,plastic_converged,5,5.8134901337325573e-09,5.8116711443290114e-09,1.5181195083762008e-13,1.1932662321464266e-06
drained_like,49,1,plastic_converged,5,6.0067577578593045e-09,6.0058482631575316e-09,1.5606931106649485e-13,1.1910594075091722e-06
drained_like,50,1,plastic_converged,5,6.2104845710564405e-09,6.2091203290037811e-09,1.6051502774306305e-13,1.1888230960949595e-06
drained_like,51,1,plastic_converged,5,6.4160303736571223e-09,6.4214873418677598e-09,1.6514595327916581e-13,1.1865586868164903e-06
drained_like,52,1,plastic_converged,5,6.6270331444684416e-09,6.6338543547317386e-09,1.6972629166547513e-13,1.1842675171383038e-06
drained_like,53,1,plastic_converged,5,6.8330336944200099e-09,6.8353074311744422e-09,1.7397879100552309e-13,1.1819508749395677e-06
drained_like,54,1,plastic_converged,5,7.0535861595999449e-09,7.0535861595999449e-09,1.7861069399143686e-13,1.179610000312571e-06
drained_like,55,1,plastic_converged,5,7.2700458986219019e-09,7.2700458986219019e-09,1.8314623688197151e-13,1.1772460872989456e-06
drained_like,56,1,plastic_converged,5,7.4983290687669069e-09,7.4983290687669069e-09,1.8792857572823413e-13,1.1748602855661426e-06
drained_like,57,1,plastic_converged,5,7.7220647654030472e-09,7.7216100180521607e-09,1.925341451184173e-13,1.1724537020249061e-06
drained_like,58,1,plastic_converged,5,7.9467099567409605e-09,7.9512574302498251e-09,1.9724742782958464e-13,1.1700274023903025e-06
drained_like,59,1,plastic_converged,5,6.0204495639482047e-05,6.0204493365745293e-05,1.4858812707488986e-09,1.1675802981017642e-06
drained_like,60,1,plastic_converged,5,6.1598064348800108e-05,6.1598064348800108e-05,1.5125368023687347e-09,1.1651177555053191e-06
drained_like,61,1,plastic_converged,5,6.2989434809423983e-05,6.2989439356897492e-05,1.5388429474505153e-09,1.1626382810810326e-06
drained_like,62,1,plastic_converged,5,6.437847696361132e-05,6.437847696361132e-05,1.5648001678880823e-09,1.1601429710703842e-06
drained_like,63,1,plastic_converged,5,6.5764618284447351e-05,6.5764625560404966e-05,1.5903990230810391e-09,1.1576327067618333e-06
drained_like,64,1,plastic_converged,5,6.7147724621463567e-05,6.7147725530958269e-05,1.6156397213580885e-09,1.1551083365205489e-06
drained_like,65,1,plastic_converged,5,6.8527509029081557e-05,6.8527511302818311e-05,1.6405199576437631e-09,1.1525706769983129e-06
drained_like,66,1,plastic_converged,5,6.9903592702758033e-05,6.990358588154777e-05,1.6650343703419904e-09,1.1500205143054264e-06
drained_like,67,1,plastic_converged,5,7.1275926075031748e-05,7.1275931531999959e-05,1.6891867215302321e-09,1.1474586051340873e-06
drained_like,68,1,plastic_converged,5,7.2644164902158082e-05,7.2644164902158082e-05,1.7129721046978401e-09,1.1448856778437889e-06
drained_like,69,1,plastic_converged,5,7.4008195952046663e-05,7.4008195952046663e-05,1.7363926214216194e-09,1.1423024335055066e-06
drained_like,70,1,plastic_converged,5,7.536770044680452e-05,7.5367706358520081e-05,1.7594450306074181e-09,1.1397095469124777e-06
drained_like,71,1,plastic_converged,5,7.6722777521354146e-05,7.6722776611859445e-05,1.7821354481356371e-09,1.1371076675469305e-06
drained_like,72,1,plastic_converged,5,7.8073166150716133e-05,7.8073162057989975e-05,1.8044623819909171e-09,1.1344974205197302e-06
drained_like,73,1,plastic_converged,5,7.9418803579756059e-05,7.9418807217734866e-05,1.8264287488470226e-09,1.1318794074665181e-06
drained_like,74,1,plastic_converged,5,8.0759549746289849e-05,8.075954519881634e-05,1.8480348866495014e-09,1.1292542074189585e-06
drained_like,75,1,plastic_converged,5,8.2095360085077118e-05,8.2095358266087715e-05,1.8692845514572277e-09,1.1266223776391199e-06
drained_like,76,1,plastic_converged,5,8.3426071796566248e-05,8.342607270606095e-05,1.8901779195951898e-09,1.1239844544245754e-06
drained_like,77,1,plastic_converged,5,8.4751817212236347e-05,8.475181903122575e-05,1.9107220510626831e-09,1.1213409538847083e-06
drained_like,78,1,plastic_converged,5,8.6072522663016571e-05,8.6072517660795711e-05,1.9309191818445899e-09,1.1186923726859902e-06
drained_like,79,1,plastic_converged,5,8.7388127667509252e-05,8.7388125848519849e-05,1.9507723540781619e-09,1.1160391887712581e-06
drained_like,80,1,plastic_converged,5,8.8698453055258142e-05,8.8698453964752844e-05,1.9702813151519338e-09,1.113381862052709e-06
drained_like,81,1,plastic_converged,5,9.0003797595272772e-05,9.0003804871230386e-05,1.98945673122706e-09,1.1107208350766208e-06
drained_like,82,1,plastic_converged,5,9.1303852968849242e-05,9.1303853878343944e-05,2.0082952836355248e-09,1.1080565336694123e-06
drained_like,83,1,plastic_converged,5,9.2599134404736105e-05,9.2599130312009947e-05,2.0268124383780292e-09,1.1053893675485687e-06
drained_like,84,1,plastic_converged,5,9.388906073581893e-05,9.388906073581893e-05,2.0449993671181521e-09,1.1027197309257031e-06
drained_like,85,1,plastic_converged,5,9.517431135463994e-05,9.517431135463994e-05,2.0628743087639824e-09,1.1000480030706974e-06
drained_like,86,1,plastic_converged,5,9.6454616141272709e-05,9.6454614322283305e-05,2.0804350270471293e-09,1.0973745488714847e-06
drained_like,87,1,plastic_converged,5,9.7729659501055721e-05,9.7729653134592809e-05,2.0976783101745329e-09,1.0946997193583064e-06
drained_like,88,1,plastic_converged,5,9.9000205409538466e-05,9.9000205409538466e-05,2.1146244046842114e-09,1.0920238522153715e-06
drained_like,89,1,plastic_converged,5,0.00010026580548583297,0.00010026580548583297,2.1312667629511565e-09,1.089347272278604e-06
drained_like,90,1,plastic_converged,5,0.0001015267489492544,0.00010152674076380208,2.1476149181372221e-09,1.086670291999781e-06
drained_like,91,1,plastic_converged,5,0.0001027831121973577,0.0001027831121973577,2.1636743190873973e-09,1.0839932119100975e-06
drained_like,92,1,plastic_converged,5,0.00010403484156995546,0.00010403483884147136,2.1794465229164252e-09,1.0813163210542338e-06
drained_like,93,1,plastic_converged,5,0.00010528212169447215,0.00010528212169447215,2.1949389584540311e-09,1.0786398974138151e-06
drained_like,94,1,plastic_converged,5,0.00010652534456312424,0.00010652534456312424,2.2101627279958407e-09,1.075964208313534e-06
drained_like,95,1,plastic_converged,5,0.00010776402632473037,0.00010776401904877275,2.2251107340730131e-09,1.0732895108135222e-06
drained_like,96,1,plastic_converged,5,0.00010899856624746462,0.00010899857261392754,2.2397948575287908e-09,1.0706160520839083e-06
drained_like,97,1,plastic_converged,5,0.00011022921171388589,0.0001102292180803488,2.2542223847422343e-09,1.0679440697671506e-06
drained_like,98,1,plastic_converged,5,0.00011145562893943861,0.0001114556243919651,2.268389415141439e-09,1.0652737923306357e-06
drained_like,99,1,plastic_converged,5,0.00011267865738773253,0.00011267865556874312,2.2823163503247578e-09,1.0626054393952753e-06
drained_like,100,1,plastic_converged,5,0.00011389765313651878,0.0001138976613219711,2.2959926979059014e-09,1.0599392220674427e-06
drained_like,101,1,plastic_converged,5,0.00011511286174936686,0.00011511286356835626,2.3094256837933661e-09,1.057275343240788e-06
drained_like,102,1,plastic_converged,5,0.00011632474797806935,0.00011632475434453227,2.3226278105562829e-09,1.0546139979022109e-06
drained_like,103,1,plastic_converged,5,0.00011753333183150971,0.00011753333365049912,2.3356015855604078e-09,1.0519553734189694e-06
drained_like,104,1,plastic_converged,5,0.00011873843777721049,0.0001187384395961999,2.3483462858804948e-09,1.0492996498149422e-06
drained_like,105,1,plastic_converged,5,0.00011994057786068879,0.00011994057786068879,2.3608743614626298e-09,1.0466470000352786e-06
drained_like,106,1,plastic_converged,5,0.00012113980847061612,0.00012113981392758433,2.3731894218704064e-09,1.0439975902091299e-06
drained_like,107,1,plastic_converged,5,0.00012233553206897341,0.00012233553752594162,2.3852818505591013e-09,1.0413515798931199e-06
drained_like,108,1,plastic_converged,5,0.00012352874637144851,0.00012352874637144851,2.3971734345315995e-09,1.0387091223073147e-06
drained_like,109,1,plastic_converged,5,0.00012471942864067387,0.00012471943045966327,2.408866105054369e-09,1.0360703645727702e-06
drained_like,110,1,plastic_converged,5,0.00012590719143190654,0.00012590719143190654,2.4203543081546736e-09,1.0334354479245427e-06
drained_like,111,1,plastic_converged,5,0.00012709287420875626,0.00012709287602774566,2.4316564331646031e-09,1.0308045079256172e-06
drained_like,112,1,plastic_converged,5,0.00012827562386519276,0.00012827562204620335,2.4427579975366695e-09,1.0281776746765329e-06
drained_like,113,1,plastic_converged,5,0.00012945662274432834,0.00012945662092533894,2.4536837298951243e-09,1.0255550730032367e-06
drained_like,114,1,plastic_converged,5,0.00013063521691947244,0.00013063521328149363,2.4644229966389416e-09,1.0229368226580029e-06
drained_like,115,1,plastic_converged,5,0.0001318118420385872,0.00013181185477151303,2.4749863143676115e-09,1.0203230384926775e-06
drained_like,116,1,plastic_converged,5,0.000132987000142748,0.00013298700378072681,2.4853840696270545e-09,1.0177138306387929e-06
drained_like,117,1,plastic_converged,5,0.00013415984358289279,0.00013415983721642988,2.4956026319569603e-09,1.015109304679196e-06
drained_like,118,1,plastic_converged,5,0.00013533125638787169,0.00013533125820686109,2.5056605996209784e-09,1.0125095618023622e-06
drained_like,119,1,plastic_converged,5,0.0001365009302389808,0.00013650092660100199,2.5155533273549099e-09,1.0099146989718632e-06
drained_like,120,1,plastic_converged,5,0.0001376693153360975,0.00013766932170256041,2.5252913008813337e-09,1.0073248090664654e-06
drained_like,121,1,plastic_converged,5,0.00013883610517950729,0.00013883610336051788,2.5348698632669578e-09,1.0047399810344401e-06
drained_like,122,1,plastic_converged,5,0.00014000190003571333,0.00014000189821672393,2.5443020265392655e-09,1.0021603000254556e-06
drained_like,123,1,plastic_converged,5,0.00014116653892415343,0.00014116654710960574,2.5535863603406359e-09,9.99585847535095e-07
drained_like,124,1,plastic_converged,5,0.00014233028014132287,0.00014233028650778579,2.5627285963016476e-09,9.9701670152770625e-07
drained_like,125,1,plastic_converged,5,0.00014349285083881114,0.00014349284447234822,2.5717252604578376e-09,9.9445293656408596e-07
drained_like,126,1,plastic_converged,5,0.00014465472577285254,0.00014465472759184195,2.5805868432547684e-09,9.9189462392203926e-07
drained_like,127,1,plastic_converged,5,0.0001458158585592173,0.00014581586674466962,2.5893134306388628e-09,9.8934183171599082e-07
drained_like,128,1,plastic_converged,5,0.00014697642927785637,0.00014697642745886697,2.5979092656124674e-09,9.8679462500403135e-07
drained_like,129,1,plastic_converged,5,0.00014813656707701739,0.00014813656707701739,2.6063783801961052e-09,9.8425306589869512e-07
drained_like,130,1,plastic_converged,5,0.00014929600365576334,0.00014929601184121566,2.614717192901455e-09,9.8171721367114098e-07
drained_like,131,1,plastic_converged,5,0.00015045537293190137,0.00015045536474644905,2.6229374829872383e-09,9.7918712485007821e-07
drained_like,132,1,plastic_converged,5,0.00015161464853008511,0.0001516146467110957,2.6310407235230854e-09,9.7666285332094177e-07
drained_like,133,1,plastic_converged,5,0.00015277347210940206,0.00015277347847586498,2.6390214575254877e-09,9.7414445041702143e-07
drained_like,134,1,plastic_converged,5,0.00015393256035167724,0.00015393256308016134,2.6468929475249448e-09,9.7163196500692254e-07
drained_like,135,1,plastic_converged,5,0.00015509154400206171,0.0001550915394545882,2.6546500099372629e-09,9.6912544358807129e-07
drained_like,136,1,plastic_converged,5,0.00015625072046532296,0.00015625072228431236,2.6622990784326667e-09,9.6662493036286214e-07
drained_like,137,1,plastic_converged,5,0.00015741011247882852,0.00015741010520287091,2.6698410334182765e-09,9.6413046732313258e-07
drained_like,138,1,plastic_converged,5,0.00015857023117860081,0.0001585702284501167,2.6772859768488379e-09,9.6164209432619604e-07
drained_like,139,1,plastic_converged,5,0.00015973026074789232,0.00015973026347637642,2.6846208302216827e-09,9.5915984917095963e-07
drained_like,140,1,plastic_converged,5,0.0001608914071766776,0.00016089139990071999,2.6918665260178348e-09,9.5668376766605014e-07
isotropic,0,0,initial,0,0,-8640,0.375,0
isotropic,1,0,elastic,0,-8526.9375,-8526.9375,0.36328125,0
isotropic,2,0,elastic,0,-8403.75,-8403.75,0.3515625,0
isotropic,3,0,elastic,0,-8270.4375,-8270.4375,0.33984375,0
isotropic,4,0,elastic,0,-8126.9999999999991,-8126.9999999999991,0.328125,0
isotropic,5,0,elastic,0,-7973.4375,-7973.4375,0.31640625,0
isotropic,6,0,elastic,0,-7809.7499999999991,-7809.7499999999991,0.30468749999999994,0
isotropic,7,0,elastic,0,-7635.9375,-7635.9375,0.29296875,0
isotropic,8,0,elastic,0,-7452,-7452,0.28125,0
isotropic,9,0,elastic,0,-7257.9374999999991,-7257.9374999999991,0.26953125,0
isotropic,10,0,elastic,0,-7053.75,-7053.75,0.2578125,0
isotropic,11,0,elastic,0,-6839.4375,-6839.4375,0.24609375,0
isotropic,12,0,elastic,0,-6615,-6615,0.234375,0
isotropic,13,0,elastic,0,-6380.4375,-6380.4375,0.22265625,0
isotropic,14,0,elastic,0,-6135.7499999999991,-6135.7499999999991,0.2109375,0
isotropic,15,0,elastic,0,-5880.9375,-5880.9375,0.19921875,0
isotropic,16,0,elastic,0,-5616,-5616,0.1875,0
isotropic,17,0,elastic,0,-5340.9375,-5340.9375,0.17578125,0
isotropic,18,0,elastic,0,-5055.75,-5055.75,0.1640625,0
isotropic,19,0,elastic,0,-4760.4375,-4760.4375,0.15234375000000003,0
isotropic,20,0,elastic,0,-4455,-4455,0.140625,0
isotropic,21,0,elastic,0,-4139.4375,-4139.4375,0.12890625,0
isotropic,22,0,elastic,0,-3813.75,-3813.75,0.1171875,0
isotropic,23,0,elastic,0,-3477.9375,-3477.9375,0.10546875,0
isotropic,24,0,elastic,0,-3131.9999999999995,-3131.9999999999995,0.093749999999999986,0
isotropic,25,0,elastic,0,-2775.9375,-2775.9375,0.08203125,0
isotropic,26,0,elastic,0,-2409.75,-2409.75,0.0703125,0
isotropic,27,0,elastic,0,-2033.4375,-2033.4375,0.05859375,0
isotropic,28,0,elastic,0,-1647,-1647,0.046875,0
isotropic,29,0,elastic,0,-1250.4375,-1250.4375,0.03515625,0
isotropic,30,0,elastic,0,-843.75,-843.75,0.0234375,0
isotropic,31,0,elastic,0,-426.9375,-426.9375,0.01171875,0
isotropic,32,0,elastic,0,0,0,0,0
isotropic,33,1,plastic_converged,3,-1.1807590110035976e-06,-1.1807590110035976e-06,3.1806832930800931e-11,1.3643130380340584e-06
isotropic,34,1,plastic_converged,3,-1.2103449953712856e-06,-1.2103449953712856e-06,3.237681231977376e-11,1.3583162379682536e-06
isotropic,35,1,plastic_converged,3,-1.2406007586004121e-06,-1.2406007586004121e-06,3.2955418462485256e-11,1.352351524248851e-06
isotropic,36,1,plastic_converged,3,-1.2713393497013097e-06,-1.2713393497013097e-06,3.3537468817307088e-11,1.3464187027740081e-06
isotropic,37,1,plastic_converged,3,-1.3027509786346961e-06,-1.3027509786346961e-06,3.4127802618741012e-11,1.3405175842723725e-06
isotropic,38,1,plastic_converged,3,-1.3352758761835786e-06,-1.3352758761835786e-06,3.4737628292010901e-11,1.334647980670627e-06
isotropic,39,1,plastic_converged,3,-1.3683202837135313e-06,-1.3683202837135313e-06,3.5351128422821375e-11,1.3288097050762527e-06
isotropic,40,1,plastic_converged,3,-1.402090095109596e-06,-1.402090095109596e-06,3.5973434377628556e-11,1.3230025717818997e-06
isotropic,41,1,plastic_converged,3,-1.4368345581701807e-06,-1.4368345581701807e-06,3.6610639432236357e-11,1.3172263962364144e-06
isotropic,42,1,plastic_converged,3,-1.4723452684089417e-06,-1.4723452684089417e-06,3.725708593289613e-11,1.3114809950567165e-06
isotropic,43,1,plastic_converged,3,-1.508635368737951e-06,-1.508635368737951e-06,3.7912835721790555e-11,1.3057661860190127e-06
isotropic,44,1,plastic_converged,3,-1.5457249462961184e-06,-1.5457249462961184e-06,3.8578119789049522e-11,1.3000817880339047e-06
isotropic,45,1,plastic_converged,3,-1.5836274496071984e-06,-1.5836274496071984e-06,3.9252995760471918e-11,1.2944276211615793e-06
isotropic,46,1,plastic_converged,3,-1.6226107863295207e-06,-1.6226107863295207e-06,3.994378117323476e-11,1.2888035065848092e-06
isotropic,47,1,plastic_converged,3,-1.6624429482380126e-06,-1.6624429482380126e-06,4.0644395933641179e-11,1.2832092666184802e-06
isotropic,48,1,plastic_converged,3,-1.7031516599555039e-06,-1.7031516599555039e-06,4.1355228855841682e-11,1.2776447246923409e-06
isotropic,49,1,plastic_converged,3,-1.7447510658880059e-06,-1.7447510658880059e-06,4.2076328060382639e-11,1.272109705336984e-06
isotropic,50,1,plastic_converged,3,-1.7875132805878025e-06,-1.7875132805878025e-06,4.28139165033487e-11,1.2666040341962492e-06
isotropic,51,1,plastic_converged,3,-1.8312105910290315e-06,-1.8312105910290315e-06,4.3562154868654769e-11,1.2611275380045232e-06
isotropic,52,1,plastic_converged,3,-1.8755910248419164e-06,-1.8755840082504758e-06,4.4314619514589509e-11,1.2556800445839707e-06
isotropic,53,1,plastic_converged,3,-1.9211946746423414e-06,-1.9212017151575717e-06,4.5084469451890587e-11,1.2502613828374587e-06
isotropic,54,1,plastic_converged,3,-1.9680744231871468e-06,-1.9680673586994889e-06,4.58713476355705e-11,1.2448713827401347e-06
isotropic,55,1,plastic_converged,3,-2.0159718741617254e-06,-2.0159789626704244e-06,4.6670142262734661e-11,1.2395098753393319e-06
isotropic,56,1,plastic_converged,3,-2.0649024037392716e-06,-2.0649024037392716e-06,4.7479735106451834e-11,1.2341766927357338e-06
isotropic,57,1,plastic_converged,3,-2.1148886506652402e-06,-2.1148886506652402e-06,4.8300978482495647e-11,1.2288716680891576e-06
isotropic,58,1,plastic_converged,3,-2.1659534766811004e-06,-2.1659534766811004e-06,4.913390056565334e-11,1.2235946356021029e-06
isotropic,59,1,plastic_converged,3,-2.2181199674620045e-06,-2.2181199674620045e-06,4.9978690585704262e-11,1.2183454305138397e-06
isotropic,60,1,plastic_converged,3,-2.2717142259297631e-06,-2.2717214352720684e-06,5.0842472788776298e-11,1.2131238891048083e-06
isotropic,61,1,plastic_converged,3,-2.3264518046304642e-06,-2.3264445709759255e-06,5.1717802543350783e-11,1.2079298486690137e-06
isotropic,62,1,plastic_converged,3,-2.3823636576896873e-06,-2.3823636576896873e-06,5.260598885480019e-11,1.2027631475310735e-06
isotropic,63,1,plastic_converged,3,-2.4397942084908565e-06,-2.439786926066535e-06,5.3513434096442406e-11,1.1976236250247044e-06
isotropic,64,1,plastic_converged,3,-2.4984567148157412e-06,-2.4984640216975614e-06,5.4434196371152573e-11,1.192511121485124e-06
isotropic,65,1,plastic_converged,3,-2.5583683800153732e-06,-2.5583683800153732e-06,5.5367331043945336e-11,1.1874254782533443e-06
isotropic,66,1,plastic_converged,3,-2.6195465399632328e-06,-2.6195391840213274e-06,5.6313328786068507e-11,1.1823665376586854e-06
isotropic,67,1,plastic_converged,3,-2.6820308051311391e-06,-2.6820381856755785e-06,5.7273146075230067e-11,1.1773341430235924e-06
isotropic,68,1,plastic_converged,3,-2.7465573035627631e-06,-2.7465573035627631e-06,5.8261078133561806e-11,1.172328138642711e-06
isotropic,69,1,plastic_converged,3,-2.81208127672564e-06,-2.81208127672564e-06,5.9255064261952517e-11,1.1673483697866628e-06
isotropic,70,1,plastic_converged,3,-2.8789900753427074e-06,-2.8789900753427074e-06,6.0262827198444898e-11,1.1623946827009128e-06
isotropic,71,1,plastic_converged,3,-2.9476910901072549e-06,-2.9476985695444871e-06,6.1292609145932486e-11,1.1574669245814132e-06
isotropic,72,1,plastic_converged,3,-3.0178390837230469e-06,-3.0178315794420873e-06,6.2336111810372611e-11,1.1525649435874383e-06
isotropic,73,1,plastic_converged,3,-3.0894605510789468e-06,-3.0894680802517895e-06,6.3394570029000889e-11,1.14768858882658e-06
isotropic,74,1,plastic_converged,3,-3.1629901475401868e-06,-3.1629825934273327e-06,6.4475207253384989e-11,1.142837710337227e-06
isotropic,75,1,plastic_converged,3,-3.2376479299434903e-06,-3.237640350842524e-06,6.5562589904054209e-11,1.1380121591143138e-06
isotropic,76,1,plastic_converged,3,-3.3146966124514607e-06,-3.3147042165886094e-06,6.6681871535632195e-11,1.1332117870694111e-06
isotropic,77,1,plastic_converged,3,-3.3929436222492049e-06,-3.3929436222492049e-06,6.7807712225825264e-11,1.1284364470413401e-06
isotropic,78,1,plastic_converged,3,-3.4728185067468832e-06,-3.4728185067468832e-06,6.8948992710665197e-11,1.1236859927913809e-06
isotropic,79,1,plastic_converged,3,-3.5547870979328183e-06,-3.5547870979328183e-06,7.0114325553827483e-11,1.11896027898681e-06
isotropic,80,1,plastic_converged,3,-3.6384582908788963e-06,-3.6384505861168805e-06,7.1295300813222382e-11,1.1142591612079361e-06
isotropic,81,1,plastic_converged,3,-3.7243169059576536e-06,-3.7243323660338923e-06,7.2501675371503782e-11,1.1095824959356246e-06
isotropic,82,1,plastic_converged,3,-3.8119698755000601e-06,-3.8119698755000601e-06,7.3723879459830984e-11,1.1049301405386406e-06
isotropic,83,1,plastic_converged,3,-3.9014234128131078e-06,-3.9014156320791277e-06,7.4962483741039197e-11,1.1003019532798257e-06
isotropic,84,1,plastic_converged,3,-3.9932144943295564e-06,-3.9932144943295564e-06,7.6227438738185064e-11,1.095697793315331e-06
isotropic,85,1,plastic_converged,3,-4.0868923518884974e-06,-4.0868923518884974e-06,7.7509107666671262e-11,1.0911175206632228e-06
isotropic,86,1,plastic_converged,3,-4.1825030155439838e-06,-4.1825108726804282e-06,7.880819319944022e-11,1.0865609962212893e-06
isotropic,87,1,plastic_converged,3,-4.280077206836055e-06,-4.2800693241365985e-06,8.0124207777276724e-11,1.0820280817556676e-06
isotropic,88,1,plastic_converged,3,-4.3801678496182779e-06,-4.3801757579284549e-06,8.1467995375823841e-11,1.077518639886398e-06
isotropic,89,1,plastic_converged,3,-4.4823114143426176e-06,-4.4822955464054687e-06,8.2829000224802311e-11,1.0730325340981574e-06
isotropic,90,1,plastic_converged,3,-4.5865475871930185e-06,-4.5865475871930185e-06,8.4208931518049281e-11,1.0685696287173956e-06
isotropic,91,0,elastic,0,-347.82019637285384,-347.82019637285384,0.00642728253330854,0
isotropic,92,0,elastic,0,-691.14038815916001,-691.14038815916001,0.012854564982408149,0
isotropic,93,0,elastic,0,-1029.9605799454662,-1029.9605799454662,0.019281847431507754,0
isotropic,94,0,elastic,0,-1364.2807717317726,-1364.2807717317726,0.025709129880607366,0
isotropic,95,0,elastic,0,-1694.1009635180787,-1694.1009635180787,0.032136412329706966,0
isotropic,96,0,elastic,0,-2019.4211553043849,-2019.4211553043849,0.038563694778806577,0
isotropic,97,0,elastic,0,-2340.2413470906913,-2340.2413470906913,0.044990977227906195,0
isotropic,98,0,elastic,0,-2656.561538876997,-2656.561538876997,0.051418259677005793,0
isotropic,99,0,elastic,0,-2968.3817306633041,-2968.3817306633041,0.057845542126105411,0
isotropic,100,0,elastic,0,-3275.7019224496098,-3275.7019224496098,0.064272824575205001,0
isotropic,101,0,elastic,0,-3578.522114235916,-3578.522114235916,0.070700107024304612,0
isotropic,102,0,elastic,0,-3876.8423060222221,-3876.8423060222221,0.077127389473404237,0
isotropic,103,0,elastic,0,-4170.6624978085283,-4170.6624978085283,0.083554671922503834,0
