test,sigmac_xx_input,sigmac_yy_input,sigmac_zz_input,p_internal,q_internal,sigmac_xx_roundtrip,sigmac_yy_roundtrip,sigmac_zz_roundtrip,passed,M,lambda,kappa,e0,pc0
hydrostatic_compression,-50,-50,-50,50,0,-50,-50,-50,1,1.2,0.20000000000000001,0.040000000000000001,0.80000000000000004,160
