part,particles,material_particles,porepress_min,porepress_max,excess_max_abs,hydro_error_max_abs,nan_count
0000,1040,1000,49.05000209808,9760.950417519,0.0,0.0004894219991911086,0
0001,1040,1000,49.05000209808,9760.950417519,0.0,0.0004894219991911086,0
