code,excluded_particles,steps,runtime_seconds,dt_pore,nframes,final_time,final_velocity_max,final_velocity_mean,final_settlement_mean_z,final_PorePress_max,final_hydrostatic_max,final_Excess_max,final_Excess_mean,final_bottom_Excess_mean,final_top_Excess_maxAbs,final_bottom_grad_proxy,max_velocity_over_time,max_PorePressRate_over_time,max_DivVelContribution_over_time,max_HydraulicContribution_over_time,max_PorePressureAccelDiff_over_time
0,0,3775438,68552.65625,9.53532e-07,37,3.6,0.00021003156192665346,0.00013968205913202599,-0.002474491826899996,10921.61146663,9762.256529007,1159.515686228,725.4279396764802,1159.354937623,0.0,0.008549048049871999,0.00246067530000001,121287300.0,4793616.9333333345,121318523.76078829,9.922479600000047
