case,label,frame,time,particle_count,center_count,velocity_max,divvel_maxabs,divvel_center_mean,porepress_min,porepress_max,porepress_mean,porepress_center_mean,excess_center_mean,porepressrate_maxabs,porepressrate_center_mean,negative_pressure_count,kplastic_max,sigma_xx_mean,sigma_yy_mean,sigma_zz_mean,p_eff_proxy_mean,q_proxy_mean,q_proxy_max
CaseT4k_InitialStressOnly_FeedbackOff,initial stress only,10,0.002815,407,45,0.0009573125063627381,0.049009394,-0.04111592351111111,-26991.22308656,-14096.60255709,-18959.69413028614,-17111.413034706,-17111.413034706,32663370.0,27407878.8,407,0.0,-3.5414139110810816,-3.541414203832923,-2.511536961179361,-3.198121692031122,16.072082994339084,40.87844039997702
CaseT4k_InitialStressOnly_FeedbackOff,initial stress only,11,0.003016,407,45,0.0007791805398046358,0.040005613,-0.032166917511111115,-24580.87860184,-11010.19784721,-15632.945982058354,-12462.62103654289,-12462.62103654289,26646838.0,21435717.2,407,0.0,-13.168740764250616,-13.168740950122851,-8.207497423292384,-11.514993045888614,17.303963258047414,38.74713567959298
CaseT4k_InitialStressOnly_FeedbackOff,initial stress only,12,0.003318,407,45,0.0005985901800000002,0.018824426,-0.012795462806666668,-20941.49002416,-5742.376125644,-12795.371097952791,-8529.824200195868,-8529.824200195868,12512081.0,8514579.917777779,407,0.0,-21.81677835651106,-21.816778465356265,-12.1932363970516,-18.608931072972972,17.789635453304534,36.1190664000013
CaseT4k_InitialStressOnly_FeedbackOff,initial stress only,13,0.003519,407,45,0.0007626951000000002,0.019190535,0.0011389309486666663,-14344.31304949,-7312.210308369,-12143.504414317755,-9383.491840599578,-9383.491840599578,12798818.0,-770733.0224444444,407,0.0,-23.37264241572482,-23.372642465110562,-11.636605395331694,-19.46063009205569,17.234801643261367,36.30370440000153
CaseT4k_InitialStressOnly_FeedbackOff,initial stress only,14,0.003821,407,45,0.0008594489200000008,0.033772577,0.0205694476,-18216.60938486,-10303.18177003,-13765.752235485208,-12263.934019342667,-12263.934019342667,22491756.0,-13721994.444444444,407,0.0,-19.85414233734644,-19.85414217076167,-6.5067461925552825,-15.405010233554464,16.212307617113783,32.885480900001426
CaseT4k_InitialStressOnly_FeedbackOff,initial stress only,15,0.004022,407,45,0.0008039785243454706,0.037223626,0.03047579124444445,-23102.15056409,-10493.50426762,-15969.267490035381,-16048.736187159997,-16048.736187159997,24774698.0,-20321199.51111111,407,0.0,-14.370671626044226,-14.370671428009828,-0.9473210598034398,-9.896221371285831,15.66417368535868,29.532237000000343
CaseT4k_InitialStressOnly_FeedbackOff,initial stress only,16,0.004323,407,45,0.0007846167223414518,0.046991393,0.03706182111111111,-29993.97850285,-9511.172070829,-20144.092700301062,-23226.703374841334,-23226.703374841334,31317282.0,-24700922.17777778,407,0.0,-3.56341100741941,-3.563410687289189,8.749349686191646,0.5408426638276823,15.082918108609636,32.055735000000006
CaseT4k_InitialStressOnly_FeedbackOff,initial stress only,17,0.004524,407,45,0.0007270182788197309,0.046031747,0.03492541528888889,-29207.89265759,-17064.36313789,-23448.785965346662,-27065.868456431323,-27065.868456431323,30671736.0,-23270962.31111111,407,0.0,3.840593001498772,3.8405933295085997,14.864631825307127,7.515272718771498,14.960713445069214,34.49583007500001
CaseT4k_InitialStressOnly_FeedbackOff,initial stress only,18,0.004826,407,45,0.000561446037203383,0.033515595,0.0225667128,-35794.32238511,-17443.89658745,-26703.264414372527,-32573.557457359326,-32573.557457359326,22305896.0,-15022491.022222223,407,0.0,12.712126532793611,12.712126862142506,21.53015484914005,15.651469414692055,15.089217286036634,33.6615097280001
CaseT4k_InitialStressOnly_FeedbackOff,initial stress only,19,0.005027,407,45,0.00047460228000000015,0.019130539,0.00985433113111111,-38506.56602888,-18013.00853076,-27848.90097306558,-34336.20026184445,-34336.20026184445,12730192.0,-6544634.537777778,407,0.0,16.02070728909091,16.020707568058967,23.505268486732184,18.515561114627356,14.936865842239683,31.069595500000737
CaseT4k_InitialStressOnly_FeedbackOff,initial stress only,20,0.005329,407,45,0.0007279224200000002,0.020351553,-0.010376177764444446,-38162.27361737,-19179.02018309,-27777.735160924767,-33560.48232911778,-33560.48232911778,13554333.0,6940237.546666667,407,0.0,16.30226326090909,16.302263329877153,22.408412822162163,18.337646470982804,13.739866451734041,25.66219410000084
CaseT4k_InitialStressOnly_FeedbackOff,initial stress only,21,0.00553,407,45,0.0007999147600000001,0.025171131,-0.020705933600000004,-32518.26870439,-22246.13836713,-26832.908529638822,-29928.08073275422,-29928.08073275422,16809068.0,13815733.666666666,407,0.0,13.711618767285012,13.711618778864864,19.364637667321865,15.595958404490581,12.542751535419299,21.42341725000088
CaseT4k_InitialStressOnly_FeedbackOff,initial stress only,22,0.005831,407,45,0.0007739413400000004,0.035591155,-0.02865850977777778,-29462.07411515,-19127.49104128,-24202.313962779728,-24555.439178136217,-24555.439178136217,23739578.0,19106976.31111111,407,0.0,7.2048824435135135,7.204882430710074,12.648649239803438,9.019471371342343,11.242816648888668,23.632179253577743
CaseT4k_InitialStressOnly_FeedbackOff,initial stress only,23,0.006032,407,45,0.0006849996900000003,0.035973851,-0.02871126031111111,-27470.64800865,-17254.04224333,-22205.828678852602,-20675.425843887773,-20675.425843887773,23976114.0,19134863.644444443,407,0.0,2.2294964232899264,2.229496382321867,7.625779760009828,4.028257521873873,11.296073477992834,26.555499128952363
CaseT4k_InitialStressPlusConf_FeedbackOff,"initial stress + conf, fb off",0,407.0,407,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-50.0,-50.0,-50.0,-50.0,0.0,0.0
CaseT4k_InitialStressPlusConf_FeedbackOff,"initial stress + conf, fb off",1,0.000503,407,45,0.000968458111408096,0.030540999,0.021668603200000004,-10235.56260894,-4059.836936988,-7426.230126886059,-7262.052970152578,-7262.052970152578,20360664.0,-14445734.555555556,407,0.0,-30.282442368550363,-30.282442484029485,-33.738386206388206,-31.43442368632269,5.4967249700762615,8.950574546177
CaseT4k_InitialStressPlusConf_FeedbackOff,"initial stress + conf, fb off",2,0.000804,407,45,0.0011284463052013921,0.067193255,0.047820367044444444,-23501.52625974,-9842.841937759,-16804.49040173826,-16672.532188494002,-16672.532188494002,44764000.0,-31884674.133333333,407,0.0,-5.535243998402948,-5.535244177002457,-12.89582418894349,-7.988770788116298,11.784177918219532,19.351277596290092
CaseT4k_InitialStressPlusConf_FeedbackOff,"initial stress + conf, fb off",3,0.001005,407,45,0.0011813643295111964,0.05969448,0.04338122944444445,-31797.24887451,-14318.19935327,-22436.11599990059,-22695.91905988578,-22695.91905988578,39737384.0,-28923848.71111111,407,0.0,9.10489131144963,9.104891048845207,0.06110196117936112,6.090294773824733,14.636581970114195,24.15776333532235
CaseT4k_InitialStressPlusConf_FeedbackOff,"initial stress + conf, fb off",4,0.001307,407,45,0.001090065966206019,0.036196858,0.024938962555555555,-40161.92013711,-16411.50859405,-27699.392881532724,-29126.999892277116,-29126.999892277116,24111352.0,-16620058.711111112,407,0.0,22.23746768820639,22.237467434889435,13.270529819803441,19.248488314299752,15.332049131920733,24.909085231848014
CaseT4k_InitialStressPlusConf_FeedbackOff,"initial stress + conf, fb off",5,0.001508,407,45,0.0009280408121595934,0.027213369,0.007255900993333334,-37255.8081825,-20367.76227565,-29258.80361569769,-29746.159178509548,-29746.159178509548,18149050.0,-4823497.443111111,407,0.0,23.62809339058968,23.628093170098282,16.577472980589683,21.277886513759217,13.929119089594955,25.659786112378963
CaseT4k_InitialStressPlusConf_FeedbackOff,"initial stress + conf, fb off",6,0.00181,407,45,0.0012130704312943157,0.043120541,-0.019343452844444445,-37030.48306562,-15890.10468437,-26700.840521691596,-27556.63120269866,-27556.63120269866,28697372.0,12919978.366666667,407,0.0,15.462296418181818,15.462296151351351,13.72434103832924,14.88297786928747,12.16757882587902,32.20918329479568
CaseT4k_InitialStressPlusConf_FeedbackOff,"initial stress + conf, fb off",7,0.002011,407,45,0.0012840752906560602,0.047333632,-0.032129304177777776,-38095.15888328,-11683.07405443,-23174.120887284178,-23627.346254760225,-23627.346254760225,31484308.0,21446422.133333333,407,0.0,5.035922079437101,5.03592178404226,8.126688402702703,6.0661774220606866,15.408937811894406,35.469049474400116
CaseT4k_InitialStressPlusConf_FeedbackOff,"initial stress + conf, fb off",8,0.002312,407,45,0.0011552537518546367,0.04821467,-0.03992142237777777,-37662.67241143,-3724.57589699,-16772.9538150556,-15898.65575476578,-15898.65575476578,32111764.0,26637888.0,407,0.0,-13.756077056019654,-13.756077400245697,-2.2980728335380842,-9.93674242993448,25.85428036271222,44.593334901629746
CaseT4k_InitialStressPlusConf_FeedbackOff,"initial stress + conf, fb off",9,0.002514,407,45,0.0010042152344130696,0.046809137,-0.037270129000000006,-25962.77751406,-6278.101562954,-12498.005807343498,-9568.719161951467,-9568.719161951467,31224870.0,24855049.82222222,407,0.0,-25.890198445700246,-25.890198670761674,-8.616879043022113,-20.132425386494674,32.4554414660394,51.77746900000004
CaseT4k_InitialStressPlusConf_FeedbackOff,"initial stress + conf, fb off",10,0.002815,407,45,0.0007403616015573885,0.03578385,-0.023979962288888892,-22682.92295442,-1856.291796526,-7900.153500549159,-3719.448504980111,-3719.448504980111,23846190.0,15985304.577777777,407,0.0,-40.14470297985749,-40.14470309845701,-14.59176854,-31.62705820610483,40.06082544787091,72.35955000000011
CaseT4k_InitialStressPlusConf_FeedbackOff,"initial stress + conf, fb off",11,0.003016,407,45,0.0008956706200000001,0.022987461,-0.011434485895555555,-20231.83760542,1673.869845121,-6264.845749821772,-1753.4830254410351,-1753.4830254410351,15295988.0,7616316.417777777,398,0.0,-45.856993415724816,-45.85699331936118,-15.43199780938575,-35.715328181490584,43.4054856894383,82.98671500000009
CaseT4k_InitialStressPlusConf_FeedbackOff,"initial stress + conf, fb off",12,0.003318,407,45,0.0011982882000000001,0.021167211,0.008026686951111113,-16750.91617328,3349.790598739,-6153.739794996598,-2090.7298900479113,-2090.7298900479113,14106011.0,-5362053.934222222,396,0.0,-48.13797488329239,-48.13797483194104,-11.703330885675676,-35.99309353363636,46.153286368056264,93.4528445000002
CaseT4k_InitialStressPlusConf_FeedbackOff,"initial stress + conf, fb off",13,0.003519,407,45,0.0013068735,0.032628942,0.019109886222222223,-12815.55215998,-2067.776353858,-7458.320807723873,-5055.851871401465,-5055.851871401465,21748592.0,-12745155.333333334,407,0.0,-45.74466794083538,-45.74466789936118,-6.2217050668304665,-32.570346969009,47.01940451687853,96.99368100000027
CaseT4k_InitialStressPlusConf_FeedbackOff,"initial stress + conf, fb off",14,0.003821,407,45,0.0012650329,0.040241078,0.030518141444444445,-17862.98929656,-4472.785787005,-11130.072806628732,-10538.331561101688,-10538.331561101688,26797122.0,-20348303.111111112,407,0.0,-37.66519503046683,-37.66519501203931,5.15749122071253,-23.390966273931205,48.24465901216616,98.4012300000003
CaseT4k_InitialStressPlusConf_FeedbackOff,"initial stress + conf, fb off",15,0.004022,407,45,0.0010877075000000002,0.039207805,0.03346561175555555,-22553.13878704,-6578.013763236,-14154.663619642562,-14960.994733798,-14960.994733798,26145538.0,-22310550.48888889,407,0.0,-30.57950927882801,-30.579509301869777,13.670552769363146,-15.829488603778216,48.91064666691384,98.9605450000003
CaseT4k_InitialStressPlusConf_FeedbackOff,"initial stress + conf, fb off",16,0.004323,407,45,0.000690148999401332,0.041495588,0.029821010955555553,-28728.73309028,-7494.08066601,-18538.06666096159,-21344.304675970892,-21344.304675970892,27649010.0,-19876183.377777778,407,0.0,-20.055904999115477,-20.055905045380836,25.49887020120393,-4.870979947764128,49.487281875865314,97.13538950000022
CaseT4k_InitialStressPlusConf_FeedbackOff,"initial stress + conf, fb off",17,0.004524,407,45,0.0005678008211286415,0.036368471,0.02246604164,-27223.61631371,-15286.76017818,-21402.96869113302,-24192.934234863114,-24192.934234863114,24235274.0,-14965797.08888889,407,0.0,-14.59477126411548,-14.594771259638822,31.484290941253075,0.764916139166257,49.59565525371595,94.90338600000045
CaseT4k_InitialStressPlusConf_FeedbackOff,"initial stress + conf, fb off",18,0.004826,407,45,0.00047287102758560804,0.01973054,0.00652361528,-30156.49614475,-16389.52685907,-23080.767562307272,-26631.38753872778,-26631.38753872778,13118158.0,-4335282.31111111,407,0.0,-10.592470195847667,-10.592469986683048,36.0631816741769,4.959413830548731,49.56888383634903,94.62054950000015
CaseT4k_InitialStressPlusConf_FeedbackOff,"initial stress + conf, fb off",19,0.005027,407,45,0.0006715373000000003,0.020629315,-0.005173443751111112,-31305.40629756,-17367.95082249,-22929.320435341622,-26324.14578533511,-26324.14578533511,13753803.0,3462613.388888889,407,0.0,-11.087971725208844,-11.087971439646191,35.918331023095824,4.580795952746929,49.66717633561179,95.65124600000021
CaseT4k_InitialStressPlusConf_FeedbackOff,"initial stress + conf, fb off",20,0.005329,407,45,0.0009435289000000001,0.02667236,-0.019818987333333336,-29185.13567306,-18412.01671915,-21120.042709931007,-23231.26434479289,-23231.26434479289,17762988.0,13222843.022222223,407,0.0,-15.753029775398034,-15.753029493938575,31.678862869041772,0.05760119990171979,50.231783262463914,95.7298020000002
CaseT4k_InitialStressPlusConf_FeedbackOff,"initial stress + conf, fb off",21,0.00553,407,45,0.0010030195,0.027924173,-0.025459063022222218,-21918.3365686,-16660.44847379,-19208.805992936363,-19594.444849511776,-19594.444849511776,18635784.0,16976771.844444446,407,0.0,-20.47982820398526,-20.47982789936855,27.022978544840296,-4.6455591861711705,50.80489676084901,94.57273300000013
CaseT4k_InitialStressPlusConf_FeedbackOff,"initial stress + conf, fb off",22,0.005831,407,45,0.00094366085,0.032605339,-0.0265215628,-21595.49329144,-12118.91670443,-16103.06723334683,-14203.577823601334,-14203.577823601334,21741642.0,17676934.644444443,407,0.0,-28.07008191781327,-28.07008160592138,18.910442342432432,-12.409907060434072,51.49724376140412,90.87517900000005
CaseT4k_InitialStressPlusConf_FeedbackOff,"initial stress + conf, fb off",23,0.006032,407,45,0.0008355628800000003,0.029794741,-0.022855857466666664,-21999.9068635,-9903.573417691,-14222.926513579438,-10993.15070493289,-10993.15070493289,19856172.0,15228013.6,407,0.0,-32.46078548746929,-32.46078514692875,13.590792500491402,-17.110259377968877,51.47365649906737,87.06499500000005
CaseT4k_InitialStressPlusConf_FeedbackDelayed,"initial stress + conf, delayed fb",0,407.0,407,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-50.0,-50.0,-50.0,-50.0,0.0,0.0
CaseT4k_InitialStressPlusConf_FeedbackDelayed,"initial stress + conf, delayed fb",1,0.000503,407,45,0.0009475904618069796,0.030540999,0.021668603200000004,-10235.56260894,-4059.836936988,-7426.230126886059,-7262.052970152578,-7262.052970152578,20360664.0,-14445734.555555556,407,0.0,-30.282442368550363,-30.282442484029485,-33.738386206388206,-31.43442368632269,5.4967249700762615,8.950574546177
CaseT4k_InitialStressPlusConf_FeedbackDelayed,"initial stress + conf, delayed fb",2,0.000804,407,45,0.0010855854312884048,0.064700529,0.046016426177777785,-23090.3207957,-9673.072188825,-16505.90020359362,-16377.736584516892,-16377.736584516892,43102584.0,-30681981.155555554,407,0.0,-6.326961788154792,-6.32696208176167,-13.551814179459457,-8.73524601645864,11.569434481323482,19.001348832829603
CaseT4k_InitialStressPlusConf_FeedbackDelayed,"initial stress + conf, delayed fb",3,0.001005,407,45,0.0011270066346930605,0.056697749,0.041127141222222226,-30999.85789085,-13963.89658431,-21854.139487765184,-22111.260546219997,-22111.260546219997,37740820.0,-27421013.02222222,407,0.0,7.565419080830466,7.565418679113022,-1.2247769302211309,4.635353609907453,14.239637661130962,23.512714139563894
CaseT4k_InitialStressPlusConf_FeedbackDelayed,"initial stress + conf, delayed fb",4,0.001307,407,45,0.0010252650098959495,0.033785794,0.0227569198,-38803.67086876,-15725.07986668,-26710.088807896365,-28083.65694132112,-28083.65694132112,22504522.0,-15165417.4,407,0.0,19.637393526756757,19.637393138427516,11.05089776135135,16.77522814217854,14.752678441014737,23.9786221105368
CaseT4k_InitialStressPlusConf_FeedbackDelayed,"initial stress + conf, delayed fb",5,0.001508,407,45,0.0008649205681192901,0.025381936,0.005824643959799998,-35898.17205117,-19446.86443624,-28087.699646118206,-28511.149837426005,-28511.149837426005,16927796.0,-3869777.2678,407,0.0,20.638560362407862,20.6385599017199,13.958319402309582,18.41181322214578,13.375069425244948,24.745709724064078
CaseT4k_InitialStressPlusConf_FeedbackDelayed,"initial stress + conf, delayed fb",6,0.00181,407,45,0.0011447434764856235,0.041017525,-0.01871246491111111,-35496.62654931,-15095.78296417,-25573.047458415014,-26299.909896952224,-26299.909896952224,27297544.0,12498109.133333333,407,0.0,12.652657169778871,12.652656728009829,11.07023085135135,12.125181583046682,11.736175998208559,30.906284344314187
CaseT4k_InitialStressPlusConf_FeedbackDelayed,"initial stress + conf, delayed fb",7,0.002011,407,45,0.0011976329225561347,0.044394482,-0.030016502977777772,-36433.21284944,-11112.70012971,-22264.167412543884,-22605.816267556,-22605.816267556,29528168.0,20036432.933333334,407,0.0,2.8671926489434885,2.86719227046683,5.82455535036855,3.8529800899262896,14.664297027825171,33.94621012926442
CaseT4k_InitialStressPlusConf_FeedbackDelayed,"initial stress + conf, delayed fb",8,0.002312,407,45,0.001062894631569793,0.043756373,-0.03624734244444444,-36020.58082995,-3993.178299655,-16384.720729406723,-15528.652039754224,-15528.652039754224,29143146.0,24187364.8,407,0.0,-14.411805279606881,-14.411805401719903,-3.7133058756756756,-10.845638852334153,24.201184749256832,42.50628245678219
CaseT4k_InitialStressPlusConf_FeedbackDelayed,"initial stress + conf, delayed fb",9,0.002514,407,45,0.0009098662400000007,0.04198695,-0.03331158031111111,-25282.32721117,-6288.322978976,-12534.467754507794,-9759.038692621356,-9759.038692621356,28009554.0,22215884.48888889,407,0.0,-25.392736374938575,-25.392736402702702,-9.386882357707616,-20.057451711782964,30.208069267160877,48.52879794485125
CaseT4k_InitialStressPlusConf_FeedbackDelayed,"initial stress + conf, delayed fb",10,0.002815,407,45,0.0006632506800000002,0.031554956,-0.020883037622222222,-22355.57918117,-2620.204362092,-8440.510680681204,-4612.209968722978,-4612.209968722978,21029158.0,13921811.444444444,407,0.0,-38.1173401904742,-38.117339999923836,-14.642357641326782,-30.29234594390827,37.096952620430216,66.03652560000025
CaseT4k_InitialStressPlusConf_FeedbackDelayed,"initial stress + conf, delayed fb",11,0.003016,407,45,0.0007975435000000004,0.020064274,-0.009624664460000001,-20191.40657833,152.1789201101,-7009.035120233388,-2935.411176315392,-2935.411176315392,13351330.0,6411673.140000001,406,0.0,-43.14652477683046,-43.146524504963146,-15.320057618648649,-33.87103563348075,40.12328607207887,75.57156830000014
CaseT4k_InitialStressPlusConf_FeedbackDelayed,"initial stress + conf, delayed fb",12,0.003318,407,45,0.002400176635012413,0.070558809,0.03505971333333333,-17086.42595343,-1104.391053566,-6959.361194931149,-5911.637281465311,-5911.637281465311,47072292.0,-23376919.133333333,407,0.0,-45.05028893095823,-45.05028852285013,-11.885084006633905,-33.99522048681409,42.66740490466702,93.8931580000002
CaseT4k_InitialStressPlusConf_FeedbackDelayed,"initial stress + conf, delayed fb",13,0.003519,407,45,0.0035045509447248773,0.056585893,0.0348733316,-12132.09198714,-4632.784831507,-8227.495743847925,-10103.08795465249,-10103.08795465249,37709412.0,-23239342.284444444,407,0.0,-42.70817524371007,-42.70817478169534,-6.567206984029485,-30.661185669811626,44.916733175470334,133.12122400000013
CaseT4k_InitialStressPlusConf_FeedbackDelayed,"initial stress + conf, delayed fb",14,0.003821,407,45,0.005038975835168586,0.1732787,0.05887440304444445,-20819.74500076,-5270.545949035,-11965.752441907815,-12193.36425415509,-12193.36425415509,115692130.0,-39274631.822222225,407,0.0,-34.6529903027027,-34.65298983734644,5.359350948157249,-21.31554306396396,46.96715558795738,157.76466000000016
CaseT4k_InitialStressPlusConf_FeedbackDelayed,"initial stress + conf, delayed fb",15,0.004022,407,45,0.010865076832147911,0.19161233,-0.06692279806666666,-32028.58850847,-1265.850772108,-15140.754784111386,-17816.63703042829,-17816.63703042829,127684610.0,44658726.53333333,407,0.0,-27.38486926943489,-27.38486882321867,14.635628847616706,-13.378036415012286,49.17544507766823,200.30118650000142
CaseT4k_InitialStressPlusConf_FeedbackDelayed,"initial stress + conf, delayed fb",16,0.004323,407,45,0.04365887900000074,3.2797678,0.9627468981866666,-228495.1878443,-3618.518369356,-22215.666094648466,-93529.27239004154,-93529.27239004154,2186703100.0,-641769220.1888889,407,0.0,-9.858709114103192,-9.858708782014741,32.64514819233415,4.309243432072073,82.01621311798365,241.25345000002508
CaseT4k_InitialStressPlusConf_FeedbackDelayed,"initial stress + conf, delayed fb",17,0.004524,407,45,0.044022936283336554,8.7321024,-2.8506434199999995,-110968.6474543,637885.1484274,-21905.672006863468,204566.51385087552,204566.51385087552,5820842000.0,1900200226.6666667,358,0.0,-13.85035543627519,-13.850354042943488,34.91352650884521,2.404272343208846,192.72801302145206,532.6458050000242
CaseT4k_InitialStressPlusConf_FeedbackDelayed,"initial stress + conf, delayed fb",18,0.004821,407,45,1.43397050000001,103.81322,-34.990895091111106,-749361.8916856,5625186.933313,-29756.501105872296,1808356.5422311535,1808356.5422311535,69217829000.0,23329960591.11111,350,0.0,1.393978255282558,1.3939730108108526,63.30523248894345,22.031061251678842,1402.2761816088828,3868.3413900000146
CaseT4k_InitialStressPlusConf_FeedbackDelayed,"initial stress + conf, delayed fb",19,0.005011,407,45,1.5177475000000906,249.61542,85.59962719999999,-18032759.3504,1564881.359924,-285309.5811427597,-6115400.239781379,-6115400.239781379,166390530000.0,-57062312244.44444,81,0.0,727.0427512039311,727.0426721867323,528.6418923341524,660.9091052416051,4354.151620674035,10773.132434257835
CaseT4k_InitialStressPlusConf_FeedbackDelayed,"initial stress + conf, delayed fb",20,0.005253,407,45,16.68626400000011,1894.5901,592.5264188888889,-51453094.6072,4446724.554809,-1045217.0787406649,-16918088.859957423,-16918088.859957423,1262788700000.0,-394947493866.6667,145,0.0,2709.8750551842754,2709.8751856265353,1901.8742395085994,2440.541493439803,11270.365506059245,29700.449614795303
CaseT4k_InitialStressPlusConf_FeedbackDelayed,"initial stress + conf, delayed fb",21,0.005503,407,33,37.51107800000009,2391.5342,1071.8656969696967,-10592122.46416,-952648.0384064,-3882994.241371876,-7822204.438730061,-7822204.438730061,1594431900000.0,-714596143939.3939,407,0.0,9239.100893783783,9239.100772683047,6513.4136023832925,8330.53842295004,14558.499923608479,82453.5658112045
CaseT4k_InitialStressPlusConf_FeedbackDelayed,"initial stress + conf, delayed fb",22,0.005758,407,33,33.451878000000455,1961.8702,856.2756884848484,-21024871.69079,-4606853.46924,-8447872.51636454,-13596797.102390453,-13596797.102390453,1307915600000.0,-570850759090.909,407,0.0,19811.552137125305,19811.55258847666,13456.342303734644,17693.14900977887,30838.341164245136,132303.24216753815
CaseT4k_InitialStressPlusConf_FeedbackDelayed,"initial stress + conf, delayed fb",23,0.006005,407,33,36.99010100000103,2013.3717,879.7284212121212,-24682188.82075,-8862814.071322,-13330417.42247376,-19862636.626879092,-19862636.626879092,1342265100000.0,-586479864545.4546,407,0.0,31162.575124211304,31162.57539719656,20367.09524855037,27564.081923319412,46592.781516808,174776.56270202217
