case,case_name,center_count_r010,center_count_r015,center_count_r020,center_count_r030,center_count_r040,configured_dp,kind,material_boundary_pair_count,material_particle_count,max_radius,max_surface_radius_abs_error,mean_radius,mean_surface_radius_error,radius,resolution,selected_boundary_particle_count,surface_count_r085,surface_count_r090,surface_count_r095,surface_roughness_std
coarse_compression,CaseCryer_PR_StrictSphere_C5g_CoarseCompressionNormalized,1,1,7,19,33,0.01,compression,194490.0,739,0.05477225662687271,0.006411011986970819,0.04202034859672254,0.00015323898744609,0.05,coarse,2418.0,398,350,278,0.0035767684065295575
finer_compression,CaseCryer_PR_StrictSphere_C5g_FinerCompressionNormalized,1,1,7,27,81,0.008,compression,315386.0,1213,0.05245950743192316,0.006918682100009968,0.03968705780114298,-0.0020150175188332307,0.05,finer,3794.0,594,474,318,0.0030329980486193614
coarse_diffusion,CaseCryer_PR_StrictSphere_C5g_CoarseDiffusionNormalized,1,1,7,19,33,0.01,diffusion,194490.0,739,0.05477225662687271,0.006411011986970819,0.04202034859672254,0.00015323898744609,0.05,coarse,2418.0,398,350,278,0.0035767684065295575
finer_diffusion,CaseCryer_PR_StrictSphere_C5g_FinerDiffusionNormalized,1,1,7,27,81,0.008,diffusion,315386.0,1213,0.05245950743192316,0.006918682100009968,0.03968705780114298,-0.0020150175188332307,0.05,finer,3794.0,594,474,318,0.0030329980486193614
