case,configured_dp,excess_count,excess_max,excess_maxAbs,excess_mean,excess_median,excess_p90_abs,excess_p95_abs,excess_p99_abs,frame_index,kind,mode,r_over_R_max,r_over_R_min,resolution,time
finer_diffusion,0.008,156,827.3691778673,827.3691778673,824.917118756396,825.05829699365,827.0454934521,827.3691652995001,827.36917397133,1,diffusion,4,0.95,0.9,finer,0.001046
finer_diffusion,0.008,126,824.2800129329,824.2800129329,820.4241182220143,818.8420732058,823.17379888725,823.1738101981999,824.2798542651249,1,diffusion,4,1.0,0.95,finer,0.001046
finer_diffusion,0.008,7,751.7173746112,751.7173746112,750.7205486945143,751.7173687215,751.7173732888,751.7173739499999,751.71737447896,2,diffusion,4,0.2,0.0,finer,0.002011
finer_diffusion,0.008,74,757.7929916668,757.7929916668,755.1626878723498,755.48213927515,757.4130898897299,757.7929862129249,757.79299092147,2,diffusion,4,0.4,0.2,finer,0.002011
finer_diffusion,0.008,170,745.7133794245,745.7133794245,727.3658219051356,729.64069283875,741.3693367696701,745.7133708393401,745.7133770695821,2,diffusion,4,0.6,0.4,finer,0.002011
finer_diffusion,0.008,234,696.4628892278,696.4628892278,678.7037354103222,676.4266833849999,693.1452807189,693.1452831725351,696.462884299587,2,diffusion,4,0.8,0.6,finer,0.002011
finer_diffusion,0.008,254,657.4079917146,657.4079917146,649.5155191126067,650.1078273568,654.86724781375,657.4079800393799,657.407987612674,2,diffusion,4,0.9,0.8,finer,0.002011
finer_diffusion,0.008,156,641.3187681402,641.3187681402,636.5455171091066,636.9356978170999,638.8911545585499,641.31876304235,641.318766398465,2,diffusion,4,0.95,0.9,finer,0.002011
finer_diffusion,0.008,126,631.5078237123,631.5078237123,629.1547252801096,628.0233320041,631.5078081687,631.507815515725,631.507823481625,2,diffusion,4,1.0,0.95,finer,0.002011
finer_diffusion,0.008,7,608.3880421678,608.3880421678,606.8796982887143,608.3880299194,608.38803768712,608.38803992746,608.388041719732,3,diffusion,4,0.2,0.0,finer,0.003056
finer_diffusion,0.008,74,614.2323643743,614.2323643743,609.1775745469431,609.1419064857,613.96908306242,614.23236183235,614.232363712847,3,diffusion,4,0.4,0.2,finer,0.003056
finer_diffusion,0.008,170,595.7045164496,595.7045164496,582.9959675320716,583.3440457968,590.6718367551599,595.7044970826,595.704509199361,3,diffusion,4,0.6,0.4,finer,0.003056
finer_diffusion,0.008,234,558.5817358282,558.5817358282,547.5721915018931,545.1730252597,556.5616165178401,556.5616335065,558.5817253262339,3,diffusion,4,0.8,0.6,finer,0.003056
finer_diffusion,0.008,254,536.8893708263,536.8893708263,530.1797158320371,529.46159268625,535.4532944074199,536.88935707424,536.8893663666021,3,diffusion,4,0.9,0.8,finer,0.003056
finer_diffusion,0.008,156,526.0549387554,526.0549387554,519.2573711032798,519.4450958683999,522.8768186150501,526.0549265475249,526.054936378175,3,diffusion,4,0.95,0.9,finer,0.003056
finer_diffusion,0.008,126,524.3756950905,524.3756950905,518.4915003193961,518.41963799645,520.7682796668,520.76835220505,524.375644144275,3,diffusion,4,1.0,0.95,finer,0.003056
finer_diffusion,0.008,7,610.5979605192,610.5979605192,610.5641897544714,610.5585595462,610.57432997904,610.58614524912,610.595597465184,4,diffusion,4,0.2,0.0,finer,0.004022
finer_diffusion,0.008,74,617.287224984,617.287224984,615.6958256328365,616.21050652635,617.28721224466,617.287214756935,617.287219599958,4,diffusion,4,0.4,0.2,finer,0.004022
finer_diffusion,0.008,170,613.3829329937,613.3829329937,600.0147338120393,603.14877625285,611.09765676874,613.382916369385,613.38292481795,4,diffusion,4,0.6,0.4,finer,0.004022
finer_diffusion,0.008,234,558.1452042709,558.1452042709,536.9145207036319,535.0410789703501,554.2837695232399,554.2837855150449,558.145181163667,4,diffusion,4,0.8,0.6,finer,0.004022
finer_diffusion,0.008,254,508.3435490423,508.3435490423,494.48658194006987,495.63887266165,503.41811864383004,508.343537502745,508.34354699293294,4,diffusion,4,0.9,0.8,finer,0.004022
finer_diffusion,0.008,156,475.1713242575,475.1713242575,469.75033228257104,471.7130527114,474.2056853523,475.17129834065,475.1713133929,4,diffusion,4,0.95,0.9,finer,0.004022
finer_diffusion,0.008,126,495.8916052082,495.8916052082,485.2071272064928,488.28631110649997,495.89140231125,495.891475435075,495.891561280275,4,diffusion,4,1.0,0.95,finer,0.004022
finer_diffusion,0.008,7,539.7424507934,539.7424507934,534.6322472973,533.7805461698,536.16531732002,537.9538840567101,539.384737446062,5,diffusion,4,0.2,0.0,finer,0.005067
finer_diffusion,0.008,74,551.3186074472,551.3186074472,545.0947814574029,547.14587724115,551.31857742617,551.318583923965,551.3185998335921,5,diffusion,4,0.4,0.2,finer,0.005067
finer_diffusion,0.008,170,552.3716855146,552.3716855146,541.7906837627598,546.33095171885,552.29581827785,552.3716478295449,552.371664805597,5,diffusion,4,0.6,0.4,finer,0.005067
finer_diffusion,0.008,234,493.397315706,493.397315706,463.4624096889912,459.90617769635,485.32823524877,485.32826124321,493.39726058179906,5,diffusion,4,0.8,0.6,finer,0.005067
finer_diffusion,0.008,254,431.1090295492,431.1090295492,413.9282163930378,420.19986597875,428.69889872250997,431.108996675555,431.109012993581,5,diffusion,4,0.9,0.8,finer,0.005067
finer_diffusion,0.008,156,414.9473851602,414.9473851602,396.34907651158414,392.28058631265003,414.9471058431,414.94718295884996,414.94729155230505,5,diffusion,4,0.95,0.9,finer,0.005067
finer_diffusion,0.008,126,449.8239948359,449.8239948359,423.23963681342855,425.07279987415,449.82368041480004,449.8237547264,449.8238239942,5,diffusion,4,1.0,0.95,finer,0.005067
finer_diffusion,0.008,7,494.7310074273,494.7310074273,488.11805720478566,487.015900158,490.10194434594007,492.41647588662005,494.268101119164,6,diffusion,4,0.2,0.0,finer,0.006032
finer_diffusion,0.008,74,480.6149248816,480.6149248816,466.37064428494733,463.6379263747,480.61491789044,480.61492084349004,480.61492359526704,6,diffusion,4,0.4,0.2,finer,0.006032
finer_diffusion,0.008,170,448.0265065924,448.0265065924,427.6881699245203,429.9646321416,442.42119570758007,448.02648438871995,448.026501568154,6,diffusion,4,0.6,0.4,finer,0.006032
finer_diffusion,0.008,234,397.8797804823,397.8797804823,379.6252035966225,378.1550018181,393.32645689826006,393.326484067845,397.879756922688,6,diffusion,4,0.8,0.6,finer,0.006032
finer_diffusion,0.008,254,357.7490883646,357.7490883646,349.43054299230636,348.3013552614,356.00552231151,357.74905465795,357.749074243521,6,diffusion,4,0.9,0.8,finer,0.006032
finer_diffusion,0.008,156,343.1225336584,343.1225336584,339.40861764499317,338.99482960989997,343.12236616585,343.12241133777496,343.122506417975,6,diffusion,4,0.95,0.9,finer,0.006032
finer_diffusion,0.008,126,330.8466891714,330.8466891714,318.9400792785523,319.3775024411,330.84635957945,330.846494630075,330.846621980775,6,diffusion,4,1.0,0.95,finer,0.006032
