variant,region,return_status,count,failed_count,status_-3,status_-1,neighbor_count_all_mean,neighbor_count_specimen_mean,support_ratio_mean,velocity_gradient_norm_mean,shear_rate_mean,DivVel_mean,PorePressRate_maxAbs,p_eff_mean,q_mean,q_over_p_mean,yield_residual_maxAbs,pc_mean,void_ratio_mean,plastic_vol_strain_mean,pairwise_reaction_avg,sigma_zz_mean,Fz_proxy,PorePress_mean,PorePress_std,velocity_max
gap_2dp,lateral_surface,1,100,0,0,0,115.96,114.6,0.8724921157749002,0.026585605566138346,0.037176023292179707,-0.002517014250000009,26490086.0,4.0869401746,25.17041477090942,7.003259506770617,1.338193e-06,119.9977456000001,0.8000487608000002,-1.669927849e-06,0.10365770600000022,-18.828083880000005,0.053235152998722376,-17884.225921933103,1456.5532556433386,0.0006455689649174322
gap_2dp,measurement_core,-1,68,68,0,68,166.23529411764707,166.23529411764707,0.9998477739497749,0.018153802446803716,0.025647527747158047,-0.009890125545588234,23042958.0,-5.793523786274509,22.609542015148648,-6.672265590271586,12.49956,119.99960367647058,0.8000503639705877,-2.937950132352941e-07,0.08522325000000006,-9.257822989705888,0.02617587782342524,-21937.361660454273,2365.396033424955,0.00022586389602173622
gap_2dp,measurement_core,0,210,0,0,0,161.33333333333334,161.33333333333334,1.0000614686624212,0.025160860660908366,0.03551041881901624,-0.02207843379523807,29194108.0,25.320790379317483,10.15344697834533,1.0142238137122679,4885.5605,119.99938309523817,0.8000224533333329,-4.5676209538095254e-07,0.11197634714285742,-31.344829109523797,0.08862541637265671,-9387.406613637073,5614.760697733861,0.00033110888043190163
gap_2dp,measurement_core,1,12,0,0,0,161.33333333333334,161.33333333333334,0.9997869126922362,0.02282878505184947,0.032172349850669205,-0.02067345375,22330104.0,3.5110629277777785,23.519421781369484,7.598031558646196,8.6441451e-06,119.99843999999997,0.8000465075000002,-1.1553023283333337e-06,0.09552971666666665,-19.12839083333333,0.054084250905294895,-19105.785175518336,1404.96511723304,0.00024638479159652324
gap_2dp,top_cap_zone,-1,152,152,0,152,129.28947368421052,120.28947368421052,0.9395276601770848,0.02610146966543015,0.03469114801101726,0.012433297463947345,34038308.0,-30.45388832124999,39.39892930970641,-1.3376468597770472,40.929031,120.0,0.800052786842106,0.0,0.0992872901315792,5.5922788492763145,-0.015811795934740847,-30777.05380218047,2715.9176635208028,0.0006787286300000065
gap_2dp,top_cap_zone,0,118,0,0,0,125.30508474576271,102.40677966101696,0.8087778270474036,0.03185279741267644,0.04470872237077768,0.0342602882457627,36442632.0,37.57491911618645,19.654790066803425,0.8698361438197153,4677.6001,120.0,0.800013428050847,0.0,0.11119371016949169,-50.0777921838983,0.14159162162963815,-12441.528821253763,6986.855436088118,0.0005751965200000026
gap_2dp,top_cap_zone,1,126,0,0,0,122.33333333333333,90.55555555555556,0.7262909865564596,0.0308679630503085,0.04009951969477874,0.036416862373015876,27733576.0,71.0404104021164,70.42508882078567,0.9995047028935407,5.3369735e-05,120.00814325396824,0.7999664565873016,6.035490182785714e-06,0.09847442142857155,-117.85179317460319,0.33321809488474535,-40487.822073647316,8133.5847296011125,0.0005622792025418933
platen_overhang,bottom_cap_zone,-1,68,68,0,68,158.23529411764707,88.05882352941177,0.9966921581893367,0.011767554610165404,0.016096686599610156,-0.004224232072941175,8203029.5,-3.790240096843139,19.20486868905369,-9.609688254953218,7.3614206,119.99866352941183,0.8000534835294121,-9.904651223529408e-07,0.31645172352941187,-0.7019656391764704,0.0019847610855983364,-16278.091077838822,1038.458873041133,0.00029428029604221007
platen_overhang,bottom_cap_zone,0,268,0,0,0,161.52985074626866,108.15671641791045,0.9942924280631603,0.018325773073854707,0.025535642350269675,0.008019339339888066,20359206.0,21.56651150676868,16.512932762247363,1.5874718053110513,4841.6807,119.997805522388,0.8000335708955226,-1.6250082698507458e-06,0.3766746634328365,-30.45650469626865,0.08611373826703855,-11067.023348091228,5257.1888904768975,0.0004012893170627328
platen_overhang,bottom_cap_zone,1,60,0,0,0,159.2,113.4,0.9893635076778874,0.012409978861610688,0.01740887201832721,0.010637103279999997,14916143.0,4.3829129741666675,26.73825869824606,6.400022384065668,3.2407052e-06,119.99431866666666,0.8000568553333337,-4.2073869456e-06,0.36419039999999947,-19.651269471666662,0.05556265542531122,-18352.05578005117,830.5413593827619,0.0003050770444985899
platen_overhang,edge_ring,-3,8,8,8,0,92.0,64.0,0.5601274254869799,0.09311887785385478,0.1307982996187297,0.015025092375000002,10009333.0,62.65468800000001,79.80970981630644,1.2738026852245525,1195.739,120.0,0.7999913100000001,0.0,0.4865955,-114.83396750000001,0.32468539381251216,-10852.399246543751,0.0011104248672628297,0.0020114139039628864
