variant,region,return_status,count,failed_count,status_-3,status_-1,neighbor_count_all_mean,neighbor_count_specimen_mean,support_ratio_mean,velocity_gradient_norm_mean,shear_rate_mean,DivVel_mean,PorePressRate_maxAbs,p_eff_mean,q_mean,q_over_p_mean,yield_residual_maxAbs,pc_mean,void_ratio_mean,plastic_vol_strain_mean,pairwise_reaction_avg,sigma_zz_mean,Fz_proxy,PorePress_mean,PorePress_std,velocity_max
platen_overhang,edge_ring,-1,44,44,0,44,142.0,72.0,0.9803318843334344,0.011484560878173834,0.015216636274430413,0.002082812088181818,8489487.0,-9.407361743030302,26.10137471203669,-8.735120210825968,13.094643,119.99835999999995,0.8000525799999995,-1.2139368499999993e-06,0.319923627272727,4.916475408636365,-0.013901006722794191,-17129.592728730684,765.9797505027144,0.00029139103533278173
platen_overhang,edge_ring,0,908,0,0,0,117.6431718061674,69.37004405286343,0.8248528462912775,0.03016185437207908,0.041745957887477265,0.012459014078425094,21202342.0,32.20498679201833,22.031875251763964,1.2735233849404937,4748.2471,119.99900303964739,0.8000205557709223,-7.383990116740089e-07,0.3988458841409666,-40.017547246696054,0.11314694920041249,-7661.203154717098,5246.533723739651,0.0017608159717655278
platen_overhang,edge_ring,1,1504,0,0,0,111.44946808510639,67.31117021276596,0.7766500263272181,0.090204294886492,0.12150594566807889,0.016753071763063808,38350056.0,48.322504416896095,55.39633393125926,2.4941651395002737,0.00012242599,120.02498710106403,0.7999689087765928,1.8504155056257992e-05,0.3443238813829749,-78.35780153169074,0.221551464279066,-15201.569427849196,5987.312250037803,0.005698675571692108
platen_overhang,interior,-3,13,13,13,0,150.0,143.76923076923077,0.9841955052880877,0.07699213007517301,0.10798048038545374,-0.020668740153846153,15165730.0,64.08205192307693,85.41507417758174,1.3459360688075344,2582.5183,119.98920846153848,0.8000031184615384,-7.989514353846154e-06,0.33297665,-120.36749692307691,0.3403310796580774,-1871.3911688869155,3864.802198573517,0.0018243650000000031
platen_overhang,interior,-1,80,80,0,80,153.0,153.0,0.996786221150697,0.01764513370967851,0.024873334456169363,0.004445796070500006,21060542.0,-3.852672434999996,35.84859817346682,-50.14960744052027,8.9299889,119.99873499999998,0.8000510029999998,-9.366540575000002e-07,0.37031065499999916,-20.03277587500002,0.05664133936791981,-20783.071977308875,1640.234758000007,0.00020316323022940064
platen_overhang,interior,0,583,0,0,0,150.00686106346484,146.11835334476845,0.9840240644932378,0.026262213788251713,0.037033889230161494,0.0063237001099485535,29112664.0,24.548831437202104,25.763658357543115,1.5544031704228394,4460.5254,119.99656802744427,0.8000319628130359,-2.5420705147512896e-06,0.3953808715265866,-41.55382558833619,0.11749067387718168,-11011.10748864484,5352.829914206992,0.0009484956400000088
platen_overhang,interior,1,500,0,0,0,149.792,146.48,0.9854646722239032,0.04877802462708731,0.06850289917737858,-0.010830773434499999,23317398.0,35.69135287477333,55.57074067964387,2.804763990856384,0.00010779366,119.99194991999995,0.800026736120001,-5.962211771619998e-06,0.3462114260999961,-72.40103330999993,0.2047090989231051,-9635.675036396242,8709.649793545475,0.001845636546547208
platen_overhang,lateral_surface,-3,12,12,12,0,109.0,106.0,0.7744896793479968,0.07799271613202646,0.10833456009030883,-0.024067537500000003,30301938.0,72.54198380555555,81.1871120693885,1.1259425618714471,1914.8097,119.99523999999997,0.7999863633333333,-3.5288101249999998e-06,0.31008656666666656,-122.85925416666663,0.34737635728396893,5095.893220070833,2276.9152076966793,0.001620557057811027
platen_overhang,lateral_surface,0,3280,0,0,0,98.41341463414633,94.52560975609757,0.6865223106617447,0.03222219331940371,0.04502925348640255,-0.007188053614387197,30346580.0,36.1572132217602,25.702796700150593,1.0079407771263287,4820.9116,119.99902737804891,0.800016261353656,-7.206934659451213e-07,0.3744130224999952,-51.517765144207424,0.1456630492557657,-7226.539418202036,6236.492266364759,0.0012056006377725215
platen_overhang,lateral_surface,1,1020,0,0,0,109.30980392156863,105.19607843137256,0.7938355855367483,0.061117271253879855,0.08466846392005889,-0.017605063822303927,30705032.0,48.46757500410314,57.81311804291886,2.3100043280947853,0.00013616715,119.99951007843092,0.800002599686272,-3.618845950509787e-07,0.33301693078431227,-84.40460905784298,0.2386484097707142,-3665.412920854503,11259.246425358459,0.0024540868660296003
platen_overhang,measurement_core,0,155,0,0,0,163.80645161290323,163.80645161290323,0.9998485043460419,0.020993903684213125,0.029617283049204926,-0.014845081855483869,26437340.0,33.824115914838686,32.479230293509744,1.2620906741065434,4361.0669,119.99604941935482,0.8000203090967745,-2.925118130967741e-06,0.3180965999999989,-55.430167606451626,0.1567251066057114,-7289.645181180858,6019.724553461638,0.0006444162730204573
platen_overhang,measurement_core,1,55,0,0,0,172.54545454545453,172.54545454545453,1.0004269422975176,0.033355423880635025,0.04707017088650172,-0.014977642652363638,21733178.0,34.95797458515152,55.1459599431151,2.8360031387498017,4.8887425e-05,119.99309618181816,0.8000245185454542,-5.114308760400001e-06,0.33172809999999997,-71.67204789090908,0.20264794120963422,-9217.709662812531,9491.387061357604,0.0012346016
platen_overhang,top_cap_zone,-3,4,4,4,0,148.0,114.0,0.9763207485460409,0.10432939754884255,0.14680252723656095,0.022329048,14832723.0,68.07383041666667,94.58168510828794,1.389398606327454,3851.8447,120.03795,0.79993069,2.8116085500000004e-05,0.28303465,-131.035975,0.3704954907743782,-17205.4881794375,0.001502525871312574,0.0028241763020525387
platen_overhang,top_cap_zone,0,73,0,0,0,154.06849315068493,109.71232876712328,0.9888256612027037,0.031084581129587355,0.043613447171208145,0.012579744529178082,20031926.0,47.8827544520548,20.783997051382656,0.4137779971006716,4693.6621,120.0,0.8000023042465749,0.0,0.39438649315068486,-61.48841343835616,0.17385439314494847,-5253.124109744796,3498.224800622154,0.0011712672000000108
platen_overhang,top_cap_zone,1,319,0,0,0,153.43887147335423,104.4294670846395,0.989575648733348,0.10220127251862444,0.14436195354513298,0.012701175568178692,22251752.0,78.39929958934174,67.3051654119702,0.8802087600392828,0.00011024972,120.06030448275871,0.7998889985893418,4.4654448521844166e-05,0.35861002633228906,-123.04926990595632,0.347913614129526,-11862.61807589743,4737.045992414126,0.004098013749356978
