line,time,Tv,z,z_norm,excess
fd_homogeneous,0.1,0.027441722676,0.0599999999056,0.0555555555556,16411.9868181
analytical_series,0.1,0.027441722676,0.0654999999061,0.0611111111111,16387.5608327
fd_homogeneous,0.1,0.027441722676,0.0654999999061,0.0611111111111,16389.7401674
analytical_series,0.1,0.027441722676,0.0709999999067,0.0666666666667,16363.3070862
fd_homogeneous,0.1,0.027441722676,0.0709999999067,0.0666666666667,16365.4470713
analytical_series,0.1,0.027441722676,0.0764999999072,0.0722222222222,16337.0029128
fd_homogeneous,0.1,0.027441722676,0.0764999999072,0.0722222222222,16339.1205723
analytical_series,0.1,0.027441722676,0.0819999999078,0.0777777777778,16308.6626741
fd_homogeneous,0.1,0.027441722676,0.0819999999078,0.0777777777778,16310.7291719
analytical_series,0.1,0.027441722676,0.0874999999083,0.0833333333333,16278.3017675
fd_homogeneous,0.1,0.027441722676,0.0874999999083,0.0833333333333,16280.2889157
analytical_series,0.1,0.027441722676,0.0929999999089,0.0888888888889,16245.9366015
fd_homogeneous,0.1,0.027441722676,0.0929999999089,0.0888888888889,16247.8617945
analytical_series,0.1,0.027441722676,0.0984999999094,0.0944444444444,16211.5845689
fd_homogeneous,0.1,0.027441722676,0.0984999999094,0.0944444444444,16213.4648694
analytical_series,0.1,0.027441722676,0.10399999991,0.1,16175.2640185
fd_homogeneous,0.1,0.027441722676,0.10399999991,0.1,16177.1161141
analytical_series,0.1,0.027441722676,0.109499999911,0.105555555556,16136.9942263
fd_homogeneous,0.1,0.027441722676,0.109499999911,0.105555555556,16138.7473811
analytical_series,0.1,0.027441722676,0.114999999911,0.111111111111,16096.7953646
fd_homogeneous,0.1,0.027441722676,0.114999999911,0.111111111111,16098.4670998
analytical_series,0.1,0.027441722676,0.120499999912,0.116666666667,16054.68847
fd_homogeneous,0.1,0.027441722676,0.120499999912,0.116666666667,16056.295904
analytical_series,0.1,0.027441722676,0.125999999912,0.122222222222,16010.6954106
fd_homogeneous,0.1,0.027441722676,0.125999999912,0.122222222222,16012.2552192
analytical_series,0.1,0.027441722676,0.131499999913,0.127777777778,15964.8388521
fd_homogeneous,0.1,0.027441722676,0.131499999913,0.127777777778,15966.3257656
analytical_series,0.1,0.027441722676,0.136999999913,0.133333333333,15917.1422228
fd_homogeneous,0.1,0.027441722676,0.136999999913,0.133333333333,15918.53193
analytical_series,0.1,0.027441722676,0.142499999914,0.138888888889,15867.6296777
fd_homogeneous,0.1,0.027441722676,0.142499999914,0.138888888889,15868.9393374
analytical_series,0.1,0.027441722676,0.147999999914,0.144444444444,15816.3260623
fd_homogeneous,0.1,0.027441722676,0.147999999914,0.144444444444,15817.5723246
analytical_series,0.1,0.027441722676,0.153499999915,0.15,15763.2568753
fd_homogeneous,0.1,0.027441722676,0.153499999915,0.15,15764.4558485
analytical_series,0.1,0.027441722676,0.158999999916,0.155555555556,15708.4482304
fd_homogeneous,0.1,0.027441722676,0.158999999916,0.155555555556,15709.538225
analytical_series,0.1,0.027441722676,0.164499999916,0.161111111111,15651.9268188
fd_homogeneous,0.1,0.027441722676,0.164499999916,0.161111111111,15652.9249844
analytical_series,0.1,0.027441722676,0.169999999917,0.166666666667,15593.7198701
fd_homogeneous,0.1,0.027441722676,0.169999999917,0.166666666667,15594.6427848
analytical_series,0.1,0.027441722676,0.175499999917,0.172222222222,15533.8551134
fd_homogeneous,0.1,0.027441722676,0.175499999917,0.172222222222,15534.7187559
analytical_series,0.1,0.027441722676,0.180999999918,0.177777777778,15472.3607382
fd_homogeneous,0.1,0.027441722676,0.180999999918,0.177777777778,15473.1444094
analytical_series,0.1,0.027441722676,0.186499999918,0.183333333333,15409.2653553
fd_homogeneous,0.1,0.027441722676,0.186499999918,0.183333333333,15409.9494778
analytical_series,0.1,0.027441722676,0.191999999919,0.188888888889,15344.5979572
fd_homogeneous,0.1,0.027441722676,0.191999999919,0.188888888889,15345.1989598
analytical_series,0.1,0.027441722676,0.197499999919,0.194444444444,15278.3878793
fd_homogeneous,0.1,0.027441722676,0.197499999919,0.194444444444,15278.9215381
analytical_series,0.1,0.027441722676,0.20299999992,0.2,15210.6647605
fd_homogeneous,0.1,0.027441722676,0.20299999992,0.2,15211.1461789
analytical_series,0.1,0.027441722676,0.208499999921,0.205555555556,15141.4585044
fd_homogeneous,0.1,0.027441722676,0.208499999921,0.205555555556,15141.8366169
analytical_series,0.1,0.027441722676,0.213999999921,0.211111111111,15070.799241
fd_homogeneous,0.1,0.027441722676,0.213999999921,0.211111111111,15071.0902227
analytical_series,0.1,0.027441722676,0.219499999922,0.216666666667,14998.7172882
fd_homogeneous,0.1,0.027441722676,0.219499999922,0.216666666667,14998.9366146
analytical_series,0.1,0.027441722676,0.224999999922,0.222222222222,14925.2431147
fd_homogeneous,0.1,0.027441722676,0.224999999922,0.222222222222,14925.4055472
analytical_series,0.1,0.027441722676,0.230499999923,0.227777777778,14850.4073022
fd_homogeneous,0.1,0.027441722676,0.230499999923,0.227777777778,14850.4969295
analytical_series,0.1,0.027441722676,0.235999999923,0.233333333333,14774.2405096
fd_homogeneous,0.1,0.027441722676,0.235999999923,0.233333333333,14774.2425587
analytical_series,0.1,0.027441722676,0.241499999924,0.238888888889,14696.7734365
fd_homogeneous,0.1,0.027441722676,0.241499999924,0.238888888889,14696.7029659
analytical_series,0.1,0.027441722676,0.246999999924,0.244444444444,14618.0367887
fd_homogeneous,0.1,0.027441722676,0.246999999924,0.244444444444,14617.9081092
analytical_series,0.1,0.027441722676,0.252499999925,0.25,14538.0612438
fd_homogeneous,0.1,0.027441722676,0.252499999925,0.25,14537.8879127
analytical_series,0.1,0.027441722676,0.257999999926,0.255555555556,14456.8774175
