DivVel_diff_maxAbs,DivVel_diff_meanAbs,ExcessPorePress_diff_maxAbs,ExcessPorePress_diff_meanAbs,LapPorePress_diff_maxAbs,LapPorePress_diff_meanAbs,LapZ_diff_maxAbs,LapZ_diff_meanAbs,PorePressRate_diff_maxAbs,PorePressRate_diff_meanAbs,PorePress_diff_maxAbs,PorePress_diff_meanAbs,PorePressureAccelDiff_mag_diff_maxAbs,PorePressureAccelDiff_mag_diff_meanAbs,a,b,label,matched
0,0,0.004106059,0.00283499611,133.75,3.8480508,2.33622271e-05,5.56112933e-06,9084,262.425943,0.00410606,0.00283499594,0.0007494,0.000275207239,cpu,gpu,diffusion_mode1_parity,1000
4.64476e-05,4.74998724e-06,0.00221262,0.00098647273,12835.34,629.51046,3.2e-05,8.84941501e-06,862607.5,43438.598,0.00221264,0.000986509121,0.036884,0.00512628099,cpu,gpu,selfweight_mode1_parity,1000
3.54e-08,3.4883389e-09,0.000114869999,6.73472348e-05,196065.5,4065.85531,19.986287,0.414457077,40,0.951799,0.000114869999,6.73497246e-05,3.00000001e-06,1.82336002e-07,mode1,mode0,selfweight_gpu_mode1_vs_mode0,1000
